artistName,trackName,msPlayed
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,998
Selena Gomez,Bad Liar,214647
Selena Gomez,Fetish (feat. Gucci Mane),938
Selena Gomez,Hands To Myself,149183
Selena Gomez,Lose You To Love Me,188429
Selena Gomez,People You Know,115114
Selena Gomez,Same Old Love,105720
Selena Gomez,Single Soon,34474
Selena Gomez,Slow Down,1184
Selena Gomez & The Scene,Love You Like A Love Song,153692
Selena Gomez & The Scene,Who Says,1068
Sevdaliza,Alibi (with Pabllo Vittar & Yseult),975
Shaan,Deewangi Deewangi,57029
Shaan,Do U Know,1137
Shaan,Dus Bahane,0
Shaan,Woh Ladki Hai Kahan,97059
Shaan,You're My Love,7523
Shaarib Toshi,Maahi,1207
Shaarib Toshi,Saturday Saturday,107797
Shabbir Kumar,I Don't Know What To Do,1114
Shae Gill,Pasoori,905
Shafqat Amanat Ali,Darmiyaan,5433
Shafqat Amanat Ali,Dildaara (Stand By Me),18645
Shail Hada,Lahu Munh Lag Gaya,22685
Shakira,Can't Remember to Forget You (feat. Rihanna),1300
Shakira,Hips Don't Lie (feat. Wyclef Jean),218093
Shakira,La La La (Brazil 2014) (feat. Carlinhos Brown),5317
Shakira,Rabiosa (feat. Pitbull),905
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),100658
Shankar Mahadevan,Breathless Hanuman Chalisa,36479
Shankar Mahadevan,Tere Naina,320
Shankar Mahadevan,Uff Teri Adaa,304088
Shankar-Ehsaan-Loy,Bol Na Halke Halke,1323
Shankar-Ehsaan-Loy,Ishq Di Baajiyaan,1386
Shankar-Ehsaan-Loy,It's the Time to Disco,133677
Shankar-Ehsaan-Loy,Jhoom,1555
Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna,19319
Shankar-Ehsaan-Loy,Kajra Re,1184
Shankar-Ehsaan-Loy,Kal Ho Naa Ho,5077
Shankar-Ehsaan-Loy,Kuch To Hua Hai,831
Shankar-Ehsaan-Loy,Kya Karoon?,105962
Shankar-Ehsaan-Loy,Mera Yaar,1024
Shankar-Ehsaan-Loy,Mitwa,382973
Shankar-Ehsaan-Loy,O Rangrez,95041
Shankar-Ehsaan-Loy,Pretty Woman,45397
Shankar-Ehsaan-Loy,Sajde,8191
Shankar-Ehsaan-Loy,Slow Motion Angreza,2368
Shankar-Ehsaan-Loy,Tere Naina,5526
Shankar-Ehsaan-Loy,Tumhi Dekho Naa,199738
Shankar-Ehsaan-Loy,Where's the Party Tonight,37151
Shawn Mendes,Lost In Japan,201200
Shawn Mendes,Mercy,127
Shawn Mendes,Señorita,330837
Shawn Mendes,Something Big,84057
Shawn Mendes,Stitches,6292
Shawn Mendes,There's Nothing Holdin' Me Back,199440
Shawn Mendes,Treat You Better,3134
Shefali Alvares,O Gujariya,1671
Shelly,Steeeam,766
Shreekant Krishnamurthy,Chadti Jawani - Caravan - 71,1671
Shreya Ghoshal,"Agar Tum Mil Jao - From ""Zeher""",2159
Shreya Ghoshal,Latoo,130635
Shreya Ghoshal,"Manwa Laage (From ""Happy New Year"")",14303
Shreya Ghoshal,Nagada Sang Dhol,382270
Shreya Ghoshal,"Ye Ishq Hai (From ""Jab We Met"")",214645
Shubh,Cheques,1021
Shubh,No Love,766
Shubh,One Love,0
Shubh,Still Rollin,1044
Shy Smith,Soaked,0
SiR,New Sky,812
Sia,"Genius (feat. Sia, Diplo, and Labrinth)",2089
Simple Plan,I'm Just a Kid,2136
Sista Prod,Eyes Blue Like The Atlantic (feat. Subvrbs),1300
Six Dior,Obsessed - Sped Up,184064
Sixpence None The Richer,Kiss Me,6990
Sleeping At Last,Two,673
Sleeping With Sirens,If You Can't Hang,2136
Sleepy John,"Rain Sounds (Sleep & Relaxation), Pt. 01",52384
Sohail Sen,Asalaam-e-Ishqum,3668
Sohail Sen,Dhunki,93042
Sohail Sen,Do Dhaari Talwaar,1184
Sohail Sen,Isq Risk,295079
Sohail Sen,Laapata,998
Sohail Sen,Madhubala,1393
Sohail Sen,Saaiyaan,1253
Sohail Sen,Saiyaara,1416
Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")",61672
Sona Mohapatra,Ambarsariya,248182
Sona Mohapatra,Naina,13119
Sonu Nigam,Just Chill,975
Sonu Nigam,Main Agar Kahoon,269235
Sonu Nigam,Main Hoon Na,216920
Sonu Nigam,Tumse Milke Dil Ka,197508
Sophie Ellis-Bextor,Murder On The Dancefloor,1114
Sophie Holohan,Cognitive Dissonance,743
Sphere,Woman - Slowed Version,5294
St. Vincent,Birth In Reverse,1927
Stacey Ryan,Fall In Love Alone,348838
Stacey Ryan,Fall In Love Alone - Sped Up Version,110689
Stebin Ben,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,938
Stephanie Poetri,I Love You 3000,960
Stephen Rennicks,Supermarket,9107
Stephen Sanchez,Be More,231684
Stephen Sanchez,Because Of You,231413
Stephen Sanchez,Evangeline,2130
Stephen Sanchez,Hey Girl,1114
Stephen Sanchez,High,1393
Stephen Sanchez,Missing You (with Ashe),8042
Stephen Sanchez,No One Knows (with Laufey),239308
Stephen Sanchez,Only Girl,1216
Stephen Sanchez,Something About Her,1114
Stephen Sanchez,The Pool,8730
Stephen Sanchez,Until I Found You,176666
Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,336588
Stephen Sanchez,Until I Found You - Piano Version,307942
Steve Lacy,Bad Habit,164863
Steve Lacy,Bad Habit - Sped Up,352246
Steve Lacy,C U Girl,3320
Steve Lacy,Dark Red,173104
Steve Lacy,Infrunami,70031
Steve Lacy,Some,118393
Steve Lacy,Uuuu,17345
Steve Lacy,When I,603
Steven Universe,"Escapism (feat. AJ Michalka, Zach Callison & Grace Rolek)",38533
Steven Universe,Love Like You (feat. Rebecca Sugar) - End Credits,11308
Stevie Bill,Hahaha,975
Sting,Shape Of My Heart,10303
Strawberry Guy,Intermission,14194
Strawberry Guy,Mrs Magic,32170
Strawberry Guy,What Would I Do?,2005
Sufjan Stevens,Mystery of Love,1230
Sukhwinder Singh,Dard - E - Disco,4063
Sukhwinder Singh,Dhan Te Nan,74512
Sukhwinder Singh,Taal Se Taal - Western Version,1462
Sukhwinder Singh,Woh Kisna Hai,1416
Suki Waterhouse,Bullshit on the Internet,1429
Suki Waterhouse,Good Looking,251114
Suki Waterhouse,Good Looking (Stripped),1834
Suki Waterhouse,Johanna,1536
Suki Waterhouse,Moves,9237
Sum 41,Fat Lip,178266
Sum 41,In Too Deep,183112
Sum 41,Landmines,3924
Sum 41,Pieces,171734
Sum 41,Still Waiting,159049
Sum 41,The Hell Song,14376
Sum 41,Waiting On A Twist Of Fate,3134
Sum 41,War,2600
Summer Walker,Deep,6965
Summer Walker,Girls Need Love,13026
Sunidhi Chauhan,Beedi,204991
Sunidhi Chauhan,Bhage Re Mann,23010
Sunidhi Chauhan,"Halka Halka (From ""Fanney Khan"")",5951
Sunidhi Chauhan,Kashmir Main Tu Kanyakumari,51327
Sunidhi Chauhan,Lae Dooba,1160
Sunidhi Chauhan,Navrai Maajhi,65178
Sunidhi Chauhan,Sajna Ji Vaari Vaari,221893
Sunidhi Chauhan,Sajna Ve Sajna,2623
Sunidhi Chauhan,Sheila Ki Jawani,281707
Sunsick Daisy,I'm Coming Home,441
Super Guitar Bros,Fairy Fountain,63431
Surf Curse,Disco,66014
Surf Curse,Freaks,147062
Surfaces,Sunday Best,0
Suzonn,Farq hai,882
Suzzane D'Mello,Mahiya,952
Sweet California,Hey Mickey!,8568
SyKo,#BrooklynBloodPop!,59095
SyKo,#BrooklynBloodPop! - Slowed & Reverb Edit,1764
System Of A Down,Chop Suey!,1066
TAEYANG,Shoong! (feat. LISA of BLACKPINK),319994
TAEYANG,VIBE (feat. Jimin of BTS),766
TAEYANG,Wedding Dress,1114
TAEYANG,"눈,코,입 (Eyes, Nose, Lips)",1323
THE ANXIETY,After You Cry,1429
THE ANXIETY,Entertain,0
THE ANXIETY,Meet Me At Our Spot,1642
THE ANXIETY,Meet Me At Our Spot - Live,339522
THE ANXIETY,Poolside,703
THE ORAL CIGARETTES,Kyouran Hey Kids!!,176750
TLC,No Scrubs,25921
TOMORROW X TOGETHER,Do It Like That,232
TV Girl,Blue Hair,217000
TV Girl,Cigarettes out the Window,3882
TV Girl,Louise,720
TV Girl,Lovers Rock,213920
TV Girl,Not Allowed,9685
TV Girl,The Blonde,227760
TWICE,Dance The Night Away,1207
TWICE,FANCY,1160
TWICE,Feel Special,1625
TWICE,The Feels,1834
TWICE,What is Love,355845
Takayoshi,apart of me,76285
Takayoshi,baby,136901
Takayoshi,hand on my heart,84000
Takayoshi,i miss u,118500
Takayoshi,my home,123076
Takayoshi,on ur mind,155121
Takayoshi,things i'd never say,63237
Takayoshi,tonight,113043
Takayoshi,unconditionally,114752
Takayoshi,we'll be okay,103421
Takayoshi,when ur around,101694
Takayoshi,when ur around - sped up,2995
Takayoshi,you don't know what you got,56187
Taking Back Sunday,Liar (It Takes One To Know One),0
Tallia Storm,Used Girl,15975
Tally Hall,A Lady,975
Tally Hall,Hidden In the Sand,16602
Tally Hall,The Bidding,160613
Tame Impala,Borderline,237800
Tame Impala,Disciples,3390
Tame Impala,Elephant,1194
Tame Impala,Feels Like We Only Go Backwards,4053
Tame Impala,"New Person, Same Old Mistakes",48750
Tame Impala,The Less I Know The Better,119643
Tame Impala,Yes I'm Changing,21305
Tanishk Bagchi,"Kusu Kusu (From ""Satyameva Jayate 2"")",1509
Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",905
Tanzeel Khan,Kaisi Hai Yeh Dastaan,1462
Tarun Sagar,Oh Girl You're Mine .,242694
Tate McRae,exes,7918
Tate McRae,greedy,208468
Tate McRae,run for the hills,928
Tate McRae,she's all i wanna be,6485
Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",218546
Taylor Swift,...Ready For It?,510
Taylor Swift,22,201734
Taylor Swift,22 (Taylor's Version),2902
Taylor Swift,Afterglow,835
Taylor Swift,All Of The Girls You Loved Before,1066
Taylor Swift,All Too Well,0
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),637596
Taylor Swift,Anti-Hero,263764
Taylor Swift,Back To December,308314
Taylor Swift,Back To December (Taylor's Version),321600
Taylor Swift,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),92222
Taylor Swift,Bejeweled,234289
Taylor Swift,Blank Space,95503
Taylor Swift,Blank Space (Taylor's Version),10332
Taylor Swift,But Daddy I Love Him,3391
Taylor Swift,Call It What You Want,363712
Taylor Swift,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),801367
Taylor Swift,Clean (Taylor's Version),6919
Taylor Swift,Cornelia Street,75046
Taylor Swift,Cruel Summer,178426
Taylor Swift,Dancing With Our Hands Tied,0
Taylor Swift,Daylight,145984
Taylor Swift,Delicate,290964
Taylor Swift,Don’t Blame Me,293825
Taylor Swift,Dress,258368
Taylor Swift,Enchanted,352200
Taylor Swift,Enchanted (Taylor's Version),154624
Taylor Swift,False God,10007
Taylor Swift,Fearless (Taylor’s Version),241591
Taylor Swift,Getaway Car,233626
Taylor Swift,Gorgeous,221588
Taylor Swift,How Did It End?,229480
Taylor Swift,I Almost Do,110016
Taylor Swift,I Can Do It With a Broken Heart,70229
Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),4574
Taylor Swift,I Did Something Bad,196906
Taylor Swift,I Knew You Were Trouble (Taylor's Version),5108
Taylor Swift,I Think He Knows,812
Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),229477
Taylor Swift,Karma,233221
Taylor Swift,Labyrinth,789
Taylor Swift,Lavender Haze,96502
Taylor Swift,London Boy,101424
Taylor Swift,Look What You Made Me Do,332649
Taylor Swift,Love Story,145658
Taylor Swift,Love Story (Taylor’s Version),188546
Taylor Swift,Lover,232490
Taylor Swift,Maroon,417544
Taylor Swift,Mean (Taylor's Version),5938
Taylor Swift,Midnight Rain,295984
Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),58005
Taylor Swift,Out Of The Woods,482023
Taylor Swift,Out Of The Woods (Taylor's Version),79806
Taylor Swift,Paper Rings,222400
Taylor Swift,Question...?,831
Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),882
Taylor Swift,Shake It Off,219200
Taylor Swift,Snow On The Beach (feat. Lana Del Rey),90795
Taylor Swift,Snow On The Beach (feat. More Lana Del Rey),297974
Taylor Swift,So High School,924737
Taylor Swift,"So Long, London",337660
Taylor Swift,Speak Now (Taylor's Version),1578
Taylor Swift,Style,224064
Taylor Swift,Style (Taylor's Version),417
Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),171818
Taylor Swift,Sweet Nothing,26166
Taylor Swift,The Archer,23754
Taylor Swift,The Great War,3784
Taylor Swift,The Man,0
Taylor Swift,The Tortured Poets Department,20266
Taylor Swift,The Way I Loved You (Taylor’s Version),426730
Taylor Swift,Vigilante Shit,291797
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),12770
Taylor Swift,White Horse (Taylor’s Version),146703
Taylor Swift,Wildest Dreams,2837
Taylor Swift,Wildest Dreams (Taylor's Version),64576
Taylor Swift,"Would've, Could've, Should've",674474
Taylor Swift,You Belong With Me (Taylor’s Version),1904
Taylor Swift,You Need To Calm Down,241719
Taylor Swift,"You're On Your Own, Kid",626453
Taylor Swift,You’re Losing Me (From The Vault),367827
Taylor Swift,august,247855
Taylor Swift,betty,267029
Taylor Swift,cardigan,383756
Taylor Swift,cardigan - cabin in candlelight version,28653
Taylor Swift,champagne problems,347754
Taylor Swift,epiphany,18390
Taylor Swift,evermore (feat. Bon Iver),441
Taylor Swift,exile (feat. Bon Iver),490854
Taylor Swift,gold rush,1194
Taylor Swift,hoax,470923
Taylor Swift,illicit affairs,558741
Taylor Swift,invisible string,252880
Taylor Swift,ivy,3041
Taylor Swift,loml,277156
Taylor Swift,mad woman,116732
Taylor Swift,mirrorball,208973
Taylor Swift,my tears ricochet,197090
Taylor Swift,peace,119582
Taylor Swift,right where you left me - bonus track,2484
Taylor Swift,seven,208906
Taylor Swift,the lakes - bonus track,443339
Taylor Swift,the last great american dynasty,19597
Taylor Swift,this is me trying,440343
Taylor Swift,tolerate it,12794
Taylor Swift,willow,359584
Tego Calderón,Pa' Que Retozen,2438
Tejas,"Va Va Voom (From ""The Archies"")",1066
Tempest,Lemon Pepper Wet,1555
Tesher,Jalebi Baby,94017
Tessa Violet,Bad Ideas,1706
Tessa Violet,Crush,350783
Tessa Violet,Haze,1578
Tessa Violet,I Like (the idea of) You,1365
Tessa Violet,Wishful Drinking,1024
Tessa Violet,YES MOM,1578
Tevomxntana,Heaven Sent,2136
The 1975,About You,93203
The 1975,Looking For Somebody (To Love),766
The 1975,Robbers,1280
The All-American Rejects,Dirty Little Secret,1253
The Avalanches,Harmony,5944
The Avalanches,Subways,190906
The Beaches,Blame Brett,0
The Beatles,Eleanor Rigby,1950
The Belair Lip Bombs,Stay Or Go,1207
The Black Ghosts,Full Moon,743
The Black Keys,Lonely Boy,743
The Buttertones,Orpheus Under the Influence,95526
The Cardigans,Lovefool,193953
The Cardigans,My Favourite Game,0
The Cardigans,Step On Me,810
The Cranberries,Linger,905
The Daughters Of Eve,Hey Lover,91391
The Drums,Money,0
The Fratellis,She's Not Gone Yet but She's Leaving,5642
The Fratellis,Whistle For The Choir,174925
The Fray,How to Save a Life,227369
The Fray,Look After You,11354
The Fray,Over My Head (Cable Car),1021
The Garden,Egg,1346
The Goo Goo Dolls,Iris,998
The Growlers,Orgasm of Death,235692
The Japanese House,Saw You in a Dream,141586
The Japanese House,Touching Yourself,93181
The Kid LAROI,STAY (with Justin Bieber),6849
The Killers,Mr. Brightside,1416
The Killers,Somebody Told Me,1633
The Last Dinner Party,Nothing Matters,952
The Last Shadow Puppets,Calm Like You,148266
The Last Shadow Puppets,"Sweet Dreams, TN",5387
The Local Train,Choo Lo,2205
The Macarons Project,Fly Me to the Moon,155805
The Maine,Black Butterflies and Déjà Vu,882
The Marías,...baby one more time,125333
The Marías,Cariño,4435
The Marías,No One Noticed,8428
The Marías,Only in My Dreams,170893
The Neighbourhood,Daddy Issues,158987
The Neighbourhood,Daddy Issues (Remix) feat. Syd,1625
The Neighbourhood,Pretty Boy,3620
The Neighbourhood,Reflections,9566
The Neighbourhood,Sadderdaze,4853
The Neighbourhood,Softcore,8974
The Neighbourhood,Stargazing,3200
The Neighbourhood,Sweater Weather,97764
The Neighbourhood,You Get Me So High,153000
The Paper Kites,Bloom (Online Bonus Track),895
The Pretty Reckless,Just Tonight,853
The Rare Occasions,Notion,114590
The Rose,Back To Me,114773
The Rose,She's In The Rain,52821
The Rose,sorry,41791
The Smiths,Back to the Old House - 2011 Remaster,3297
The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,5851
The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",68182
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,244586
The Smiths,This Charming Man - 2011 Remaster,162920
The Smiths,This Night Has Opened My Eyes - 2011 Remaster,998
The Strokes,12:51,153133
The Strokes,80's Comedown Machine,298613
The Strokes,"Alone, Together",93042
The Strokes,Ask Me Anything,189973
The Strokes,At The Door,1857
The Strokes,Automatic Stop,207133
The Strokes,Bad Decisions,293360
The Strokes,Barely Legal,64362
The Strokes,Between Love & Hate,196573
The Strokes,Brooklyn Bridge To Chorus,235946
The Strokes,"Call It Fate, Call It Karma",204773
The Strokes,Chances,147934
The Strokes,Drag Queen,108612
The Strokes,Electricityscape,3866
The Strokes,Evening Sun,0
The Strokes,Fear of Sleep,163904
The Strokes,Hard To Explain,224426
The Strokes,Heart In a Cage,179244
The Strokes,I Can't Win,162040
The Strokes,"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",194651
The Strokes,Is This It,151333
The Strokes,Ize of the World,309909
The Strokes,Juicebox,194573
The Strokes,Killing Lies,12138
The Strokes,Last Nite,44512
The Strokes,Life Is Simple in the Moonlight,3691
The Strokes,Machu Picchu,209626
The Strokes,Meet Me in the Bathroom,176160
The Strokes,New York City Cops,105301
The Strokes,Not The Same Anymore,1642
The Strokes,Oblivius,443640
The Strokes,Ode To The Mets,336387
The Strokes,On the Other Side,198378
The Strokes,One Way Trigger,242293
The Strokes,Partners In Crime,6826
The Strokes,Razorblade,248019
The Strokes,Red Light,14210
The Strokes,Reptilia,230945
The Strokes,Selfless,222093
The Strokes,Soma,153933
The Strokes,Someday,183573
The Strokes,Take It Or Leave It,196133
The Strokes,Taken for a Fool,203240
The Strokes,Tap Out,152213
The Strokes,The Adults Are Talking,260899
The Strokes,The End Has No End,0
The Strokes,The Modern Age,208306
The Strokes,The Way It Is,7874
The Strokes,Threat of Joy,264724
The Strokes,Trying Your Luck,202960
The Strokes,Under Control,187306
The Strokes,Under Cover of Darkness,353895
The Strokes,Vision of Division,231619
The Strokes,Welcome To Japan,230826
The Strokes,What Ever Happened?,169506
The Strokes,Why Are Sundays So Depressing,275666
The Strokes,You Only Live Once,189226
The Tokens,The Lion Sleeps Tonight (Wimoweh),703
The Vines,Funny Thing,1068
The Voidz,Did My Best,195669
The Voidz,Leave It In My Dreams,191750
The Voidz,Pink Ocean,326706
The Walters,I Love You So,160239
The Walters,Sweet Marie,10634
The Weeknd,Blinding Lights,1741
The Weeknd,Call Out My Name,276108
The Weeknd,Can't Feel My Face,2662
The Weeknd,Die For You,260253
The Weeknd,Die For You (with Ariana Grande) - Remix,2229
The Weeknd,I Was Never There,26401
The Weeknd,Is There Someone Else?,1706
The Weeknd,Often,975
The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",244684
The Weeknd,One Of The Girls - Sped Up,84636
The Weeknd,Popular (with Playboi Carti & Madonna),99497
The Weeknd,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),340885
The Weeknd,Reminder,88938
The Weeknd,Save Your Tears,2089
The Weeknd,Starboy,269695
The Weeknd,Stargirl Interlude,111626
The Weeknd,The Hills,746
The White Stripes,Fell In Love With a Girl,1486
Thirty Seconds To Mars,The Kill,789
Thundercat,Funny Thing,130241
Thundercat,Them Changes,27008
Thundercat,Them Changes - Sped Up,896
Tiago PZK,Salimo de Noche,417
Tinashe,Nasty,176027
Tokio Hotel,Automatic,0
Tom Cardy,Red Flags (feat. Montaigne),938
Tom Odell,Black Friday,1130
Tommy Richman,MILLION DOLLAR BABY,85495
Tony Kakkar,"Coca Cola (From ""Luka Chuppi"")",882
Tony Paul,Move Like Jagger,4852
Tory Lanez,Hurts Me,812
Tory Lanez,The Color Violet,998
Tove Lo,Habits (Stay High),1369
Toy-Box,Superstar,1695
Travis Scott,5% TINT,464
Travis Scott,BUTTERFLY EFFECT,743
Travis Scott,FE!N (feat. Playboi Carti),124040
Travis Scott,goosebumps,928
Travis Scott,sdp interlude,5967
Troye Sivan,Got Me Started,1044
Troye Sivan,One Of Your Girls,33834
Troye Sivan,One Of Your Girls - Sped Up,4411
Troye Sivan,Rush,1277
Troye Sivan,Strawberries & Cigarettes,5529
Turnover,I Would Hate You If I Could,0
Turnover,Take My Head,882
Twenty One Pilots,Heathens,2623
Twenty One Pilots,Heavydirtysoul,859
Twenty One Pilots,Ride,208618
Twenty One Pilots,Smithereens,1277
Twenty One Pilots,Stressed Out,179884
Twenty One Pilots,Tear in My Heart,188493
Twista,Slow Jamz,185908
Two Door Cinema Club,Undercover Martyn,576
Two Door Cinema Club,What You Know,145343
Tyla,Jump,0
Tyla,Water,2995
"Tyler, The Creator",ARE WE STILL FRIENDS?,682
"Tyler, The Creator",BEST INTEREST,15766
"Tyler, The Creator",EARFQUAKE,160426
"Tyler, The Creator",NEW MAGIC WAND,626
"Tyler, The Creator",See You Again (feat. Kali Uchis),248106
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),928
USHER,Hey Daddy (Daddy's Home),3227
USHER,Yeah! (feat. Lil Jon & Ludacris),673
Udit Narayan,"Dholida (From ""Loveyatri - A Journey Of Love"")",11609
Underground,Fantasize,281343
Unknown Mortal Orchestra,Like Acid Rain,1741
V,FRI(END)S,2113
V,For Us,4096
V,Love Me Again,1509
VK Blanka,Black Catcher,231154
VK Blanka,Black Rover,896
Vacations,Away,88213
Vacations,Home,145666
Vacations,Telephones,533
Vacations,Young,36416
Vampire Weekend,A-Punk,1301
Vansire,Eleven Weeks,50201
Vansire,From the Subway Train,50453
Vansire,Night Vision,114613
Vansire,That I Miss You,140116
Vibha Saraf,Dilbaro,766
Victoria Monét,We Might Even Be Falling In Love (Interlude),348
Village People,YMCA,77787
Vinod Rathod,"Chhupana Bhi Nahin Aata - From ""Baazigar- Hindi""",1695
Vishal Bhardwaj,Chappa Chappa,789
Vishal Bhardwaj,Darling,154763
Vishal Dadlani,Ik Junoon (Paint It Red),4586
Vishal Dadlani,Jee Le Zaraa,337357
Vishal Dadlani,"Kudi Nu Nachne De (From ""Angrezi Medium"")",1253
Vishal Dadlani,One Two Three Four (Get On The Dance Floor),210721
Vishal Dadlani,Tu Meri,122345
Vishal Mishra,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",1322
Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")",529621
Vishal Mishra,Manjha,1369
Vishal Mishra,Pehla Pyaar,2303
Vishal Mishra,Pehle Bhi Main,7523
Vishal-Shekhar,Bahara,320
Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",74025
Vishal-Shekhar,Bin Tere,21153
Vishal-Shekhar,Chhaliya,181533
Vishal-Shekhar,Desi Girl,170132
Vishal-Shekhar,Drama Queen,54520
Vishal-Shekhar,Falak Tak,38103
Vishal-Shekhar,Hey Shona,1230
Vishal-Shekhar,I Hate Luv Storys,82407
Vishal-Shekhar,Ishq Bulaava,4481
Vishal-Shekhar,Ishq Wala Love,20526
Vishal-Shekhar,Jaane Kyun,140457
Vishal-Shekhar,"Jaane Kyun (From ""Dostana"")",218624
Vishal-Shekhar,Khuda Jaane,599539
Vishal-Shekhar,Kukkad,3459
Vishal-Shekhar,Lucky Boy,24961
Vishal-Shekhar,My Dil Goes Mmmm,68336
Vishal-Shekhar,Nashe Si Chadh Gayi,161076
Vishal-Shekhar,Shut Up & Bounce,99033
Vishal-Shekhar,The Disco Song,14791
Vishal-Shekhar,Ude Dil Befikre,2739
Vishal-Shekhar,Vele,1160
Vishal-Shekhar,Zehnaseeb,8219
Vundabar,Alien Blues,155933
WALK THE MOON,Shut Up and Dance,191378
WILLOW,<maybe> it's my fault,1230
WILLOW,Marceline,3065
WILLOW,Time Machine,4156
WILLOW,Wait a Minute!,175798
WILLOW,curious/furious,1068
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,2229
WIMY,pages,3065
Wabie,Hey Lover!,162560
Wajid,Humka Peeni Hai,56495
Wajid,Love Me Love Me,23870
Wajid,Right Now Now,325
Wajid,Soni De Nakhre,158243
Wallows,Are You Bored Yet? (feat. Clairo),178000
Wallows,Calling After Me,80938
Wallows,Quarterback,789
Wallows,Remember When,277
Wallows,Scrawny,603
Wallows,These Days,905
Wallows,WISH ME LUCK,835
Wasia Project,ur so pretty,16016
We The Kings,"Check Yes, Juliet",1300
Weezer,Island In The Sun,133888
"Whatever, Dad",Death of the Phone Call,95000
Will Joseph Cook,Be Around Me (feat. chloe moriondo),0
Wonder Girls,Tell Me,441
XXXTENTACION,Revenge,0
Xanemusic,Melting (sped up) - Remix,26048
Xenoner,Dark Red,1114
Xian Paul,All You Want,812
YOASOBI,夜に駆ける,4922
YUI,again,245226
Yaelokre,Harpy Hare,46
Yarden,Wetin,18877
Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")",1114
Yashita Sharma,Gallan Goodiyaan,220311
Yasser Desai,"Makhna - From ""Drive""",1346
Yehezkel Raz,Ballerina,71581
Yellowcard,Ocean Avenue,179049
Yenne Lee,Autumn Leaves,353941
Yo Yo Honey Singh,Angreji Beat,1346
Yo Yo Honey Singh,Blue Eyes,145798
Yo Yo Honey Singh,Brown Rang,7198
Yo Yo Honey Singh,"Chaar Botal Vodka (From ""Ragini Mms 2"")",71447
Yo Yo Honey Singh,Desi Kalakaar,51478
Yo Yo Honey Singh,Dheere Dheere,1160
Yo Yo Honey Singh,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",1114
Yo Yo Honey Singh,Dope Shope,859
Yo Yo Honey Singh,"Kalaastar (From ""Honey 3.0"")",1578
Yo Yo Honey Singh,Love Dose,238283
Yo Yo Honey Singh,Lungi Dance,167183
Yo Yo Honey Singh,"Party All Night (From ""Boss"")",2670
Yo Yo Honey Singh,"Sunny Sunny (From ""Yaariyan"")",132214
Yo Yo Honey Singh,Yaar Naa Miley,42028
Yo Yo Honey Singh,"Yaar Naa Miley (From ""Kick"")",1718
Yohani,"Manike (From ""Thank God"")",4182
Yot Club,YKWIM?,63
Young Stunners,Gumaan,7267
Young Stunners,Two Tone,222040
Young the Giant,Cough Syrup,131285
Young the Giant,Mind Over Matter (Reprise),1791
YoungBoy Never Broke Again,Right Foot Creep,10843
Yugo Kanno,il vento d'oro,248499
ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),218964
ZAYN,PILLOWTALK,1216
Zach Bryan,I Remember Everything (feat. Kacey Musgraves),348
Zack Knight,Bom Diggy Diggy,3529
Zaeden,KTMBK,1300
Zara Larsson,Lush Life,10286
Zeauxi,Spanish in Chinese,72842
Zedd,Good Thing (with Kehlani),177536
Zeph,could you love me while i hate myself,18185
Zeph,miss me,952
Zeph,my fault,1857
Zeph,walls,3744
Zeph,what does he have that i don't?,91206
Zeph,world,952
Zion & Lennox,Brisa,534
