artistName,trackName,msPlayed
Echosmith,Cool Kids,0
Ed Sheeran,Bloodstream,267648
Ed Sheeran,Galway Girl,1741
Ed Sheeran,Happier,0
Ed Sheeran,Perfect,258113
Ed Sheeran,Photograph,2252
Ed Sheeran,Thinking out Loud,9496
Edison Lighthouse,Love Grows (Where My Rosemary Goes),8219
Eli Wilson,I Always Fall,17252
Elijah Fox,We Spent the Night on a Star,3297
Ellie Goulding,Burn,1258
Ellie Goulding,Love Me Like You Do,1365
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",145264
Ellie Goulding,On My Mind,0
Elona,Cumova,0
Elona,Feels,0
Elona,Want You,1625
Elton John,I'm Still Standing,1429
Emei,Better People To Leave On Read,2205
Emily King,Being Human - Single Version,3157
Emily Osment,Let's Be Friends,928
Eminem,Houdini,952
Eminem,Lose Yourself,466539
Eminem,Love The Way You Lie,1044
Eminem,Mockingbird,1787
Eminem,Stan,766
Eminem,The Real Slim Shady,1393
Eminem,Without Me,1514
Enrique Iglesias,Bailando - Spanish Version,62531
Enrique Iglesias,SUBEME LA RADIO,835
Eric Nam,Don't Leave Yet,2816
Eric Nam,I Don't Know You Anymore,62890
Eslabon Armado,Ella Baila Sola,1021
Ethan French,everything changes - sketch,67079
Ethel Cain,American Teenager,882
Evanescence,Bring Me To Life,218105
Evanescence,Call Me When You're Sober,1787
Evanescence,Going Under,1532
Evanescence,My Immortal,218128
Evans Blue,Say It,0
Eve,Kaikai Kitan,13862
Eyedress,Jealous,50368
Eyedress,Romantic Lover,86739
Eyedress,Something About You,5610
Ezra Carreon,i fall. - demo,5466
F4ST,Scooby Doo Pa Pa,3041
FIFTY FIFTY,Cupid,10325
FIFTY FIFTY,Cupid - Twin Ver.,174253
FIFTY FIFTY,Cupid – Twin Ver. (feat. Sabrina Carpenter),72771
FINNEAS,Around My Neck,743
FINNEAS,Break My Heart Again,303600
FINNEAS,Claudia,182703
FINNEAS,Flume - Spotify Singles,812
FINNEAS,Happy Now?,116
FINNEAS,I Don't Miss You at All,0
FINNEAS,I'm in Love Without You,1813
FINNEAS,Let's Fall in Love for the Night,151185
FINNEAS,"Mona Lisa, Mona Lisa",1045
FINNEAS,Partners in Crime,859
FINNEAS,The Kids Are All Dying,975
FLOW,COLORS,140573
Faith Vern & The Idle Hands,Fight Tonight,0
Fall Out Boy,"Dance, Dance",111246
Fall Out Boy,"Sugar, We're Goin Down",1962
Farhan Akhtar,Senorita,137485
Farhan Akhtar,Toh Zinda Ho Tum,1088
Father John Misty,Real Love Baby,746
Faydee,Maria,162
Faye Webster,I Know You,97450
Faye Webster,In A Good Way,12388
Faye Webster,Kingston,276970
Faye Webster,Right Side of My Neck,153320
FelixThe1st,Own Brand Freestyle,101099
Fergie,Glamorous,16579
Finger Eleven,Living In A Dream,1407
Finger Eleven,Paralyzer,329143
Fitz and The Tantrums,Out of My League,115124
Flo Milli,Never Lose Me,54125
Flo Rida,Right Round,90999
FloyyMenor,Gata Only,928
Flyana Boss,You Wish,789
Flyleaf,All Around Me,1044
Flyleaf,I'm So Sick,1578
Foo Fighters,Everlong,27514
Foster The People,Don't Stop (Color on the Walls),1109
Foster The People,Houdini,202466
Foster The People,Imagination,245162
Foster The People,Lotus Eater,182653
Foster The People,Pick U Up,182440
Foster The People,Pumped Up Kicks,172928
Foster The People,Sit Next to Me,3626
Frances Forever,space girl,696
Frank Ocean,Chanel,0
Frank Ocean,Godspeed,40960
Frank Ocean,Ivy,1109
Frank Ocean,Lost,490
Frank Ocean,Novacane,0
Frank Ocean,Pink + White,116471
Frank Ocean,Thinkin Bout You,4620
Frank Sinatra,Somethin' Stupid,21412
Frank Sinatra,The World We Knew (Over And Over),4416
Frankie Cosmos,Abigail,42422
Franz Ferdinand,Take Me Out,193877
Freddie Dredd,GTG,1114
French Montana,Unforgettable,2391
Fujii Kaze,Shinunoga E-Wa,1137
Future,Tic Tac,673
G-Eazy,Him & I (with Halsey),85210
G.R.L.,Ugly Heart,394
GAYLE,abcdefu,1322
GIMS,SEYA,580
GROUPLOVE,Tongue Tied,1642
Gael Garcia Bernal,Remember Me (Lullaby),0
Gajendra Verma,Mann Mera,150751
Gajendra Verma,Tera Ghata,1749
Garden City Movement,Summer Night (with Lola Marsh),11200
Genevieve Stokes,Habits,1002
George Michael,Careless Whisper,696
Gerard Way,Baby You're a Haunted House,0
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2716
Ghost,Mary On A Cross,7082
Ginger Root,Loretta,11186
Giveon,Heartbreak Anniversary,1044
Giveon,Like I Want You,0
Glass Animals,Heat Waves,231433
GloRilla,Wanna Be (with Megan Thee Stallion),650
Good Charlotte,The Anthem,441
Gorillaz,5/4,36376
Gorillaz,Clint Eastwood,118352
Gorillaz,Feel Good Inc.,222640
Gorillaz,On Melancholy Hill,233866
Gorillaz,Punk,6083
Gorillaz,Rhinestone Eyes,182578
Gorillaz,She's My Collar (feat. Kali Uchis),2136
Gorillaz,Sleeping Powder,13951
Gorillaz,Souk Eye,218755
Gotye,Somebody That I Used To Know,211861
Gracie Abrams,21,952
Gracie Abrams,Close To You,342053
Gracie Abrams,Feels Like,152317
Gracie Abrams,I know it won't work,1685
Gracie Abrams,"I miss you, I’m sorry",351851
Gracie Abrams,Mess It Up,1230
Grady,CAN YOU HEAR THE MOON,8080
Green Day,American Idiot,176346
Green Day,Basket Case,91811
Green Day,Boulevard of Broken Dreams,1002
Green Day,Give Me Novacaine / She's a Rebel,283329
Green Day,Holiday / Boulevard of Broken Dreams,119698
Green Day,Last Night on Earth,1258
Green Day,Wake Me up When September Ends,160264
Gregory Alan Isakov,Amsterdam,4667
Gregory Alan Isakov,Big Black Car,812
Grey Oakes,Maybe UR Right,19690
Grey Oakes,SYWA,0
Grizzly Bear,Two Weeks,9500
Gucci Mane,Wake Up in the Sky,1555
Gunna,fukumean,835
GurtyBeats,I Just Want to Rewind,2368
Guru Randhawa,"High Rated Gabru (From ""High Rated Gabru"")",905
Guru Randhawa,"Kaun Nachdi (From ""Sonu Ke Titu Ki Sweety"")",835
Guru Randhawa,Suit Suit,580
Gwen Stefani,The Sweet Escape,487
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),126933
H.E.R.,Could've Been (feat. Bryson Tiller),1021
HYBS,Tip Toe,21644
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",174800
Hailey Kilgore,Drama Queen,1695
Hailey Kilgore,Ghost,0
HalcyonMusic,"this game (from ""No Game No Life"") - Piano Arrangement",274436
Halsey,Bad At Love,137877
Halsey,Colors,218090
Halsey,Gasoline,14463
Halsey,Graveyard,1514
Halsey,I HATE EVERYBODY,1408
Halsey,I'm Not Mad,171626
Halsey,Sorry,11008
Halsey,Walls Could Talk,1160
Halsey,Without Me,525049
Halsey,You should be sad,55402
Harmless,Swing Lynn,3204
Harry Styles,Adore You,1301
Harry Styles,As It Was,167303
Harry Styles,Daylight,859
Harry Styles,Fine Line,533
Harry Styles,Golden,952
Harry Styles,Keep Driving,89473
Harry Styles,Kiwi,35773
Harry Styles,Late Night Talking,9365
Harry Styles,Little Freak,1207
Harry Styles,Love Of My Life,15823
Harry Styles,Matilda,7237
Harry Styles,Music For a Sushi Restaurant,1834
Harry Styles,Satellite,2316
Harry Styles,Sign of the Times,1621
Harry Styles,"Sunflower, Vol. 6",1258
Harry Styles,Sweet Creature,1230
Harshavardhan Rameshwar,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",118700
Hayley Kiyoko,Girls Like Girls,0
Hayley Williams,Asystole,167491
Hayley Williams,Cinnamon,108715
Hayley Williams,Creepin',69822
Hayley Williams,Crystal Clear,6373
Hayley Williams,Dead Horse,258530
Hayley Williams,Find Me Here,105130
Hayley Williams,First Thing To Go,93831
Hayley Williams,Leave It Alone,88584
Hayley Williams,My Friend,9683
Hayley Williams,Over Those Hills,1346
Hayley Williams,Pure Love,256939
Hayley Williams,Roses/Lotus/Violet/Iris,284134
Hayley Williams,Simmer - Acoustic,254281
Hayley Williams,Sudden Desire,1927
Hayley Williams,Taken,161030
Hayley Williams,Trigger,25699
Hayley Williams,Wait On,190085
Hayley Williams,Why We Ever,249855
Hemant Kumar,Jane Woh Kaise Log The,259120
Hentaidesu,I'm Fine,3080
Hiko,I Wanna Ride I Wanna Ride (Sped Up): Vegas,812
Hiko,Lost in the Fire (Sped Up): You Said You Might Be into Girls,882
Hiko,Melting (Sped Up) - You Got Some Soft Lips and Some Pearly Whites,5503
Hiko,Under the Influence (Sped Up) - Your Body Language Speaks to Me,2739
Hiko,Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends,12608
Himesh Reshammiya,Hookah Bar,68847
Hoku,Perfect Day,1300
Hoobastank,The Reason,221611
Hotel Ugly,Shut up My Moms Calling,76314
Hotel Ugly,Shut up My Moms Calling (Sped up),9045
Hozier,De Selby (Part 2),928
Hozier,Eat Your Young,896
Hozier,Francesca,2530
Hozier,Like Real People Do,1160
Hozier,Take Me To Church,2484
Hozier,Too Sweet,10843
Hozier,Work Song,4113
Hozier,Would That I,11818
IKAN HYU,boomerTroll,19262
ILLIT,Magnetic,73560
ISTERIF,Honey See You,1021
ITZY,LOCO,1346
Ice Spice,In Ha Mood,69
Ice Spice,Munch (Feelin’ U),0
Ichiko Aoba,卯月の朧唄,789
Icona Pop,All Night,998
Icona Pop,Emergency,719
Icona Pop,I Love It (feat. Charli XCX),156107
Ilene Woods,"So This Is Love - From ""Cinderella""",3691
Imagine Dragons,Demons,15046
Inner Wave,2031,126122
Instupendo,Comfort Chain,1109
Interpol,Rest My Chemistry,13052
Irene Kral,Lazy Afternoon,10304
Iron & Wine,"Flightless Bird, American Mouth",1365
Isabel LaRosa,HEARTBEAT,1856
Isabel LaRosa,eyes don't lie,1130
Isabel LaRosa,eyes don't lie sped up,192
Isabel LaRosa,favorite,859
Isabel LaRosa,i'm yours,53798
Isabel LaRosa,i'm yours sped up,127780
Izzamuzzic,Shootout (Sped Up),81803
J Balvin,Mi Gente,106486
J. Cole,No Role Modelz,348
J. Cole,She Knows (feat. Amber Coffman & Cults),812
JACKBOYS,OUT WEST (feat. Young Thug),2438
JAWNY,Honeypie,1088
JAY-Z,Ni**as In Paris,96525
JENNIE,SOLO,228786
JHIN,Blue Butterflies,119942
JISOO,FLOWER,31300
JPEGMAFIA,HAZARD DUTY PAY!,4885
JPEGMAFIA,Lean Beef Patty,10325
JVKE,golden hour,17136
JVKE,this is what autumn feels like,766
JVKE,this is what falling in love feels like,31231
JVKE,this is what slow dancing feels like,1160
Jack Harlow,First Class,1091
Jack Harlow,Lovin On Me,90023
Jack Kwon,Silly Love Songs,3482
Jack White,Lazaretto,1749
Jack's Mannequin,Dark Blue - 2015 Remastered,1471
Jaden,BYE,1369
Jaden,Still In Love,766
Jaden,Summer,1764
Jaden,Summertime In Paris,270960
Jagjit Singh,Hoshwalon Ko Khabar Kya,2809
Jake Webber,Animal,12747
Jakob,All Your Love,23
Jakob,Sunshine Girl - Pt. 2,2856
Jakob,You Might Be Sleeping,102121
James Arthur,Car's Outside,1602
James Arthur,Say You Won't Let Go,245830
Jamiroquai,Virtual Insanity,119327
Jann,Gladiator,0
Jasleen Royal,Heeriye (feat. Arijit Singh),3227
Jasleen Royal,Kho Gaye Hum Kahan,2410
Jasleen Royal,Nachde Ne Saare,116773
Jasleen Royal,"Ranjha (From ""Shershaah"")",998
Jasleen Royal,Ranjha - Sid X Kiara Version,1346
Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",1578
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),230526
Jatin-Lalit,Ae Kash Ke Hum,2066
Jatin-Lalit,Chalte Chalte (Part-2),534
Jatin-Lalit,Chand Sifarish,275931
Jatin-Lalit,Hum Tum,1002
Jatin-Lalit,Mere Haath Mein,1230
Jatin-Lalit,Yeh Ladka Hai Allah,6640
Javed Ali,Deewana Kar Raha Hai,32610
Javed Ali,"Deewana Kar Raha Hai (From ""Raaz 3"")",2577
Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")",1764
Jay Wheeler,La Curiosidad,1184
Jayla Darden,Between Us,0
Jayla Darden,Idea 686,696
Jenevieve,Medallion,1068
Jenna Raine,It Is What It Is,1578
Jennifer Lopez,On The Floor,230042
Jessie J,Bang Bang,1718
Jessie J,Price Tag,325
Jhung,ALWAYS THE END,50573
Jimmy Eat World,The Middle,1695
Jinsang,Reminisce.,18048
Joe Hisaishi,Merry-Go-Round of Life - from 'Howl's Moving Castle',118282
John Debney,A New Mia - Score,2303
John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,0
John Mayer,I Don't Trust Myself (With Loving You),8359
John Mayer,New Light,16789
John Powell,With Love Comes Loss (Arr. for Piano Solo),4790
Johnny Stimson,Flower,2205
Joi Barua,Dil Dhadakne Do,13885
Joji,Gimme Love,998
Joji,Glimpse of Us,269467
Joji,Run,1068
Joji,SLOW DANCING IN THE DARK,2693
Joji,worldstar money (interlude),16232
Jonas Blue,Perfect Strangers,10410
Jonas Brothers,Sucker,4481
Jonas Brothers,Waffle House,7978
Jordana,Better in the Dark,1230
Jordana,Summer's Over,210
Jubin Nautiyal,Mere Ghar Ram Aaye Hain,1416
Jude York,Mr Porcelain,2973
Julia Michaels,Issues,9125
Julian Casablancas,11th Dimension,279954
Julian Casablancas,"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",239500
Juliana Chahayed,A Dream Is A Wish Your Heart Makes,95766
June Marieezy,Fly - FKJ Remix,0
Jung Kook,Seven (feat. Latto),5387
Jung Kook,Seven (feat. Latto) (Explicit Ver.),4272
Jung Kook,Standing Next to You,975
Jung Kook,Still With You,766
Jungle,Back On 74,67349
Jungle,Busy Earnin',181772
Jungle,Candle Flame,12330
Jungle,Casio,8682
Jungle,I've Been In Love,105280
Junior Senior,Move Your Feet,137392
Justin Bieber,All That Matters,812
Justin Bieber,Baby,202245
Justin Bieber,Beauty And A Beat,2484
Justin Bieber,Boyfriend,55573
Justin Bieber,Company,199250
Justin Bieber,Confident,63553
Justin Bieber,Die In Your Arms,275221
Justin Bieber,Ghost,0
Justin Bieber,Heartbreaker,1024
Justin Bieber,Love Me,67584
Justin Bieber,Love Yourself,163538
Justin Bieber,Mistletoe,156154
Justin Bieber,One Less Lonely Girl,1194
Justin Bieber,Somebody To Love,90441
Justin Bieber,Sorry,7105
Justin Bieber,That Should Be Me,155688
Justin Bieber,What Do You Mean?,182276
Justin Hurwitz,Armstrong Cabin,5653
Justin Hurwitz,Mia & Sebastian’s Theme,320533
Justin Timberlake,Mirrors,484146
Justin Timberlake,SexyBack (feat. Timbaland),189637
Justine Skye,Collide (Solo Version),1346
Justine Skye,Collide (Sped Up Remix),268678
Justine Skye,Collide (feat. Tyga),60255
K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix,20620
KAI$eR,Luxury - Slowed Version,2716
KANA-BOON,シルエット,5674
KANKAN,Goin' To Hell,835
KK,"Ajab Si (From ""Om Shanti Om"")",148778
KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",92879
KK,Such Keh Raha Hai,231746
KK,Tu Hi Meri Shab Hai,132841
KXLLSWXTCH,WASTE - Sped Up Version,100500
Kaash Paige,Love Songs - Bonus,719
Kailash Kher,Allah Ke Bande,998
Kailash Kher,Bam Lahiri,1811
Kailash Kher,Saiyyan,220682
Kailash Kher,Teri Deewani,5200
Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",321813
Kali Uchis,Dead To Me,2786
Kali Uchis,I Wish you Roses,2043
Kali Uchis,Lottery,1323
Kali Uchis,Melting,208853
Kali Uchis,Moonlight,250798
Kali Uchis,telepatía,160191
Kaliii,Area Codes,938
Kalyanji-Anandji,Neele Neele Ambar Par - Male Version,1462
Kamaal Khan,O O Jaane Jaana,6873
Kamal Khan,Ishq Sufiyana (Male),3041
Kanii,Go (Xtayalive 2),766
Kanii,Heart Racing,853
Kanii,sins (let me in),812
Kanika Kapoor,Lovely,57097
Kanye West,Bound 2,205032
Kanye West,Dark Fantasy,238160
Kanye West,Devil In A New Dress,26650
Kanye West,Don't Like.1,220566
Kanye West,Everything I Am,227893
Kanye West,Famous,203986
Kanye West,Father Stretch My Hands Pt. 1,135920
Kanye West,Flashing Lights,237506
Kanye West,Gold Digger,195372
Kanye West,Good Morning,195093
Kanye West,Good Night,151228
Kanye West,Heard 'Em Say,76788
Kanye West,Heartless,211000
Kanye West,Homecoming,198135
Kanye West,I Love Kanye,38580
Kanye West,I Wonder,123958
Kanye West,Jail pt 2,1369
Kanye West,Jesus Walks,87270
Kanye West,Roses,152183
Kanye West,Runaway,112500
Kanye West,Saint Pablo,247896
Kanye West,Spaceship,18490
Kanye West,Street Lights,40890
Kanye West,Stronger,117920
Kanye West,Touch The Sky,61450
Kanye West,Violent Crimes,7000
Kanye West,We Major,84640
Karun,Maharani,191216
Katy Perry,California Gurls,580
Katy Perry,Dark Horse,1509
Katy Perry,Firework,350876
Katy Perry,Harleys In Hawaii,111253
Katy Perry,Hot N Cold,278
Katy Perry,I Kissed A Girl,1301
Katy Perry,Last Friday Night (T.G.I.F.),8335
Katy Perry,Teenage Dream,2354
Katy Perry,The One That Got Away,35247
Katy Perry,Wide Awake,1439
Kavita Seth,Rangi Saari,4551
Kaysha,Something Going On - Kompa Gouyad Extended Mix,103232
Kaysha,Something Going On - Kompa Gouyad Solo Slowed Down Edit,1044
Keane,Everybody's Changing,15231
Keane,Nothing In My Way,161494
Keane,Somewhere Only We Know,309220
Keane,Sovereign Light Café,44906
Keane,This Is The Last Time,146602
Kelly Clarkson,Since U Been Gone,1810
Kendrick Lamar,All The Stars (with SZA),1230
Kendrick Lamar,Alright,35108
Kendrick Lamar,HUMBLE.,510
Kendrick Lamar,Money Trees,317207
Kendrick Lamar,Not Like Us,197579
Kendrick Lamar,euphoria,112896
Kenny Beats,Last Words,20074
Kenya Grace,Strangers,240396
Kenzoo,New Revolution,1369
Kero Kero Bonito,Cinema,126306
Kero Kero Bonito,Flamingo,197528
Kero Kero Bonito,You Know How It Is,1066
Kesha,TiK ToK,96734
Keyshia Cole,Love,1044
Khalid,Talk (feat. Disclosure),998
Khalid,Young Dumb & Broke,1180
Khlaws,Under The Influence - Speed,6292
Kid Bloom,Hazy Miss Daisy,510
Kid Cansado,to the moon,882
Kidsnot$aints.,Katrina,5317
Kidsnot$aints.,"Love, Always",84729
King,Maan Meri Jaan,7058
King,Tu Aake Dekhle,64407
King,Tu Jaana Na Piya,1416
King Gnu,一途,342563
Kishore Kumar,Intaha Ho Gai Intezar Ki,214460
Kishore Kumar,Kuchh To Log Kahenge,2111
Kishore Kumar,"Pal Pal Dil Ke Paas - From ""Blackmail""",0
Kishore Kumar,"Saagar Jaisi Aankhonwali - From ""Saagar""",72539
Kishore Kumar,"Yeh Vaada Raha - From ""Yeh Vaada Raha""",975
LE SSERAFIM,ANTIFRAGILE,75697
LE SSERAFIM,EASY,673
LE SSERAFIM,Perfect Night,9427
LE SSERAFIM,Smart,139
LE SSERAFIM,UNFORGIVEN (feat. Nile Rodgers),1044
LISA,LALISA,126246
LISA,MONEY,182400
LISA,Rockstar,95573
La La Land Cast,Another Day Of Sun,0
Labh Janjua,"London Thumakda (From ""Queen"")",1253
Labrinth,All For Us,882
Labrinth,Formula,33233
Labrinth,Mount Everest,2113
Labrinth,Never Felt So Alone,10687
Labrinth,Still Don't Know My Name,92
Lady Gaga,Bloody Mary,1253
Lady Gaga,Judas,1114
Lady Gaga,Paparazzi,998
Lady Gaga,Poker Face,3065
Lady Gaga,Telephone,19620
Laila!,Not My Problem,719
Lambo4oe,Self Esteem - Super Speed,5015
Lamp,二十歳の恋,193466
Lana Del Rey,Black Beauty,249706
Lana Del Rey,Blue Jeans,209440
Lana Del Rey,Born To Die,952
Lana Del Rey,Brooklyn Baby,101738
Lana Del Rey,Carmen,92694
Lana Del Rey,Chemtrails Over The Country Club,298021
Lana Del Rey,Cherry,85470
Lana Del Rey,Cinnamon Girl,300683
Lana Del Rey,Dark Paradise,90975
Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,153720
Lana Del Rey,Diet Mountain Dew,222920
Lana Del Rey,Doin' Time,198097
Lana Del Rey,Fuck it I love you,212138
Lana Del Rey,Fucked My Way Up To The Top,212226
Lana Del Rey,Happiness is a butterfly,272485
Lana Del Rey,How to disappear,228071
Lana Del Rey,Let The Light In (feat. Father John Misty),278126
Lana Del Rey,Lucky Ones,170
Lana Del Rey,Margaret (feat. Bleachers),10053
Lana Del Rey,Mariners Apartment Complex,1462
Lana Del Rey,Million Dollar Man,275922
Lana Del Rey,Money Power Glory,270680
Lana Del Rey,National Anthem,230520
Lana Del Rey,Norman fucking Rockwell,4109
Lana Del Rey,Off To The Races,259831
Lana Del Rey,Old Money,271480
Lana Del Rey,Pretty When You Cry,420768
Lana Del Rey,Radio,168362
Lana Del Rey,Ride,48298
Lana Del Rey,Sad Girl,224908
Lana Del Rey,Say Yes To Heaven,209156
Lana Del Rey,Say Yes To Heaven - Anyma Remix,1109
Lana Del Rey,Say Yes To Heaven - Sped Up,156116
Lana Del Rey,Shades Of Cool,211812
Lana Del Rey,Summertime Sadness,1088
Lana Del Rey,Summertime The Gershwin Version,874
Lana Del Rey,The Other Woman,181960
Lana Del Rey,This Is What Makes Us Girls,83684
Lana Del Rey,Venice Bitch,159126
Lana Del Rey,Video Games,281960
Lana Del Rey,West Coast,454762
Lana Del Rey,Without You,105209
Lana Del Rey,Young And Beautiful,195094
LandonBeck,OK!,975
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,171526
Lata Mangeshkar,"Jiya Jale (From ""Dil Se"")",1671
Lata Mangeshkar,Lag Ja Gale Se Phir,257613
Lata Mangeshkar,Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,0
Lata Mangeshkar,Mere Khwabon Mein,1021
Lata Mangeshkar,Naam Goom Jayega,347828
Lata Mangeshkar,Rahen Na Rahen,251654
Lata Mangeshkar,Tujhe Dekha To,1685
Laufey,Above The Chinese Restaurant,223173
Laufey,Beautiful Stranger,201532
Laufey,Best Friend,456234
Laufey,Bewitched,425436
Laufey,Bewitched - Rework,85054
Laufey,Bored,848929
Laufey,California and Me,216306
Laufey,Dance With You Tonight,158560
Laufey,Dear Soulmate,260026
Laufey,Dreamer,329351
Laufey,Everything I Know About Love,209706
Laufey,Falling Behind,200225
Laufey,Fragile,420489
Laufey,From The Start,324403
Laufey,Goddess,449578
Laufey,Haunted,200626
Laufey,Hi,193573
Laufey,I Wish You Love,155138
Laufey,I've Never Been In Love Before,222146
Laufey,It Could Happen To You,105325
Laufey,James,175970
Laufey,Just Like Chet,216453
Laufey,Let You Break My Heart Again,409194
Laufey,Letter To My 13 Year Old Self,776405
Laufey,Like the Movies,162758
Laufey,Love Flew Away,147346
Laufey,Lovesick,272788
Laufey,Lucky for Me,144093
Laufey,Magnolia,332173
Laufey,Misty,209800
Laufey,Must Be Love,184960
Laufey,Night Light,242186
Laufey,Nocturne (Interlude),144066
Laufey,Promise,438729
Laufey,Questions For The Universe,203693
Laufey,Second Best,333076
Laufey,Serendipity,219906
Laufey,Slow Down,145093
Laufey,Someone New,198000
Laufey,Street by Street,219683
Laufey,Trouble,171760
Laufey,Valentine,199680
Laufey,What Love Will Do to You,171253
Laufey,Where or When,203300
Laufey,While You Were Sleeping,177493
Laufey,Winter Wonderland - Spotify Singles Holiday,59234
Lauren Daigle,Rescue,835
Laurindo Almeida,The Lamp Is Low,195456
Lauv,Chasing Fire,175475
Lauv,Fake,104191
Lauv,Feelings,189906
Lauv,Getting Over You,195669
Lauv,I Like Me Better,21205
Lauv,Love U Like That,198378
Lauv,Paris in the Rain,129237
Lauv,Steal The Show,151871
Lauv,Stranger,164688
Lauv,The Other,768
Lauv,There's No Way (feat. Julia Michaels),8704
Lauv,Who,4829
Lauv,"fuck, i'm lonely",43157
Lay Bankz,Ick,1728
Lay Bankz,Na Na Na,1393
Lay Bankz,Tell Ur Girlfriend,5131
Leanna Firestone,10:15,17325
Lee Young Ji,Small girl (feat. D.O.),3072
LeeHi,ONLY,859
Lehmber Hussainpuri,Sadi Gali,127036
Leith Ross,We'll Never Have Sex,2321
Lelio Luttazzi,Souvenir d'Italie,2600
Lesley Gore,Misty,99513
Leyla Blue,Gasoline,1137
Leyla Blue,What A Shame,151949
LiSA,紅蓮華,4330
Liana Flores,rises the moon,161929
Lieselotte,Cardigan - SpedUp,3669
Lijo George,Kamariya,1532
Like A Motorcycle,Idols,1114
Lil Dicky,Freaky Friday (feat. Chris Brown),4849
Lil Mama,Lip Gloss,69915
Lil Mama,Lip Gloss/ No Music - Main Version - clean,7594
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),96768
Lil Nas X,J CHRIST,746
Lil Nas X,MONTERO (Call Me By Your Name),928
Lil Nas X,THATS WHAT I WANT,626
Lil Uzi Vert,20 Min,0
Lil Uzi Vert,Homecoming,603
Lilithzplug,CLEARED - Remix,789
Lina Naf,Whatever,534
Linkin Park,Breaking the Habit,196906
Linkin Park,Crawling,49920
Linkin Park,Faint,157290
Linkin Park,In Pieces,500924
Linkin Park,In the End,33701
Linkin Park,Iridescent,280554
Linkin Park,Leave Out All The Rest,1600
Linkin Park,New Divide,243484
Linkin Park,One Step Closer,63743
Linkin Park,Papercut,245359
Linkin Park,Points of Authority,2282
Linkin Park,ROADS UNTRAVELED,180394
Linkin Park,Shadow of the Day,789
Linkin Park,Waiting for the End,231680
Linkin Park,What I've Done,205613
Linkin Park,With You,37162
Lisa Ono,ON THE SUNNY SIDE OF THE STREET - English Version,123960
Lizzo,Pink (From Barbie The Album),1277
Lizzy McAlpine,ceilings,292266
Lizzy McAlpine,doomsday,1602
Lizzy McAlpine,hate to be lame,1393
Lo-fi 2307,Ishq Di Baajiyaan - Lofi Flip,590
Local Derby,Bad Side,928
Lomiiel,HAY LUPITA,766
Lonely God,Marlboro Nights,18965
LonelyEve,The Hills X Creepin X The Color Violet,533
Lord Huron,The Night We Met,209081
Lorde,Buzzcut Season,812
Lorde,Liability,831
Lorde,Ribs,5738
Lorde,Supercut,650
Lorde,Team,975
Lorde,Tennis Court,0
Lorde,Writer In The Dark,812
Los Del Rio,Macarena,1811
Los Del Rio,Macarena - Bass Bumpers Remix Radio Edit,9172
Louis Tomlinson,Written All Over Your Face,835
"Lucie,Too",Lucky,20991
Luis Fonsi,Despacito - Remix,160867
Lukas Graham,7 Years,1207
Luke Chiang,Shouldn't Be,1578
Lumi Athena,LET ME SEE YA MOVE!,1230
Lumi Athena,NALGOTICA!,766
Lumi Athena,SMOKE IT OFF!,1277
Luna Li,2516,68000
Luna Li,Confusion Song,1137
Luna Li,Misery Moon,1369
Luna Li,skiptracing lullaby,928
Lyn Lapid,In My Mind,162794
Lyn Lapid,When She Loved Me,3224
Lyn Lapid,east side,232
Lyn Lapid,poster boy,1369
Lyn Lapid,tlit21c,0
M.I.A.,Bad Girls,859
MADAX,Pain (Sped Up) - It's 8 O'Clock in the Morning Now I'm Entering My Bed,1386
MAGIC!,Rude,124994
MANOJ TIWARI,Jiya Tu,113823
MARINA,Oh No!,928
MARINA,Primadonna,116
MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),0
MC Fioti,Bum Bum Tam Tam,4249
MC Kevinho,Olha A Explosão,3018
MEDUZA,Bad Memories,89706
MEDUZA,Lose Control,199509
MEDUZA,Lose Control (with Meduza & Goodboys),100867
MGMT,Electric Feel,2622
MGMT,Little Dark Age,226489
MGMT,Me and Michael,22442
MGMT,Time to Pretend,5930
MGMT,When You Die,313728
MINOVA,I Miss You So,952
MKTO,Classic,1920
