,endTime,artistName,trackName,msPlayed
1901,2023-08-24 05:11,Gorillaz,On Melancholy Hill,233866
1902,2023-08-24 05:13,Two Door Cinema Club,What You Know,89514
1903,2023-08-24 05:13,Foster The People,Don't Stop (Color on the Walls),1109
1904,2023-08-24 05:13,Modest Mouse,Float On,2880
1905,2023-08-24 05:13,GROUPLOVE,Tongue Tied,1642
1906,2023-08-24 05:17,Tame Impala,Feels Like We Only Go Backwards,917
1907,2023-08-24 05:17,The Strokes,Reptilia,212672
1908,2023-08-24 05:17,Foster The People,Sit Next to Me,3626
1909,2023-08-24 05:17,Cage The Elephant,Trouble,2048
1910,2023-08-24 05:18,Saint Motel,My Type,21098
1911,2023-08-24 05:18,Young the Giant,Cough Syrup,40362
1912,2023-08-24 05:21,FINNEAS,Claudia,161876
1913,2023-08-24 05:22,WILLOW,Wait a Minute!,853
1914,2023-08-24 05:22,BØRNS,Electric Love,82125
1915,2023-08-24 05:24,FINNEAS,Let's Fall in Love for the Night,128896
1916,2023-08-24 05:24,The Marías,...baby one more time,1216
1917,2023-08-24 05:24,Tame Impala,The Less I Know The Better,917
1918,2023-08-24 05:27,Conan Gray,People Watching,156735
1919,2023-08-24 05:37,girl in red,we fell in love in october,322496
1920,2023-08-24 13:11,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",143552
1921,2023-08-24 13:13,bôa,Duvet,99946
1922,2023-08-24 13:17,Lana Del Rey,West Coast,37535
1923,2023-08-24 13:17,Taylor Swift,Vigilante Shit,164801
1924,2023-08-24 13:19,TAEYANG,Shoong! (feat. LISA of BLACKPINK),131328
1925,2023-08-24 13:21,Justine Skye,Collide (Sped Up Remix),85567
1926,2023-08-24 13:27,Taylor Swift,Out Of The Woods,270677
1927,2023-08-24 13:29,Destiny Rogers,Tomboy,122374
1928,2023-08-24 13:41,LISA,MONEY,938
1929,2023-08-24 13:41,Jung Kook,Seven (feat. Latto),4437
1930,2023-08-24 13:41,BLACKPINK,Shut Down,1663
1931,2023-08-24 13:41,QUIN,Mushroom Chocolate (with 6LACK),234010
1932,2023-08-24 13:41,Doechii,What It Is (Solo Version),2688
1933,2023-08-24 13:43,Justin Hurwitz,Mia & Sebastian’s Theme,98040
1934,2023-08-24 13:43,Yehezkel Raz,Ballerina,4862
1935,2023-08-24 13:49,Armaan Malik,Kuch To Hai,388586
1936,2023-08-24 13:50,Armaan Malik,Jab Tak,11072
1937,2023-08-24 13:54,Vishal Dadlani,Jee Le Zaraa,177578
1938,2023-08-24 14:01,Taylor Swift,Call It What You Want,111850
1939,2023-08-24 14:03,Paramore,Rose-Colored Boy,1920
1940,2023-08-24 14:03,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,35114
1941,2023-08-24 14:08,Kanye West,Flashing Lights,192384
1942,2023-08-24 14:10,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),96768
1943,2023-08-24 14:13,kenzie,Donuts (feat. Yung Bae),167978
1944,2023-08-24 14:15,Two Door Cinema Club,What You Know,145343
1945,2023-08-24 14:19,Conan Gray,Telepath,177685
1946,2023-08-24 14:20,Doja Cat,Woman,79104
1947,2023-08-24 14:23,Post Malone,Better Now,2175
1948,2023-08-24 14:23,Dua Lipa,We're Good,163328
1949,2023-08-24 14:26,Zedd,Good Thing (with Kehlani),177536
1950,2023-08-24 14:34,Mac Miller,Self Care,418794
1951,2023-08-24 14:39,FINNEAS,Claudia,157930
1952,2023-08-24 14:39,Armaan Malik,Kuch To Hai,1066
1953,2023-08-24 14:40,Vishal Dadlani,Jee Le Zaraa,77610
1954,2023-08-24 14:42,"Tyler, The Creator",See You Again (feat. Kali Uchis),82624
1955,2023-08-25 04:46,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",157824
1956,2023-08-25 04:48,Justin Hurwitz,Mia & Sebastian’s Theme,98040
1957,2023-08-25 04:48,Stephen Rennicks,Supermarket,4350
1958,2023-08-25 04:50,Justine Skye,Collide (Sped Up Remix),105407
1959,2023-08-25 04:51,THE ANXIETY,Meet Me At Our Spot - Live,100330
1960,2023-08-25 04:53,TAEYANG,Shoong! (feat. LISA of BLACKPINK),96191
1961,2023-08-25 04:55,LISA,MONEY,103445
1962,2023-08-25 05:26,Conan Gray,Winner,166314
1963,2023-08-25 05:27,Armaan Malik,Kuch To Hai,67669
1964,2023-08-25 05:32,Vishal Dadlani,Jee Le Zaraa,302762
1965,2023-08-25 05:33,Vishal Dadlani,Ik Junoon (Paint It Red),4586
1966,2023-08-25 05:36,Aditya Rikhari,Faasle,1557
1967,2023-08-25 05:36,Vishal-Shekhar,Khuda Jaane,181717
1968,2023-08-25 05:40,Rashid Ali,Kabhi Kabhi Aditi,233493
1969,2023-08-25 05:44,Sonu Nigam,Main Hoon Na,212224
1970,2023-08-25 05:45,Sona Mohapatra,Ambarsariya,37397
1971,2023-08-25 05:50,"Tyler, The Creator",See You Again (feat. Kali Uchis),14613
1972,2023-08-25 09:05,Olivia Rodrigo,vampire,874
1973,2023-08-25 09:05,ivri,glow worms,1194
1974,2023-08-25 09:05,Sabrina Carpenter,emails i can’t send,874
1975,2023-08-25 09:05,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",51946
1976,2023-08-25 09:07,Kali Uchis,Melting,32256
1977,2023-08-25 09:09,bôa,Duvet,111808
1978,2023-08-26 02:20,bôa,Duvet,141781
1979,2023-08-26 02:21,Armaan Malik,Kuch To Hai,85546
1980,2023-08-26 02:25,Vishal Dadlani,Ik Junoon (Paint It Red),3797
1981,2023-08-26 02:25,Vishal Dadlani,Jee Le Zaraa,204074
1982,2023-08-26 02:28,beabadoobee,Tired,917
1983,2023-08-26 02:28,Olivia Rodrigo,vampire,1024
1984,2023-08-26 02:28,ivri,glow worms,896
1985,2023-08-26 02:28,Sabrina Carpenter,emails i can’t send,1471
1986,2023-08-26 02:28,Selena Gomez,People You Know,1109
1987,2023-08-26 02:28,Kali Uchis,Melting,1365
1988,2023-08-26 02:28,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",193322
1989,2023-08-26 02:29,Sabrina Carpenter,things i wish you said,12757
1990,2023-08-26 02:30,Justin Hurwitz,Mia & Sebastian’s Theme,98040
1991,2023-08-26 02:30,Stephen Rennicks,Supermarket,5075
1992,2023-08-26 02:33,TAEYANG,Shoong! (feat. LISA of BLACKPINK),180010
1993,2023-08-26 02:35,Taylor Swift,Out Of The Woods,108330
1994,2023-08-26 02:38,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",195477
1995,2023-08-26 02:39,Isabel LaRosa,i'm yours sped up,67114
1996,2023-08-26 02:43,Lana Del Rey,West Coast,226282
1997,2023-08-26 02:43,Cults,Gilded Lily,1984
1998,2023-08-26 02:47,Arctic Monkeys,I Wanna Be Yours,204458
1999,2023-08-26 02:48,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,57514
2000,2023-08-26 02:48,Justine Skye,Collide (Sped Up Remix),1258
2001,2023-08-26 02:51,Taylor Swift,cardigan,187391
2002,2023-08-26 02:55,Sabrina Carpenter,because i liked a boy,277482
2003,2023-08-26 02:55,RAYE,Escapism. - Sped Up,960
2004,2023-08-26 03:16,Isabel LaRosa,i'm yours,2240
2005,2023-08-26 03:16,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),1024
2006,2023-08-26 03:19,SZA,Kill Bill,153946
2007,2023-08-26 03:21,Isabel LaRosa,HEARTBEAT,810
2008,2023-08-26 03:21,Billie Eilish,TV,2154
2009,2023-08-26 03:21,KXLLSWXTCH,WASTE - Sped Up Version,1066
2010,2023-08-26 03:21,Kali Uchis,Moonlight,85958
2011,2023-08-26 03:25,Conan Gray,Memories,234858
2012,2023-08-26 10:49,Lana Del Rey,Say Yes To Heaven,98538
2013,2023-08-26 10:51,"Tyler, The Creator",See You Again (feat. Kali Uchis),1002
2014,2023-08-26 10:51,Cochise,Tell Em,147711
2015,2023-08-26 10:53,Sabrina Carpenter,Nonsense,3712
2016,2023-08-26 10:53,Justine Skye,Collide (Sped Up Remix),96320
2017,2023-08-26 10:55,Isabel LaRosa,i'm yours sped up,126741
2018,2023-08-26 10:59,Lana Del Rey,West Coast,256760
2019,2023-08-26 11:00,Arctic Monkeys,I Wanna Be Yours,72403
2020,2023-08-26 11:05,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1002
2021,2023-08-26 11:05,Cults,Gilded Lily,203776
2022,2023-08-26 11:05,Justine Skye,Collide (Sped Up Remix),1770
2023,2023-08-26 11:07,Isabel LaRosa,i'm yours,2282
2024,2023-08-26 11:07,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),2303
2025,2023-08-26 11:07,Sabrina Carpenter,because i liked a boy,2026
2026,2023-08-26 11:07,Kali Uchis,Moonlight,5141
2027,2023-08-26 11:07,RAYE,Escapism. - Sped Up,1002
2028,2023-08-26 11:07,Taylor Swift,cardigan,138026
2029,2023-08-26 11:07,SZA,Kill Bill,896
2030,2023-08-26 11:11,Conan Gray,Memories,248818
2031,2023-08-26 11:13,Isabel LaRosa,eyes don't lie,1130
2032,2023-08-26 11:13,KXLLSWXTCH,WASTE - Sped Up Version,100500
2033,2023-08-26 11:13,Labrinth,Formula,33233
2034,2023-08-26 11:18,Billie Eilish,TV,281380
2035,2023-08-26 11:21,Lana Del Rey,Doin' Time,198097
2036,2023-08-26 11:25,girl in red,we fell in love in october,228741
2037,2023-08-26 11:26,Isabel LaRosa,HEARTBEAT,1856
2038,2023-08-26 11:26,Labrinth,Never Felt So Alone,853
2039,2023-08-26 11:26,Isabel LaRosa,eyes don't lie sped up,192
2040,2023-08-26 11:26,d4vd,Romantic Homicide,554
2041,2023-08-26 11:26,Beach Weather,"Sex, Drugs, Etc.",1173
2042,2023-08-26 11:26,The Neighbourhood,Sweater Weather,1493
2043,2023-08-26 11:26,Lana Del Rey,Say Yes To Heaven,1429
2044,2023-08-26 11:26,The Weeknd,Stargirl Interlude,1002
2045,2023-08-26 11:26,The Neighbourhood,Daddy Issues,27398
2046,2023-08-26 11:26,Hotel Ugly,Shut up My Moms Calling (Sped up),768
2047,2023-08-26 11:29,Lana Del Rey,Radio,168362
2048,2023-08-26 11:33,The Weeknd,Die For You,123989
2049,2023-08-26 11:35,bôa,Duvet,110911
2050,2023-08-27 06:39,bôa,Duvet,123157
2051,2023-08-27 06:43,ivri,glow worms,1066
2052,2023-08-27 06:43,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",232469
2053,2023-08-27 06:44,Sabrina Carpenter,emails i can’t send,95231
2054,2023-08-27 06:48,Olivia Rodrigo,vampire,206890
2055,2023-08-27 06:51,Taylor Swift,Vigilante Shit,164801
2056,2023-08-27 06:54,Olivia Rodrigo,vampire,1066
2057,2023-08-27 06:54,Lana Del Rey,West Coast,203861
2058,2023-08-27 06:54,Taylor Swift,Maroon,1877
2059,2023-08-27 06:56,Melanie Martinez,VOID,767
2060,2023-08-27 06:56,BLACKPINK,Shut Down,131328
2061,2023-08-27 06:57,RAYE,Escapism. - Sped Up,28650
2062,2023-08-27 06:58,Taylor Swift,Don’t Blame Me,3029
2063,2023-08-27 06:58,Conan Gray,People Watching,1066
2064,2023-08-27 06:58,Lana Del Rey,Doin' Time,22720
2065,2023-08-27 06:58,Doja Cat,Get Into It (Yuh),59456
2066,2023-08-27 06:58,SZA,Kill Bill,981
2067,2023-08-27 06:58,Olivia Rodrigo,bad idea right?,1066
2068,2023-08-27 13:54,Vishal Dadlani,Jee Le Zaraa,152996
2069,2023-08-27 13:58,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",218731
2070,2023-08-28 01:52,Taylor Swift,Vigilante Shit,145890
2071,2023-08-28 01:53,TAEYANG,Shoong! (feat. LISA of BLACKPINK),46058
2072,2023-08-28 01:54,Taylor Swift,Out Of The Woods,86272
2073,2023-08-28 01:54,Foster The People,Houdini,6592
2074,2023-08-28 01:56,bôa,Duvet,65429
2075,2023-08-28 01:58,The Strokes,Soma,15104
2076,2023-08-28 01:58,The Strokes,Is This It,142314
2077,2023-08-28 02:00,The Strokes,New York City Cops,105301
2078,2023-08-28 02:02,The Strokes,Take It Or Leave It,134101
2079,2023-08-28 02:03,The Strokes,Barely Legal,64362
2080,2023-08-28 02:06,The Strokes,Ode To The Mets,160576
2081,2023-08-28 02:09,The Strokes,"Call It Fate, Call It Karma",189909
2082,2023-08-28 02:12,Arctic Monkeys,Cornerstone,186282
2083,2023-08-28 02:12,The Smiths,Back to the Old House - 2011 Remaster,1173
2084,2023-08-28 02:12,Alex Turner,Stuck on the puzzle,2090
2085,2023-08-28 02:14,Franz Ferdinand,Take Me Out,75306
2086,2023-08-28 12:15,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",76586
2087,2023-08-28 12:18,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",136298
2088,2023-08-28 12:21,Abhijeet,Main Hoon Na(Sad),178538
2089,2023-08-28 12:23,Lana Del Rey,West Coast,1642
2090,2023-08-28 12:23,Kali Uchis,Melting,1045
2091,2023-08-28 12:23,bôa,Duvet,135786
2092,2023-08-28 12:26,Mitski,Nobody,1173
2093,2023-08-28 12:26,Alex G,Mary,725
2094,2023-08-28 12:26,The Strokes,"Call It Fate, Call It Karma",1088
2095,2023-08-28 12:26,Suki Waterhouse,Good Looking,2346
2096,2023-08-28 12:26,Matt Maltese,Intolewd,5418
2097,2023-08-28 12:26,TV Girl,Cigarettes out the Window,768
2098,2023-08-28 12:26,Strawberry Guy,Mrs Magic,618
2099,2023-08-28 12:26,Cults,Gilded Lily,190037
2100,2023-08-28 12:28,Steve Lacy,Dark Red,1109
2101,2023-08-28 12:28,TV Girl,Blue Hair,1045
2102,2023-08-28 12:28,Roar,I Can't Handle Change,107008
2103,2023-08-28 12:29,bôa,Duvet - Sped Up Version,40490
2104,2023-08-28 12:31,Alex G,Sarah,1045
2105,2023-08-28 12:31,Cafuné,Tek It,3093
2106,2023-08-28 12:31,The Smiths,This Night Has Opened My Eyes - 2011 Remaster,960
2107,2023-08-28 12:31,TV Girl,Not Allowed,1962
2108,2023-08-28 12:31,Cults,Always Forever,8149
2109,2023-08-28 12:31,bôa,Drinking,5610
2110,2023-08-28 12:31,Lana Del Rey,Say Yes To Heaven,4010
2111,2023-08-28 12:31,Mitski,Washing Machine Heart,92245
2112,2023-08-28 12:33,The Neighbourhood,You Get Me So High,1237
2113,2023-08-28 12:33,Men I Trust,Show Me How,1493
2114,2023-08-28 12:33,Beach House,Space Song,2154
2115,2023-08-28 12:33,TV Girl,The Blonde,0
2116,2023-08-28 12:33,Lana Del Rey,Pretty When You Cry,115946
2117,2023-08-28 12:36,bôa,Twilight,1834
2118,2023-08-28 12:36,Liana Flores,rises the moon,101589
2119,2023-08-28 12:36,Lana Del Rey,Diet Mountain Dew,1984
2120,2023-08-28 12:36,The Weeknd,Stargirl Interlude,1429
2121,2023-08-28 12:36,TV Girl,Lovers Rock,1130
2122,2023-08-28 12:37,beabadoobee,the perfect pair,1557
2123,2023-08-28 12:37,Mac DeMarco,Chamber Of Reflection,1343
2124,2023-08-28 12:37,Mitski,Me and My Husband,99583
2125,2023-08-28 12:37,Cigarettes After Sex,Sunsetz,1066
2126,2023-08-28 12:38,Radiohead,No Surprises,5546
2127,2023-08-28 12:38,Matt Maltese,As the World Caves In,1813
2128,2023-08-28 12:38,Lana Del Rey,Brooklyn Baby,44778
2129,2023-08-28 12:38,bôa,Wasted,1258
2130,2023-08-28 12:42,Taylor Swift,illicit affairs,230506
2131,2023-08-28 12:43,Paramore,26,3072
2132,2023-08-28 12:43,Sabrina Carpenter,emails i can’t send,2943
2133,2023-08-28 12:44,Taylor Swift,cardigan,113088
2134,2023-08-28 12:45,Olivia Rodrigo,vampire,4437
2135,2023-08-28 12:47,Paramore,26,2602
2136,2023-08-28 12:47,Taylor Swift,champagne problems,129237
2137,2023-08-28 12:50,Billie Eilish,TV,1088
2138,2023-08-28 12:50,Lizzy McAlpine,ceilings,182887
2139,2023-08-28 12:50,Taylor Swift,cardigan,31545
2140,2023-08-28 12:50,Ricky Montgomery,Line Without a Hook,810
2141,2023-08-28 12:54,Coldplay,Sparks,227093
2142,2023-08-28 15:24,Conan Gray,Astronomy,105398
2143,2023-08-28 17:14,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",661
2144,2023-08-28 17:18,Olivia Rodrigo,vampire,246186
2145,2023-08-28 17:20,Taylor Swift,champagne problems,94314
2146,2023-08-28 17:21,Mitski,Nobody,704
2147,2023-08-28 17:21,Alex G,Mary,2602
2148,2023-08-28 17:21,Lana Del Rey,West Coast,1087
2149,2023-08-28 17:21,The Strokes,"Call It Fate, Call It Karma",831
2150,2023-08-28 17:21,Suki Waterhouse,Good Looking,640
2151,2023-08-28 17:21,Matt Maltese,Intolewd,831
2152,2023-08-28 17:21,TV Girl,Cigarettes out the Window,789
2153,2023-08-28 17:21,Kali Uchis,Melting,938
2154,2023-08-28 17:21,bôa,Duvet,52309
2155,2023-08-28 17:21,Strawberry Guy,Mrs Magic,703
2156,2023-08-28 17:21,Cults,Gilded Lily,853
2157,2023-08-28 17:29,Taylor Swift,illicit affairs,431552
2158,2023-08-28 17:34,Taylor Swift,Vigilante Shit,291797
2159,2023-08-28 17:37,TAEYANG,Shoong! (feat. LISA of BLACKPINK),187541
2160,2023-08-28 17:44,Destiny Rogers,Tomboy,418837
2161,2023-08-28 17:48,Doechii,What It Is (Solo Version),266922
2162,2023-08-28 17:49,QUIN,Mushroom Chocolate (with 6LACK),11178
2163,2023-08-29 05:56,LISA,MONEY,182400
2164,2023-08-29 05:58,Justin Hurwitz,Mia & Sebastian’s Theme,143998
2165,2023-08-29 05:58,Stephen Rennicks,Supermarket,1357
2166,2023-08-29 06:00,Sabrina Carpenter,emails i can’t send,3264
2167,2023-08-29 06:00,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",74538
2168,2023-08-29 06:04,Taylor Swift,illicit affairs,249856
2169,2023-08-29 06:04,Lizzy McAlpine,ceilings,2261
2170,2023-08-29 06:04,Conan Gray,Yours,5141
2171,2023-08-29 06:04,Sabrina Carpenter,emails i can’t send,895
2172,2023-08-29 06:04,Taylor Swift,cardigan,1002
2173,2023-08-29 06:08,Conan Gray,Astronomy,240213
2174,2023-08-29 06:11,Sabrina Carpenter,Nonsense,163648
2175,2023-08-29 06:14,Lizzy McAlpine,ceilings,182887
2176,2023-08-29 06:18,Olivia Rodrigo,vampire,1152
2177,2023-08-29 06:18,Sabrina Carpenter,things i wish you said,153541
2178,2023-08-29 06:18,Kali Uchis,Melting,13120
2179,2023-08-29 06:18,Xanemusic,Melting (sped up) - Remix,26048
2180,2023-08-29 06:21,Vansire,From the Subway Train,831
2181,2023-08-29 06:21,Kali Uchis,telepatía,960
2182,2023-08-29 06:21,Olivia Rodrigo,vampire,938
2183,2023-08-29 06:21,Lana Del Rey,West Coast,1344
2184,2023-08-29 06:21,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1280
2185,2023-08-29 06:21,Sabrina Carpenter,Nonsense,981
2186,2023-08-29 06:21,Suki Waterhouse,Good Looking,1002
2187,2023-08-29 06:21,TV Girl,Blue Hair,1045
2188,2023-08-29 06:21,Isabel LaRosa,i'm yours sped up,1728
2189,2023-08-29 06:21,Orion Sun,Mirage,1215
2190,2023-08-29 06:21,Arctic Monkeys,I Wanna Be Yours,1088
2191,2023-08-29 06:21,"Tyler, The Creator",See You Again (feat. Kali Uchis),938
2192,2023-08-29 06:21,Cults,Gilded Lily,1024
2193,2023-08-29 06:21,Kali Uchis,Moonlight,143488
2194,2023-08-29 06:21,Doechii,What It Is (Solo Version),1130
2195,2023-08-29 06:25,bôa,Duvet,232682
2196,2023-08-29 06:25,PinkPantheress,Boy's a liar Pt. 2,1301
2197,2023-08-29 06:27,Santana,Maria Maria (feat. The Product G&B) - sped up,71018
2198,2023-08-29 06:27,WILLOW,Wait a Minute!,810
2199,2023-08-29 06:28,Kendrick Lamar,Money Trees,95807
2200,2023-08-29 06:28,Kali Uchis,Melting,1045
2201,2023-08-29 06:30,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),1450
2202,2023-08-29 06:30,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),97344
2203,2023-08-29 06:30,Steve Lacy,Dark Red,768
2204,2023-08-29 06:30,Lana Del Rey,Radio,1237
2205,2023-08-29 06:30,FIFTY FIFTY,Cupid - Twin Ver.,831
2206,2023-08-29 06:30,Kali Uchis,Dead To Me,1066
2207,2023-08-29 06:30,Steve Lacy,Infrunami,24960
2208,2023-08-29 06:30,SZA,Kill Bill,1621
2209,2023-08-29 06:31,Macabre Plaza,A Bird's Last Look,17386
2210,2023-08-29 06:32,Lana Del Rey,Off To The Races,87018
2211,2023-08-29 06:36,Lana Del Rey,Blue Jeans,209440
2212,2023-08-29 06:39,Lana Del Rey,Video Games,157748
2213,2023-08-29 10:54,Conan Gray,Astronomy,291328
2214,2023-08-29 10:58,Lizzy McAlpine,ceilings,199850
2215,2023-08-29 10:58,Sabrina Carpenter,emails i can’t send,2090
2216,2023-08-29 11:01,Conan Gray,Yours,204967
2217,2023-08-29 11:05,Olivia Rodrigo,vampire,1386
2218,2023-08-29 11:05,Sabrina Carpenter,things i wish you said,1002
2219,2023-08-29 11:05,Melanie Martinez,Training Wheels,1109
2220,2023-08-29 11:05,Arctic Monkeys,I Wanna Be Yours,127481
2221,2023-08-29 11:05,Taylor Swift,cardigan,1344
2222,2023-08-29 11:07,Conan Gray,People Watching,123455
2223,2023-08-29 11:07,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1856
2224,2023-08-29 11:07,Young the Giant,Mind Over Matter (Reprise),1791
2225,2023-08-29 11:09,Mitski,Nobody,1365
2226,2023-08-29 11:09,Miley Cyrus,Angels Like You,94122
2227,2023-08-29 11:09,Conan Gray,Telepath,1216
2228,2023-08-29 11:11,Ashe,Till Forever Falls Apart,1151
2229,2023-08-29 11:11,Sabrina Carpenter,because i liked a boy,71104
2230,2023-08-29 11:14,Conan Gray,Heather,1600
2231,2023-08-29 11:14,Taylor Swift,champagne problems,213888
2232,2023-08-29 11:14,Wallows,Are You Bored Yet? (feat. Clairo),2880
2233,2023-08-29 11:18,girl in red,we fell in love in october,184153
2234,2023-08-29 11:20,The Walters,I Love You So,160239
2235,2023-08-29 11:20,Olivia Rodrigo,favorite crime,3854
2236,2023-08-29 11:24,Billie Eilish,TV,197205
2237,2023-08-29 11:24,Conan Gray,Memories,12351
2238,2023-08-29 11:26,Beach Bunny,Cloud 9,147350
2239,2023-08-29 11:29,The Neighbourhood,You Get Me So High,1088
2240,2023-08-29 11:29,Conan Gray,Maniac,895
2241,2023-08-29 11:29,Clairo,Sofia,874
2242,2023-08-29 11:29,Conan Gray,Disaster,1109
2243,2023-08-29 11:29,Beach Bunny,Prom Queen,1023
2244,2023-08-29 11:29,Olivia Rodrigo,happier,938
2245,2023-08-29 11:29,Madison Beer,Reckless,981
2246,2023-08-29 11:29,d4vd,Romantic Homicide,682
2247,2023-08-29 11:29,Roar,I Can't Handle Change,1408
2248,2023-08-29 11:29,Coldplay,Sparks,174986
2249,2023-08-29 11:29,Lana Del Rey,Say Yes To Heaven,1408
2250,2023-08-29 11:29,Taylor Swift,august,1045
2251,2023-08-29 11:31,Dhruv,double take,126677
2252,2023-08-29 11:32,Conan Gray,Wish You Were Sober,1322
2253,2023-08-29 11:35,Lana Del Rey,Pretty When You Cry,200831
2254,2023-08-29 11:39,Joji,Glimpse of Us,224426
2255,2023-08-29 11:42,Conan Gray,Greek God,960
2256,2023-08-29 11:42,Ruth B.,Dandelions,1386
2257,2023-08-29 11:42,Harry Styles,Matilda,917
2258,2023-08-29 11:42,Lyn Lapid,In My Mind,895
2259,2023-08-29 11:42,Olivia Rodrigo,deja vu,174783
2260,2023-08-29 11:42,Cigarettes After Sex,Sunsetz,896
2261,2023-08-29 11:48,Conan Gray,Comfort Crowd,810
2262,2023-08-29 11:48,Mitski,Washing Machine Heart,36245
2263,2023-08-29 11:48,The Neighbourhood,Daddy Issues,7040
2264,2023-08-29 11:52,Armaan Malik,Bol Do Na Zara,11200
2265,2023-08-29 11:52,Armaan Malik,Kuch To Hai,199018
2266,2023-08-29 13:28,Vishal-Shekhar,Ishq Wala Love,896
2267,2023-08-29 13:28,Armaan Malik,Bol Do Na Zara,186197
2268,2023-08-29 13:28,Gajendra Verma,Tera Ghata,1749
2269,2023-08-29 13:28,Amaal Mallik,Main Rahoon Ya Na Rahoon,1770
2270,2023-08-29 13:31,Vishal-Shekhar,Ishq Wala Love,1877
2271,2023-08-29 13:31,Amaal Mallik,Main Rahoon Ya Na Rahoon,202282
2272,2023-08-29 13:31,Vishal Dadlani,Jee Le Zaraa,1322
2273,2023-08-29 13:35,Armaan Malik,You,4565
2274,2023-08-29 13:35,Anuv Jain,Baarishein,1023
2275,2023-08-29 13:35,Armaan Malik,"Dil Mein Ho Tum (From ""Cheat India"")",3520
2276,2023-08-29 13:35,Rashid Khan,Aaoge Jab Tum,703
2277,2023-08-29 13:35,Darshan Raval,Ek Tarfa,810
2278,2023-08-29 13:35,Sona Mohapatra,Naina,1578
2279,2023-08-29 13:35,Anurag Saikia,Aise Kyun,1728
2280,2023-08-29 13:35,Rochak Kohli,Mitti Di Khushboo,247222
2281,2023-08-29 13:35,Amaal Mallik,"Chale Aana (From ""De De Pyaar De"")",3712
2282,2023-08-29 16:59,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",150080
2283,2023-08-29 17:01,Shaan,Woh Ladki Hai Kahan,1486
2284,2023-08-29 17:01,Akon,Chammak Challo,4249
2285,2023-08-29 17:01,Vishal-Shekhar,Chhaliya,105627
2286,2023-08-29 17:01,Anu Malik,Gori Gori Gori Gori,1253
2287,2023-08-29 17:01,Rashid Ali,Kabhi Kabhi Aditi,1160
2288,2023-08-29 17:01,Vishal-Shekhar,Khuda Jaane,1137
2289,2023-08-29 17:01,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",11331
2290,2023-08-29 17:01,Sunidhi Chauhan,Sheila Ki Jawani,975
2291,2023-08-29 17:01,Sachin-Jigar,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",13003
2292,2023-08-29 17:05,Olivia Rodrigo,vampire,14582
2293,2023-08-29 17:05,Lana Del Rey,West Coast,905
2294,2023-08-29 17:05,Taylor Swift,Vigilante Shit,181789
2295,2023-08-30 02:44,Linkin Park,In Pieces,209815
2296,2023-08-30 02:47,Vishal-Shekhar,Chhaliya,160682
2297,2023-08-30 02:47,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",4969
2298,2023-08-30 02:50,Taylor Swift,illicit affairs,186154
2299,2023-08-30 02:51,Taylor Swift,All Too Well,0
2300,2023-08-30 02:51,Linkin Park,Waiting for the End,21176
2301,2023-08-30 02:54,Linkin Park,In Pieces,212950
2302,2023-08-30 02:58,Cults,Gilded Lily,210349
2303,2023-08-30 03:02,Billie Eilish,TV,276340
2304,2023-08-30 03:04,Sabrina Carpenter,emails i can’t send,131703
2305,2023-08-30 03:06,Øneheart,snowfall (Sped Up),82105
2306,2023-08-30 03:06,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,1230
2307,2023-08-30 03:10,Taylor Swift,cardigan,228902
2308,2023-08-30 03:13,New West,Those Eyes,199923
2309,2023-08-30 03:17,Paramore,Emergency,240040
2310,2023-08-30 03:24,Breaking Benjamin,The Diary Of Jane,74995
2311,2023-08-30 03:29,Justin Hurwitz,Mia & Sebastian’s Theme,87121
