artistName,trackName,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Laufey,California and Me,216306,0.319,0.285,4.0,-11.803,1.0,0.0352,0.975,0.00139,0.103,0.234,76.827,audio_features,5VP1yXviUwA0KA0ewit5pe,spotify:track:5VP1yXviUwA0KA0ewit5pe,https://api.spotify.com/v1/tracks/5VP1yXviUwA0KA0ewit5pe,https://api.spotify.com/v1/audio-analysis/5VP1yXviUwA0KA0ewit5pe,216307.0,3.0
Laufey,Dance With You Tonight,158560,0.594,0.287,5.0,-8.933,1.0,0.0373,0.931,5.68e-06,0.111,0.319,107.57,audio_features,1WUAyibDAavzj94N8JwVpW,spotify:track:1WUAyibDAavzj94N8JwVpW,https://api.spotify.com/v1/tracks/1WUAyibDAavzj94N8JwVpW,https://api.spotify.com/v1/audio-analysis/1WUAyibDAavzj94N8JwVpW,158560.0,4.0
Laufey,Dear Soulmate,260026,0.286,0.117,11.0,-16.238,1.0,0.0364,0.952,1.31e-05,0.105,0.23,178.048,audio_features,2OcTokSU4FnEaIMpNSAh9F,spotify:track:2OcTokSU4FnEaIMpNSAh9F,https://api.spotify.com/v1/tracks/2OcTokSU4FnEaIMpNSAh9F,https://api.spotify.com/v1/audio-analysis/2OcTokSU4FnEaIMpNSAh9F,260027.0,3.0
Laufey,Dreamer,329351,0.613,0.146,2.0,-11.211,1.0,0.0394,0.954,0.0,0.0857,0.413,117.075,audio_features,1YxQxV5sKZN1TgVpXl5MLA,spotify:track:1YxQxV5sKZN1TgVpXl5MLA,https://api.spotify.com/v1/tracks/1YxQxV5sKZN1TgVpXl5MLA,https://api.spotify.com/v1/audio-analysis/1YxQxV5sKZN1TgVpXl5MLA,210827.0,4.0
Laufey,Everything I Know About Love,209706,0.66,0.329,7.0,-7.44,1.0,0.0439,0.615,0.0,0.332,0.513,68.038,audio_features,0AwmMHWOVftwCi5hkcNQ5z,spotify:track:0AwmMHWOVftwCi5hkcNQ5z,https://api.spotify.com/v1/tracks/0AwmMHWOVftwCi5hkcNQ5z,https://api.spotify.com/v1/audio-analysis/0AwmMHWOVftwCi5hkcNQ5z,209707.0,4.0
Laufey,Falling Behind,200225,0.449,0.353,7.0,-12.986,1.0,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640.0,4.0
Laufey,Fragile,420489,0.361,0.413,3.0,-12.43,1.0,0.065,0.931,0.000179,0.231,0.336,149.301,audio_features,608wYP5XWenLz8cOSYjX7X,spotify:track:608wYP5XWenLz8cOSYjX7X,https://api.spotify.com/v1/tracks/608wYP5XWenLz8cOSYjX7X,https://api.spotify.com/v1/audio-analysis/608wYP5XWenLz8cOSYjX7X,241080.0,4.0
Laufey,From The Start,324403,0.554,0.339,1.0,-10.088,1.0,0.0779,0.886,0.00128,0.11,0.83,80.994,audio_features,43iIQbw5hx986dUEZbr3eN,spotify:track:43iIQbw5hx986dUEZbr3eN,https://api.spotify.com/v1/tracks/43iIQbw5hx986dUEZbr3eN,https://api.spotify.com/v1/audio-analysis/43iIQbw5hx986dUEZbr3eN,169573.0,4.0
Laufey,Goddess,449578,0.372,0.128,5.0,-12.997,1.0,0.0355,0.973,0.000315,0.0916,0.172,78.949,audio_features,2SEeyc2KS9DIjiJPCYtfgJ,spotify:track:2SEeyc2KS9DIjiJPCYtfgJ,https://api.spotify.com/v1/tracks/2SEeyc2KS9DIjiJPCYtfgJ,https://api.spotify.com/v1/audio-analysis/2SEeyc2KS9DIjiJPCYtfgJ,267867.0,4.0
Laufey,Haunted,200626,0.481,0.266,7.0,-14.83,0.0,0.0284,0.962,0.0133,0.127,0.0932,109.087,audio_features,1bx9j48IeWnDnPqcTTqT8Q,spotify:track:1bx9j48IeWnDnPqcTTqT8Q,https://api.spotify.com/v1/tracks/1bx9j48IeWnDnPqcTTqT8Q,https://api.spotify.com/v1/audio-analysis/1bx9j48IeWnDnPqcTTqT8Q,200627.0,4.0
Laufey,Hi,193573,0.466,0.112,7.0,-15.298,1.0,0.0519,0.967,1.02e-06,0.108,0.332,113.484,audio_features,46gvG4Btf56iVXysXR3KLn,spotify:track:46gvG4Btf56iVXysXR3KLn,https://api.spotify.com/v1/tracks/46gvG4Btf56iVXysXR3KLn,https://api.spotify.com/v1/audio-analysis/46gvG4Btf56iVXysXR3KLn,193573.0,4.0
Laufey,I Wish You Love,155138,0.736,0.376,0.0,-9.48,1.0,0.0324,0.837,3.48e-06,0.151,0.633,108.066,audio_features,5zHLswJplBXyPstFSSMIOH,spotify:track:5zHLswJplBXyPstFSSMIOH,https://api.spotify.com/v1/tracks/5zHLswJplBXyPstFSSMIOH,https://api.spotify.com/v1/audio-analysis/5zHLswJplBXyPstFSSMIOH,155139.0,4.0
Laufey,I've Never Been In Love Before,222146,0.375,0.19,7.0,-10.845,1.0,0.037,0.912,2.28e-06,0.0965,0.101,139.811,audio_features,4IqrPu63viykyz34gUYKAx,spotify:track:4IqrPu63viykyz34gUYKAx,https://api.spotify.com/v1/tracks/4IqrPu63viykyz34gUYKAx,https://api.spotify.com/v1/audio-analysis/4IqrPu63viykyz34gUYKAx,222147.0,4.0
Laufey,It Could Happen To You,105325,0.681,0.278,2.0,-10.758,1.0,0.0446,0.779,3.61e-05,0.108,0.431,80.562,audio_features,1pyfaPU3aw8JorXRJQf6cs,spotify:track:1pyfaPU3aw8JorXRJQf6cs,https://api.spotify.com/v1/tracks/1pyfaPU3aw8JorXRJQf6cs,https://api.spotify.com/v1/audio-analysis/1pyfaPU3aw8JorXRJQf6cs,127853.0,4.0
Laufey,James,175970,0.499,0.37,9.0,-9.907,1.0,0.0446,0.846,0.000188,0.16,0.37,133.513,audio_features,2y1NtQ2ZfIq0zBUP3tOlbX,spotify:track:2y1NtQ2ZfIq0zBUP3tOlbX,https://api.spotify.com/v1/tracks/2y1NtQ2ZfIq0zBUP3tOlbX,https://api.spotify.com/v1/audio-analysis/2y1NtQ2ZfIq0zBUP3tOlbX,175970.0,4.0
Laufey,Just Like Chet,216453,0.424,0.136,2.0,-15.209,1.0,0.0454,0.98,0.000149,0.0943,0.452,82.611,audio_features,1yNylaCqr4SbSUcgvStBGJ,spotify:track:1yNylaCqr4SbSUcgvStBGJ,https://api.spotify.com/v1/tracks/1yNylaCqr4SbSUcgvStBGJ,https://api.spotify.com/v1/audio-analysis/1yNylaCqr4SbSUcgvStBGJ,216453.0,4.0
Laufey,Let You Break My Heart Again,409194,0.299,0.142,2.0,-15.134,1.0,0.0369,0.965,0.113,0.111,0.123,76.748,audio_features,709p9UGPAuyImWf1Z3vjRo,spotify:track:709p9UGPAuyImWf1Z3vjRo,https://api.spotify.com/v1/tracks/709p9UGPAuyImWf1Z3vjRo,https://api.spotify.com/v1/audio-analysis/709p9UGPAuyImWf1Z3vjRo,269067.0,4.0
Laufey,Letter To My 13 Year Old Self,776405,0.521,0.141,10.0,-14.915,1.0,0.03,0.97,0.000114,0.0992,0.235,92.06,audio_features,59Y1f3y8FuLjadWY9Bx2LC,spotify:track:59Y1f3y8FuLjadWY9Bx2LC,https://api.spotify.com/v1/tracks/59Y1f3y8FuLjadWY9Bx2LC,https://api.spotify.com/v1/audio-analysis/59Y1f3y8FuLjadWY9Bx2LC,262680.0,4.0
Laufey,Like the Movies,162758,0.575,0.274,0.0,-10.242,1.0,0.035,0.908,8.67e-05,0.146,0.214,87.13,audio_features,1hUXDEqjNIIbfjTcaz3jzb,spotify:track:1hUXDEqjNIIbfjTcaz3jzb,https://api.spotify.com/v1/tracks/1hUXDEqjNIIbfjTcaz3jzb,https://api.spotify.com/v1/audio-analysis/1hUXDEqjNIIbfjTcaz3jzb,162759.0,4.0
Laufey,Love Flew Away,147346,0.411,0.361,5.0,-8.466,1.0,0.0302,0.92,2.36e-06,0.102,0.315,86.325,audio_features,5Uro6tis4oexrT4Po1q71H,spotify:track:5Uro6tis4oexrT4Po1q71H,https://api.spotify.com/v1/tracks/5Uro6tis4oexrT4Po1q71H,https://api.spotify.com/v1/audio-analysis/5Uro6tis4oexrT4Po1q71H,147347.0,4.0
Laufey,Lovesick,272788,0.583,0.372,4.0,-9.58,1.0,0.0281,0.664,9.51e-06,0.112,0.338,104.973,audio_features,39fD0qvjgk8RarJnoBiDTx,spotify:track:39fD0qvjgk8RarJnoBiDTx,https://api.spotify.com/v1/tracks/39fD0qvjgk8RarJnoBiDTx,https://api.spotify.com/v1/audio-analysis/39fD0qvjgk8RarJnoBiDTx,225360.0,4.0
Laufey,Lucky for Me,144093,0.604,0.347,7.0,-9.633,1.0,0.0358,0.906,6.4e-06,0.105,0.386,111.991,audio_features,4pOTM8mcaosHV1SbcJg4xl,spotify:track:4pOTM8mcaosHV1SbcJg4xl,https://api.spotify.com/v1/tracks/4pOTM8mcaosHV1SbcJg4xl,https://api.spotify.com/v1/audio-analysis/4pOTM8mcaosHV1SbcJg4xl,144093.0,3.0
Laufey,Magnolia,332173,0.3,0.258,1.0,-12.129,1.0,0.0363,0.861,0.0,0.166,0.309,167.407,audio_features,0R5vO904RzxDJ30yZaspQD,spotify:track:0R5vO904RzxDJ30yZaspQD,https://api.spotify.com/v1/tracks/0R5vO904RzxDJ30yZaspQD,https://api.spotify.com/v1/audio-analysis/0R5vO904RzxDJ30yZaspQD,180301.0,3.0
Laufey,Misty,209800,0.321,0.181,0.0,-12.758,1.0,0.0367,0.956,1.6e-05,0.0977,0.115,66.539,audio_features,5oEJyOsT68BDRwLoQQJl6W,spotify:track:5oEJyOsT68BDRwLoQQJl6W,https://api.spotify.com/v1/tracks/5oEJyOsT68BDRwLoQQJl6W,https://api.spotify.com/v1/audio-analysis/5oEJyOsT68BDRwLoQQJl6W,209800.0,3.0
Laufey,Must Be Love,184960,0.413,0.171,0.0,-13.432,1.0,0.0348,0.962,0.000256,0.108,0.224,142.205,audio_features,4kSC1tqpUxYdZTqtA0aztf,spotify:track:4kSC1tqpUxYdZTqtA0aztf,https://api.spotify.com/v1/tracks/4kSC1tqpUxYdZTqtA0aztf,https://api.spotify.com/v1/audio-analysis/4kSC1tqpUxYdZTqtA0aztf,184960.0,4.0
Laufey,Night Light,242186,0.2,0.299,3.0,-9.672,1.0,0.0327,0.947,0.000201,0.0954,0.144,61.134,audio_features,586XY9PKIeyOtclmPvF1yS,spotify:track:586XY9PKIeyOtclmPvF1yS,https://api.spotify.com/v1/tracks/586XY9PKIeyOtclmPvF1yS,https://api.spotify.com/v1/audio-analysis/586XY9PKIeyOtclmPvF1yS,242187.0,4.0
Laufey,Nocturne (Interlude),144066,0.335,0.125,2.0,-16.564,1.0,0.036,0.989,0.947,0.109,0.0355,164.778,audio_features,2dcPutROdT0VLw2ajhBwTc,spotify:track:2dcPutROdT0VLw2ajhBwTc,https://api.spotify.com/v1/tracks/2dcPutROdT0VLw2ajhBwTc,https://api.spotify.com/v1/audio-analysis/2dcPutROdT0VLw2ajhBwTc,144067.0,4.0
Laufey,Promise,438729,0.263,0.112,5.0,-16.55,1.0,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,audio_features,08PdFBcXzpkn1cWNgmKqhn,spotify:track:08PdFBcXzpkn1cWNgmKqhn,https://api.spotify.com/v1/tracks/08PdFBcXzpkn1cWNgmKqhn,https://api.spotify.com/v1/audio-analysis/08PdFBcXzpkn1cWNgmKqhn,234267.0,4.0
Laufey,Questions For The Universe,203693,0.395,0.0894,7.0,-15.838,1.0,0.0384,0.983,0.000748,0.079,0.163,83.222,audio_features,7kle3wveNJelYdI1khvHDb,spotify:track:7kle3wveNJelYdI1khvHDb,https://api.spotify.com/v1/tracks/7kle3wveNJelYdI1khvHDb,https://api.spotify.com/v1/audio-analysis/7kle3wveNJelYdI1khvHDb,203693.0,4.0
Laufey,Second Best,333076,0.419,0.204,10.0,-14.566,1.0,0.0343,0.952,1.45e-05,0.0999,0.154,135.141,audio_features,4Y9Ge3i5r0vgFAZq653Yx3,spotify:track:4Y9Ge3i5r0vgFAZq653Yx3,https://api.spotify.com/v1/tracks/4Y9Ge3i5r0vgFAZq653Yx3,https://api.spotify.com/v1/audio-analysis/4Y9Ge3i5r0vgFAZq653Yx3,204813.0,3.0
Laufey,Serendipity,219906,0.388,0.122,5.0,-14.536,1.0,0.0407,0.98,0.000223,0.115,0.224,125.218,audio_features,5yIuA6g8P4nwWGMzXfhX4a,spotify:track:5yIuA6g8P4nwWGMzXfhX4a,https://api.spotify.com/v1/tracks/5yIuA6g8P4nwWGMzXfhX4a,https://api.spotify.com/v1/audio-analysis/5yIuA6g8P4nwWGMzXfhX4a,219907.0,3.0
Laufey,Slow Down,145093,0.696,0.12,11.0,-15.161,1.0,0.0371,0.966,0.00242,0.106,0.422,98.805,audio_features,4KLZOU5V5XuEkvytSgyW6u,spotify:track:4KLZOU5V5XuEkvytSgyW6u,https://api.spotify.com/v1/tracks/4KLZOU5V5XuEkvytSgyW6u,https://api.spotify.com/v1/audio-analysis/4KLZOU5V5XuEkvytSgyW6u,145093.0,3.0
Laufey,Someone New,198000,0.49,0.261,0.0,-12.213,1.0,0.0375,0.892,7.95e-06,0.13,0.16,90.134,audio_features,1trLEhC9nDvvj36MfnlwcJ,spotify:track:1trLEhC9nDvvj36MfnlwcJ,https://api.spotify.com/v1/tracks/1trLEhC9nDvvj36MfnlwcJ,https://api.spotify.com/v1/audio-analysis/1trLEhC9nDvvj36MfnlwcJ,198000.0,3.0
Laufey,Street by Street,219683,0.694,0.279,0.0,-10.871,1.0,0.0546,0.87,2.49e-06,0.137,0.216,82.068,audio_features,0OuOPYd05eORfLw94apb8j,spotify:track:0OuOPYd05eORfLw94apb8j,https://api.spotify.com/v1/tracks/0OuOPYd05eORfLw94apb8j,https://api.spotify.com/v1/audio-analysis/0OuOPYd05eORfLw94apb8j,224098.0,4.0
Laufey,Trouble,171760,0.335,0.182,6.0,-13.905,0.0,0.0926,0.926,3.54e-06,0.105,0.245,197.286,audio_features,0Ah2wJirVEGUITkcPU6ali,spotify:track:0Ah2wJirVEGUITkcPU6ali,https://api.spotify.com/v1/tracks/0Ah2wJirVEGUITkcPU6ali,https://api.spotify.com/v1/audio-analysis/0Ah2wJirVEGUITkcPU6ali,171760.0,3.0
Laufey,Valentine,199680,0.472,0.204,3.0,-13.065,1.0,0.0452,0.917,0.0,0.107,0.224,82.51,audio_features,6cx5CvFhqN19efStehJqoW,spotify:track:6cx5CvFhqN19efStehJqoW,https://api.spotify.com/v1/tracks/6cx5CvFhqN19efStehJqoW,https://api.spotify.com/v1/audio-analysis/6cx5CvFhqN19efStehJqoW,168907.0,4.0
Laufey,What Love Will Do to You,171253,0.409,0.219,1.0,-11.73,1.0,0.0572,0.94,1.14e-06,0.11,0.382,76.061,audio_features,4TvZH3MgJ1ZNBPquN2xwjK,spotify:track:4TvZH3MgJ1ZNBPquN2xwjK,https://api.spotify.com/v1/tracks/4TvZH3MgJ1ZNBPquN2xwjK,https://api.spotify.com/v1/audio-analysis/4TvZH3MgJ1ZNBPquN2xwjK,171253.0,4.0
Laufey,Where or When,203300,0.277,0.285,0.0,-10.786,1.0,0.0348,0.97,0.0731,0.1,0.171,87.281,audio_features,4gJXJkd0zFFanZL2w0RsMB,spotify:track:4gJXJkd0zFFanZL2w0RsMB,https://api.spotify.com/v1/tracks/4gJXJkd0zFFanZL2w0RsMB,https://api.spotify.com/v1/audio-analysis/4gJXJkd0zFFanZL2w0RsMB,203300.0,4.0
Laufey,While You Were Sleeping,177493,0.299,0.333,4.0,-10.896,1.0,0.0343,0.931,4.19e-05,0.291,0.395,156.164,audio_features,753iehfOnYSmjVfjx20znR,spotify:track:753iehfOnYSmjVfjx20znR,https://api.spotify.com/v1/tracks/753iehfOnYSmjVfjx20znR,https://api.spotify.com/v1/audio-analysis/753iehfOnYSmjVfjx20znR,177493.0,3.0
Laufey,Winter Wonderland - Spotify Singles Holiday,59234,0.528,0.281,2.0,-9.784,1.0,0.037,0.839,0.0,0.0873,0.514,127.617,audio_features,1LmkdWSxjCV7wKTPsCvYWN,spotify:track:1LmkdWSxjCV7wKTPsCvYWN,https://api.spotify.com/v1/tracks/1LmkdWSxjCV7wKTPsCvYWN,https://api.spotify.com/v1/audio-analysis/1LmkdWSxjCV7wKTPsCvYWN,132800.0,4.0
Lauren Daigle,Rescue,835,0.293,0.237,6.0,-8.17,1.0,0.0284,0.78,0.0,0.11,0.108,92.935,audio_features,7r9kOxiNDnkAg5QKqtyjVk,spotify:track:7r9kOxiNDnkAg5QKqtyjVk,https://api.spotify.com/v1/tracks/7r9kOxiNDnkAg5QKqtyjVk,https://api.spotify.com/v1/audio-analysis/7r9kOxiNDnkAg5QKqtyjVk,215613.0,4.0
Laurindo Almeida,The Lamp Is Low,195456,0.486,0.313,7.0,-14.323,1.0,0.0252,0.894,0.948,0.167,0.199,102.605,audio_features,4QzZVJc6qPTtTkPem7qZRo,spotify:track:4QzZVJc6qPTtTkPem7qZRo,https://api.spotify.com/v1/tracks/4QzZVJc6qPTtTkPem7qZRo,https://api.spotify.com/v1/audio-analysis/4QzZVJc6qPTtTkPem7qZRo,170791.0,4.0
Lauv,Chasing Fire,175475,0.708,0.562,5.0,-4.864,1.0,0.0725,0.0449,0.0,0.216,0.386,125.963,audio_features,0wCiZgPLKt7M2aoPMBB6Tx,spotify:track:0wCiZgPLKt7M2aoPMBB6Tx,https://api.spotify.com/v1/tracks/0wCiZgPLKt7M2aoPMBB6Tx,https://api.spotify.com/v1/audio-analysis/0wCiZgPLKt7M2aoPMBB6Tx,205267.0,4.0
Lauv,Fake,104191,0.703,0.656,6.0,-5.363,0.0,0.078,0.139,0.0,0.0947,0.455,82.964,audio_features,1oz3gEoNWHAS3pjwThdSJb,spotify:track:1oz3gEoNWHAS3pjwThdSJb,https://api.spotify.com/v1/tracks/1oz3gEoNWHAS3pjwThdSJb,https://api.spotify.com/v1/audio-analysis/1oz3gEoNWHAS3pjwThdSJb,146375.0,4.0
Lauv,Feelings,189906,0.7,0.394,9.0,-8.911,1.0,0.0328,0.0567,0.0,0.0801,0.241,103.041,audio_features,6r3duEAfFTH83DuoywkG20,spotify:track:6r3duEAfFTH83DuoywkG20,https://api.spotify.com/v1/tracks/6r3duEAfFTH83DuoywkG20,https://api.spotify.com/v1/audio-analysis/6r3duEAfFTH83DuoywkG20,189907.0,4.0
Lauv,Getting Over You,195669,0.604,0.506,0.0,-7.928,1.0,0.0385,0.273,2.45e-06,0.0943,0.114,91.984,audio_features,0uSmTpVS9XNRjhanRfxmSJ,spotify:track:0uSmTpVS9XNRjhanRfxmSJ,https://api.spotify.com/v1/tracks/0uSmTpVS9XNRjhanRfxmSJ,https://api.spotify.com/v1/audio-analysis/0uSmTpVS9XNRjhanRfxmSJ,255886.0,4.0
Lauv,I Like Me Better,21205,0.753,0.505,9.0,-7.621,1.0,0.255,0.534,2.58e-06,0.104,0.419,91.972,audio_features,0EcQcdcbQeVJn9fknj44Be,spotify:track:0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/tracks/0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/audio-analysis/0EcQcdcbQeVJn9fknj44Be,197437.0,4.0
Lauv,Love U Like That,198378,0.714,0.671,10.0,-3.572,1.0,0.0321,0.0865,0.0,0.0644,0.238,95.005,audio_features,3rmqiQbzPDx7A8p88IRFKg,spotify:track:3rmqiQbzPDx7A8p88IRFKg,https://api.spotify.com/v1/tracks/3rmqiQbzPDx7A8p88IRFKg,https://api.spotify.com/v1/audio-analysis/3rmqiQbzPDx7A8p88IRFKg,211734.0,4.0
Lauv,Paris in the Rain,129237,0.406,0.408,3.0,-9.419,1.0,0.053,0.771,7.88e-06,0.394,0.525,79.705,audio_features,2MOoIbJWIYikwIXjBDe26i,spotify:track:2MOoIbJWIYikwIXjBDe26i,https://api.spotify.com/v1/tracks/2MOoIbJWIYikwIXjBDe26i,https://api.spotify.com/v1/audio-analysis/2MOoIbJWIYikwIXjBDe26i,204712.0,4.0
Lauv,Steal The Show,151871,0.618,0.462,7.0,-13.154,1.0,0.0328,0.332,0.000862,0.279,0.419,92.489,audio_features,0SccFtYdj75y6lL2OW10Cf,spotify:track:0SccFtYdj75y6lL2OW10Cf,https://api.spotify.com/v1/tracks/0SccFtYdj75y6lL2OW10Cf,https://api.spotify.com/v1/audio-analysis/0SccFtYdj75y6lL2OW10Cf,192507.0,4.0
Lauv,Stranger,164688,0.65,0.538,5.0,-7.511,1.0,0.0464,0.128,4.95e-06,0.127,0.501,153.179,audio_features,3aUD2nXnCYiGd9V1UhfyRz,spotify:track:3aUD2nXnCYiGd9V1UhfyRz,https://api.spotify.com/v1/tracks/3aUD2nXnCYiGd9V1UhfyRz,https://api.spotify.com/v1/audio-analysis/3aUD2nXnCYiGd9V1UhfyRz,164689.0,4.0
Lauv,The Other,768,0.381,0.552,7.0,-6.621,1.0,0.0656,0.421,2.29e-06,0.0788,0.383,179.623,audio_features,1DlGTnBydbBcOSdC6XEZnq,spotify:track:1DlGTnBydbBcOSdC6XEZnq,https://api.spotify.com/v1/tracks/1DlGTnBydbBcOSdC6XEZnq,https://api.spotify.com/v1/audio-analysis/1DlGTnBydbBcOSdC6XEZnq,189333.0,4.0
Lauv,There's No Way (feat. Julia Michaels),8704,0.755,0.625,2.0,-7.114,1.0,0.0897,0.49,0.0,0.157,0.374,147.022,audio_features,3F7bhRhNpY4YKrwa4kGeUz,spotify:track:3F7bhRhNpY4YKrwa4kGeUz,https://api.spotify.com/v1/tracks/3F7bhRhNpY4YKrwa4kGeUz,https://api.spotify.com/v1/audio-analysis/3F7bhRhNpY4YKrwa4kGeUz,174861.0,4.0
Lauv,Who,4829,0.632,0.337,11.0,-8.0,0.0,0.033,0.558,0.0,0.104,0.0982,141.701,audio_features,0pSqYDTjY1Xt86usTQslAx,spotify:track:0pSqYDTjY1Xt86usTQslAx,https://api.spotify.com/v1/tracks/0pSqYDTjY1Xt86usTQslAx,https://api.spotify.com/v1/audio-analysis/0pSqYDTjY1Xt86usTQslAx,180413.0,3.0
Lauv,"fuck, i'm lonely",43157,0.809,0.547,9.0,-7.305,1.0,0.0614,0.452,0.0,0.054,0.718,94.992,audio_features,2RNsweBBb1a6tAHXQtt2xH,spotify:track:2RNsweBBb1a6tAHXQtt2xH,https://api.spotify.com/v1/tracks/2RNsweBBb1a6tAHXQtt2xH,https://api.spotify.com/v1/audio-analysis/2RNsweBBb1a6tAHXQtt2xH,198973.0,4.0
Lay Bankz,Ick,1728,0.903,0.769,2.0,-3.371,1.0,0.128,0.263,0.0,0.143,0.508,137.983,audio_features,3gZilge8NsINDKKlZD03Zg,spotify:track:3gZilge8NsINDKKlZD03Zg,https://api.spotify.com/v1/tracks/3gZilge8NsINDKKlZD03Zg,https://api.spotify.com/v1/audio-analysis/3gZilge8NsINDKKlZD03Zg,115725.0,4.0
Lay Bankz,Na Na Na,1393,0.742,0.92,7.0,-5.365,1.0,0.108,0.00169,2.51e-05,0.0581,0.932,154.939,audio_features,6G4ICKUrsPb117ULGyrQ5N,spotify:track:6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/tracks/6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/audio-analysis/6G4ICKUrsPb117ULGyrQ5N,100122.0,4.0
Lay Bankz,Tell Ur Girlfriend,5131,0.866,0.741,7.0,-4.66,1.0,0.245,0.0933,0.0,0.0297,0.614,135.07,audio_features,3lMzT16MjAKKXF7pSZn13B,spotify:track:3lMzT16MjAKKXF7pSZn13B,https://api.spotify.com/v1/tracks/3lMzT16MjAKKXF7pSZn13B,https://api.spotify.com/v1/audio-analysis/3lMzT16MjAKKXF7pSZn13B,124444.0,4.0
Leanna Firestone,10:15,17325,0.557,0.125,10.0,-15.757,1.0,0.039,0.984,0.399,0.108,0.711,155.981,audio_features,2KfrYYmvGdGSF4wdYgE25i,spotify:track:2KfrYYmvGdGSF4wdYgE25i,https://api.spotify.com/v1/tracks/2KfrYYmvGdGSF4wdYgE25i,https://api.spotify.com/v1/audio-analysis/2KfrYYmvGdGSF4wdYgE25i,64489.0,3.0
Lee Young Ji,Small girl (feat. D.O.),3072,0.77,0.597,1.0,-4.901,1.0,0.223,0.53,0.0,0.239,0.875,170.022,audio_features,1AtFSBJibfaqfiOByQCwZ5,spotify:track:1AtFSBJibfaqfiOByQCwZ5,https://api.spotify.com/v1/tracks/1AtFSBJibfaqfiOByQCwZ5,https://api.spotify.com/v1/audio-analysis/1AtFSBJibfaqfiOByQCwZ5,189707.0,4.0
LeeHi,ONLY,859,0.536,0.296,5.0,-7.451,1.0,0.0346,0.892,0.0,0.0873,0.151,122.907,audio_features,6TBJkXHPhu3EsMk1bshwuI,spotify:track:6TBJkXHPhu3EsMk1bshwuI,https://api.spotify.com/v1/tracks/6TBJkXHPhu3EsMk1bshwuI,https://api.spotify.com/v1/audio-analysis/6TBJkXHPhu3EsMk1bshwuI,240907.0,3.0
Lehmber Hussainpuri,Sadi Gali,127036,0.726,0.994,5.0,-2.433,0.0,0.0543,0.021,0.0108,0.222,0.779,129.989,audio_features,1tEto4JrqNmBZFH5uAiYqb,spotify:track:1tEto4JrqNmBZFH5uAiYqb,https://api.spotify.com/v1/tracks/1tEto4JrqNmBZFH5uAiYqb,https://api.spotify.com/v1/audio-analysis/1tEto4JrqNmBZFH5uAiYqb,264900.0,4.0
Leith Ross,We'll Never Have Sex,2321,0.443,0.0972,2.0,-16.496,1.0,0.0793,0.952,0.0102,0.115,0.289,86.686,audio_features,4Do3s3aivnqbUAvUEDEsAG,spotify:track:4Do3s3aivnqbUAvUEDEsAG,https://api.spotify.com/v1/tracks/4Do3s3aivnqbUAvUEDEsAG,https://api.spotify.com/v1/audio-analysis/4Do3s3aivnqbUAvUEDEsAG,100716.0,4.0
Lelio Luttazzi,Souvenir d'Italie,2600,0.0,0.439,7.0,-13.484,1.0,0.0,0.686,0.95,0.307,0.0,0.0,audio_features,6CeajvxcjyZ46cGbrKwq9n,spotify:track:6CeajvxcjyZ46cGbrKwq9n,https://api.spotify.com/v1/tracks/6CeajvxcjyZ46cGbrKwq9n,https://api.spotify.com/v1/audio-analysis/6CeajvxcjyZ46cGbrKwq9n,72413.0,0.0
Lesley Gore,Misty,99513,0.534,0.256,0.0,-13.291,1.0,0.0277,0.83,4.49e-05,0.206,0.475,97.742,audio_features,2exbololsmP1XM2gmBEvAW,spotify:track:2exbololsmP1XM2gmBEvAW,https://api.spotify.com/v1/tracks/2exbololsmP1XM2gmBEvAW,https://api.spotify.com/v1/audio-analysis/2exbololsmP1XM2gmBEvAW,138000.0,3.0
Leyla Blue,Gasoline,1137,0.532,0.432,4.0,-7.856,0.0,0.343,0.249,0.0,0.411,0.458,80.31,audio_features,3OmU1R6xEVCkuokKHtOfOl,spotify:track:3OmU1R6xEVCkuokKHtOfOl,https://api.spotify.com/v1/tracks/3OmU1R6xEVCkuokKHtOfOl,https://api.spotify.com/v1/audio-analysis/3OmU1R6xEVCkuokKHtOfOl,170602.0,4.0
Leyla Blue,What A Shame,151949,0.699,0.463,0.0,-7.828,1.0,0.475,0.315,0.0,0.0803,0.565,143.99,audio_features,7FGIEAVXfegxngH9Jg6VwA,spotify:track:7FGIEAVXfegxngH9Jg6VwA,https://api.spotify.com/v1/tracks/7FGIEAVXfegxngH9Jg6VwA,https://api.spotify.com/v1/audio-analysis/7FGIEAVXfegxngH9Jg6VwA,177200.0,4.0
