artistName,trackName,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Blur,Good Song,1173,0.651,0.493,5.0,-9.113,1.0,0.0286,0.213,0.538,0.188,0.719,168.544,audio_features,75WFyYrXPMAWyN6jOBB7IC,spotify:track:75WFyYrXPMAWyN6jOBB7IC,https://api.spotify.com/v1/tracks/75WFyYrXPMAWyN6jOBB7IC,https://api.spotify.com/v1/audio-analysis/75WFyYrXPMAWyN6jOBB7IC,187680.0,4.0
Bo Burnham,1985,533,0.646,0.724,4.0,-7.466,0.0,0.0475,0.0432,0.0,0.333,0.894,155.85,audio_features,0yNiaePZow0ycdrmLV0J7y,spotify:track:0yNiaePZow0ycdrmLV0J7y,https://api.spotify.com/v1/tracks/0yNiaePZow0ycdrmLV0J7y,https://api.spotify.com/v1/audio-analysis/0yNiaePZow0ycdrmLV0J7y,146654.0,4.0
Bohemia,Same Beef,278,0.779,0.854,9.0,-4.958,1.0,0.219,0.0462,0.0,0.21,0.379,91.992,audio_features,65c6VCikt7f5sAS1heoYQC,spotify:track:65c6VCikt7f5sAS1heoYQC,https://api.spotify.com/v1/tracks/65c6VCikt7f5sAS1heoYQC,https://api.spotify.com/v1/audio-analysis/65c6VCikt7f5sAS1heoYQC,290360.0,4.0
Bon Iver,Beach Baby,6580,0.669,0.0809,0.0,-17.282,1.0,0.0365,0.983,0.41,0.114,0.0922,114.355,audio_features,2LXtyj95dK56ENS1QLt4IB,spotify:track:2LXtyj95dK56ENS1QLt4IB,https://api.spotify.com/v1/tracks/2LXtyj95dK56ENS1QLt4IB,https://api.spotify.com/v1/audio-analysis/2LXtyj95dK56ENS1QLt4IB,160093.0,3.0
Boney M.,Daddy Cool,8707,0.763,0.777,5.0,-6.932,0.0,0.0364,0.281,0.79,0.134,0.929,124.431,audio_features,3WMbD1OyfKuwWDWMNbPQ4g,spotify:track:3WMbD1OyfKuwWDWMNbPQ4g,https://api.spotify.com/v1/tracks/3WMbD1OyfKuwWDWMNbPQ4g,https://api.spotify.com/v1/audio-analysis/3WMbD1OyfKuwWDWMNbPQ4g,208600.0,4.0
Bonnie Tyler,Total Eclipse of the Heart,164010,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360.0,4.0
Brandy,The Boy Is Mine,998,0.709,0.67,7.0,-5.584,0.0,0.0423,0.296,0.0,0.0749,0.493,97.942,audio_features,52anJ914oylWdT3CytSMYF,spotify:track:52anJ914oylWdT3CytSMYF,https://api.spotify.com/v1/tracks/52anJ914oylWdT3CytSMYF,https://api.spotify.com/v1/audio-analysis/52anJ914oylWdT3CytSMYF,213384.0,4.0
Breaking Benjamin,The Diary Of Jane,145287,0.392,0.964,10.0,-4.441,0.0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,audio_features,0faXHILILebCGnJBPU6KJJ,spotify:track:0faXHILILebCGnJBPU6KJJ,https://api.spotify.com/v1/tracks/0faXHILILebCGnJBPU6KJJ,https://api.spotify.com/v1/audio-analysis/0faXHILILebCGnJBPU6KJJ,200547.0,4.0
Brent Faiyaz,Clouded,1695,0.583,0.344,2.0,-8.765,1.0,0.0559,0.774,0.0,0.143,0.581,65.203,audio_features,2J6OF7CkpdQGSfm1wdclqn,spotify:track:2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn,110129.0,3.0
Brent Faiyaz,Forever Yours,1207,0.646,0.503,2.0,-7.472,1.0,0.0312,0.00426,0.000279,0.652,0.789,137.007,audio_features,2JqkpMe2eJToJNHEqkJeCu,spotify:track:2JqkpMe2eJToJNHEqkJeCu,https://api.spotify.com/v1/tracks/2JqkpMe2eJToJNHEqkJeCu,https://api.spotify.com/v1/audio-analysis/2JqkpMe2eJToJNHEqkJeCu,96369.0,4.0
Brijesh Shandilya,Banno,174126,0.757,0.877,7.0,-5.044,1.0,0.0802,0.136,1.89e-05,0.0849,0.706,108.013,audio_features,5ukDx1Fzu219N539FAhUKw,spotify:track:5ukDx1Fzu219N539FAhUKw,https://api.spotify.com/v1/tracks/5ukDx1Fzu219N539FAhUKw,https://api.spotify.com/v1/audio-analysis/5ukDx1Fzu219N539FAhUKw,196173.0,4.0
Britney Manson,FΛSHION,1091,0.752,0.64,10.0,-6.564,1.0,0.0321,0.00117,0.001,0.765,0.249,120.01,audio_features,70jiETKdlLEram2zJSHdHH,spotify:track:70jiETKdlLEram2zJSHdHH,https://api.spotify.com/v1/tracks/70jiETKdlLEram2zJSHdHH,https://api.spotify.com/v1/audio-analysis/70jiETKdlLEram2zJSHdHH,146531.0,4.0
Britney Spears,...Baby One More Time,5851,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067.0,4.0
Britney Spears,Circus,1066,0.791,0.733,6.0,-5.215,0.0,0.052,0.147,0.000381,0.0713,0.761,114.98,audio_features,7jk7gqyEonmVVYahZN5zhW,spotify:track:7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/tracks/7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/audio-analysis/7jk7gqyEonmVVYahZN5zhW,192360.0,4.0
Britney Spears,Gimme More,73301,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240.0,4.0
Britney Spears,Oops!...I Did It Again,1880,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,spotify:track:6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ,211160.0,4.0
Britney Spears,Toxic,198800,0.774,0.838,5.0,-3.914,0.0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/audio-analysis/6I9VzXrHxO9rA9A5euc8Ak,198800.0,4.0
Bruno Major,Nothing,1685,0.555,0.27,2.0,-15.892,1.0,0.0888,0.931,0.544,0.103,0.271,139.681,audio_features,1lORkxEMmsCZqhoxcmk3A3,spotify:track:1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/tracks/1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/audio-analysis/1lORkxEMmsCZqhoxcmk3A3,162797.0,3.0
Bruno Major,Places We Won't Walk,789,0.392,0.0894,3.0,-16.046,1.0,0.0476,0.97,6.06e-05,0.108,0.195,87.641,audio_features,0wfnEetPwlLHmnzhRXvPuk,spotify:track:0wfnEetPwlLHmnzhRXvPuk,https://api.spotify.com/v1/tracks/0wfnEetPwlLHmnzhRXvPuk,https://api.spotify.com/v1/audio-analysis/0wfnEetPwlLHmnzhRXvPuk,169410.0,3.0
Bruno Mars,24K Magic,153019,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983.0,4.0
Bruno Mars,Grenade,1386,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,4lLtanYk6tkMvooU0tWzG8,spotify:track:4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8,222091.0,4.0
Bruno Mars,It Will Rain,938,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,audio_features,0M3HkE321xpCbCYqVKzr1q,spotify:track:0M3HkE321xpCbCYqVKzr1q,https://api.spotify.com/v1/tracks/0M3HkE321xpCbCYqVKzr1q,https://api.spotify.com/v1/audio-analysis/0M3HkE321xpCbCYqVKzr1q,257720.0,4.0
Bruno Mars,Just the Way You Are,0,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734.0,4.0
Bruno Mars,Leave The Door Open,1578,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0
Bruno Mars,Locked out of Heaven,9791,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478.0,4.0
Bruno Mars,Talking to the Moon,576,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,audio_features,161DnLWsx1i3u1JT05lzqU,spotify:track:161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU,217867.0,4.0
Bruno Mars,That's What I Like,202036,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693.0,4.0
Bruno Mars,The Lazy Song,0,0.794,0.711,8.0,-5.124,0.0,0.0699,0.3,0.0,0.0955,0.955,174.915,audio_features,386RUes7n1uM1yfzgeUuwp,spotify:track:386RUes7n1uM1yfzgeUuwp,https://api.spotify.com/v1/tracks/386RUes7n1uM1yfzgeUuwp,https://api.spotify.com/v1/audio-analysis/386RUes7n1uM1yfzgeUuwp,189109.0,4.0
Bruno Mars,Treasure,0,0.874,0.692,5.0,-5.28,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560.0,4.0
Bruno Mars,When I Was Your Man,1068,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827.0,4.0
Bryson Tiller,Don't,998,0.765,0.356,11.0,-5.556,0.0,0.195,0.223,0.0,0.0963,0.189,96.991,audio_features,3pXF1nA74528Edde4of9CC,spotify:track:3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293.0,4.0
BØRNS,Electric Love,218106,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107.0,4.0
CURSEDEVIL,TUCA DONKA,0,0.817,0.963,1.0,-3.318,1.0,0.0353,0.0683,0.767,0.312,0.502,130.028,audio_features,7bxyNLXYaEYaZTxAuQTHlD,spotify:track:7bxyNLXYaEYaZTxAuQTHlD,https://api.spotify.com/v1/tracks/7bxyNLXYaEYaZTxAuQTHlD,https://api.spotify.com/v1/audio-analysis/7bxyNLXYaEYaZTxAuQTHlD,75692.0,4.0
Cafuné,Tek It,57386,0.423,0.913,8.0,-5.354,1.0,0.0655,6.53e-05,0.0,0.269,0.596,146.995,audio_features,751srcHf5tUqcEa9pRCQwP,spotify:track:751srcHf5tUqcEa9pRCQwP,https://api.spotify.com/v1/tracks/751srcHf5tUqcEa9pRCQwP,https://api.spotify.com/v1/audio-analysis/751srcHf5tUqcEa9pRCQwP,191823.0,4.0
Cafuné,Tek It - Sped Up,24079,0.348,0.95,10.0,-5.049,0.0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,audio_features,0MnTkIEP4zZN1IUSu8MvIz,spotify:track:0MnTkIEP4zZN1IUSu8MvIz,https://api.spotify.com/v1/tracks/0MnTkIEP4zZN1IUSu8MvIz,https://api.spotify.com/v1/audio-analysis/0MnTkIEP4zZN1IUSu8MvIz,166859.0,4.0
Cage The Elephant,Cigarette Daydreams,208760,0.636,0.676,2.0,-3.442,1.0,0.0263,0.0807,0.0,0.0831,0.273,113.98,audio_features,2tznHmp70DxMyr2XhWLOW0,spotify:track:2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,208760.0,4.0
Cage The Elephant,Cold Cold Cold,4388,0.549,0.789,5.0,-6.071,1.0,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,audio_features,1Q3t9fWvHUXKsMmpD2XpUu,spotify:track:1Q3t9fWvHUXKsMmpD2XpUu,https://api.spotify.com/v1/tracks/1Q3t9fWvHUXKsMmpD2XpUu,https://api.spotify.com/v1/audio-analysis/1Q3t9fWvHUXKsMmpD2XpUu,214387.0,4.0
Cage The Elephant,Come a Little Closer,67136,0.44,0.778,1.0,-1.786,0.0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,audio_features,4sebUbjqbcgDSwG6PbSGI0,spotify:track:4sebUbjqbcgDSwG6PbSGI0,https://api.spotify.com/v1/tracks/4sebUbjqbcgDSwG6PbSGI0,https://api.spotify.com/v1/audio-analysis/4sebUbjqbcgDSwG6PbSGI0,229347.0,4.0
Cage The Elephant,Rainbow,743,0.546,0.716,2.0,-6.731,0.0,0.0472,0.00316,0.00107,0.0569,0.732,75.518,audio_features,6buQeGlk47QiPVoPObaZ7x,spotify:track:6buQeGlk47QiPVoPObaZ7x,https://api.spotify.com/v1/tracks/6buQeGlk47QiPVoPObaZ7x,https://api.spotify.com/v1/audio-analysis/6buQeGlk47QiPVoPObaZ7x,195760.0,4.0
Cage The Elephant,Social Cues,405,0.668,0.913,9.0,-3.097,1.0,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,audio_features,1KuVdyg8d6NlRhbpHxg5UF,spotify:track:1KuVdyg8d6NlRhbpHxg5UF,https://api.spotify.com/v1/tracks/1KuVdyg8d6NlRhbpHxg5UF,https://api.spotify.com/v1/audio-analysis/1KuVdyg8d6NlRhbpHxg5UF,219053.0,4.0
Cage The Elephant,Telescope,1663,0.589,0.481,0.0,-4.801,1.0,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,audio_features,0tkBOcK7oRVXQJY97zzSvr,spotify:track:0tkBOcK7oRVXQJY97zzSvr,https://api.spotify.com/v1/tracks/0tkBOcK7oRVXQJY97zzSvr,https://api.spotify.com/v1/audio-analysis/0tkBOcK7oRVXQJY97zzSvr,228293.0,4.0
Cage The Elephant,Trouble,2048,0.47,0.623,0.0,-5.655,1.0,0.0302,0.392,0.000439,0.0992,0.298,77.861,audio_features,5n0CTysih20NYdT2S0Wpe8,spotify:track:5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/audio-analysis/5n0CTysih20NYdT2S0Wpe8,225973.0,4.0
Calming Rain,1 Hour of Soft Rain to Reduce Stress,48947,0.147,0.954,8.0,-22.684,1.0,0.0763,0.107,0.951,0.868,1e-05,105.536,audio_features,62mFjcWGkt2OY9LT9EvxS2,spotify:track:62mFjcWGkt2OY9LT9EvxS2,https://api.spotify.com/v1/tracks/62mFjcWGkt2OY9LT9EvxS2,https://api.spotify.com/v1/audio-analysis/62mFjcWGkt2OY9LT9EvxS2,3609101.0,3.0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",221773,0.893,0.734,11.0,-3.107,0.0,0.0556,0.0649,0.0,0.143,0.875,101.02,audio_features,7840mcgnpkHeYU8jwMdq4n,spotify:track:7840mcgnpkHeYU8jwMdq4n,https://api.spotify.com/v1/tracks/7840mcgnpkHeYU8jwMdq4n,https://api.spotify.com/v1/audio-analysis/7840mcgnpkHeYU8jwMdq4n,223413.0,4.0
Calvin Harris,How Deep Is Your Love,743,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,212640.0,4.0
Calvin Harris,One Kiss (with Dua Lipa),78878,0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847.0,4.0
Calvin Harris,Slide (feat. Frank Ocean & Migos),1114,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,audio_features,6gpcs5eMhJwax4mIfKDYQk,spotify:track:6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk,230813.0,4.0
Calvin Harris,Summer,348,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533.0,4.0
Calvin Harris,This Is What You Came For,78367,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160.0,4.0
Camila Cabello,Shameless,8498,0.377,0.651,4.0,-5.437,0.0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,audio_features,2ogKhhoMClkFXek7ZgxAhN,spotify:track:2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/tracks/2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/audio-analysis/2ogKhhoMClkFXek7ZgxAhN,219742.0,4.0
Cardi B,I Like It,1160,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,audio_features,58q2HKrzhC3ozto2nDdN4z,spotify:track:58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,253390.0,4.0
Cardi B,Please Me,1021,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,audio_features,0PG9fbaaHFHfre2gUVo7AN,spotify:track:0PG9fbaaHFHfre2gUVo7AN,https://api.spotify.com/v1/tracks/0PG9fbaaHFHfre2gUVo7AN,https://api.spotify.com/v1/audio-analysis/0PG9fbaaHFHfre2gUVo7AN,200890.0,4.0
Cardi B,WAP (feat. Megan Thee Stallion),86239,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541.0,4.0
Carlina,Lucky Girl,1346,0.42,0.653,1.0,-3.981,0.0,0.068,0.414,0.00204,0.28,0.532,50.117,audio_features,6bWGTqdG9L8s2crvedq94m,spotify:track:6bWGTqdG9L8s2crvedq94m,https://api.spotify.com/v1/tracks/6bWGTqdG9L8s2crvedq94m,https://api.spotify.com/v1/audio-analysis/6bWGTqdG9L8s2crvedq94m,227848.0,4.0
Carly Rae Jepsen,Call Me Maybe,219214,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,193400.0,4.0
Carly Rae Jepsen,I Really Like You,1184,0.62,0.805,5.0,-5.538,1.0,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,audio_features,2hHLbkatPwOOmrNxTiD41L,spotify:track:2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/tracks/2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/audio-analysis/2hHLbkatPwOOmrNxTiD41L,204764.0,4.0
Carly Rae Jepsen,Run Away With Me,196464,0.561,0.7,1.0,-6.284,1.0,0.0491,0.0168,5.43e-05,0.0592,0.298,119.015,audio_features,0FS7B5o3QyvOD8eWjnbLoO,spotify:track:0FS7B5o3QyvOD8eWjnbLoO,https://api.spotify.com/v1/tracks/0FS7B5o3QyvOD8eWjnbLoO,https://api.spotify.com/v1/audio-analysis/0FS7B5o3QyvOD8eWjnbLoO,251327.0,4.0
Carolina Gaitán - La Gaita,We Don't Talk About Bruno,1160,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,audio_features,52xJxFP6TqMuO4Yt0eOkMz,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/tracks/52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/audio-analysis/52xJxFP6TqMuO4Yt0eOkMz,216120.0,4.0
Carrie Underwood,Before He Cheats,810,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,audio_features,0ZUo4YjG4saFnEJhdWp9Bt,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt,199947.0,4.0
Cass McCombs,Absentee,2282,0.0,0.328,7.0,-11.101,0.0,0.0,0.893,0.862,0.122,0.0,0.0,audio_features,23fEZLdzHoZlNZZu4E1pSp,spotify:track:23fEZLdzHoZlNZZu4E1pSp,https://api.spotify.com/v1/tracks/23fEZLdzHoZlNZZu4E1pSp,https://api.spotify.com/v1/audio-analysis/23fEZLdzHoZlNZZu4E1pSp,168737.0,0.0
Cassie,Long Way 2 Go,1671,0.589,0.655,8.0,-8.138,1.0,0.0488,0.057,0.000353,0.372,0.675,105.272,audio_features,4v5kAh2wWyCSuKuhMJK8u6,spotify:track:4v5kAh2wWyCSuKuhMJK8u6,https://api.spotify.com/v1/tracks/4v5kAh2wWyCSuKuhMJK8u6,https://api.spotify.com/v1/audio-analysis/4v5kAh2wWyCSuKuhMJK8u6,220640.0,4.0
Central Cee,Day in the Life,1021,0.905,0.571,2.0,-7.979,1.0,0.357,0.228,0.0,0.113,0.757,144.892,audio_features,1o6x7iRcDQPEEg8YPgLeVA,spotify:track:1o6x7iRcDQPEEg8YPgLeVA,https://api.spotify.com/v1/tracks/1o6x7iRcDQPEEg8YPgLeVA,https://api.spotify.com/v1/audio-analysis/1o6x7iRcDQPEEg8YPgLeVA,188690.0,4.0
Central Cee,Doja,1625,0.911,0.573,6.0,-7.43,1.0,0.288,0.38,0.0,0.403,0.972,140.04,audio_features,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393.0,4.0
Chad Post,Cold Front,0,0.651,0.567,9.0,-9.546,0.0,0.0792,0.25,1.35e-06,0.0902,0.304,84.981,audio_features,6dUcFuWGxmo0xmwYEyzgUT,spotify:track:6dUcFuWGxmo0xmwYEyzgUT,https://api.spotify.com/v1/tracks/6dUcFuWGxmo0xmwYEyzgUT,https://api.spotify.com/v1/audio-analysis/6dUcFuWGxmo0xmwYEyzgUT,196303.0,4.0
Chance Peña,In My Room,17877,0.408,0.338,4.0,-13.626,1.0,0.0431,0.521,0.000639,0.0732,0.1,133.943,audio_features,7CiDwKE62N6ey3LyG6s7xc,spotify:track:7CiDwKE62N6ey3LyG6s7xc,https://api.spotify.com/v1/tracks/7CiDwKE62N6ey3LyG6s7xc,https://api.spotify.com/v1/audio-analysis/7CiDwKE62N6ey3LyG6s7xc,177609.0,3.0
Chance Peña,i am not who i was,1996,0.697,0.22,0.0,-13.696,1.0,0.042,0.703,0.0,0.0891,0.194,129.966,audio_features,5uu2OCGGrTRS1sIvlMgKwe,spotify:track:5uu2OCGGrTRS1sIvlMgKwe,https://api.spotify.com/v1/tracks/5uu2OCGGrTRS1sIvlMgKwe,https://api.spotify.com/v1/audio-analysis/5uu2OCGGrTRS1sIvlMgKwe,145438.0,4.0
