artistName,trackName,danceability,loudness,speechiness,acousticness,valence,id,uri,track_href,analysis_url,duration_ms,time_signature,mood
(G)I-DLE,Nxde,0.726,0.9217350949989082,0.179,0.0413,0.648,6NnCWIWV740gP7DQ8kqdIE,spotify:track:6NnCWIWV740gP7DQ8kqdIE,https://api.spotify.com/v1/tracks/6NnCWIWV740gP7DQ8kqdIE,https://api.spotify.com/v1/audio-analysis/6NnCWIWV740gP7DQ8kqdIE,178453.0,4.0,1
(G)I-DLE,Queencard,0.815,0.8977123826162918,0.0475,0.0327,0.692,4uOBL4DDWWVx4RhYKlPbPC,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,https://api.spotify.com/v1/tracks/4uOBL4DDWWVx4RhYKlPbPC,https://api.spotify.com/v1/audio-analysis/4uOBL4DDWWVx4RhYKlPbPC,161240.0,4.0,1
(G)I-DLE,TOMBOY,0.755,0.909013976850841,0.0936,0.00988,0.645,0IGUXY4JbK18bu9oD4mPIm,spotify:track:0IGUXY4JbK18bu9oD4mPIm,https://api.spotify.com/v1/tracks/0IGUXY4JbK18bu9oD4mPIm,https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm,174387.0,4.0,1
100 gecs,Hollywood Baby,0.426,0.8842269054378686,0.115,0.0191,0.608,0oigSejhoNen2EdNAIFcm5,spotify:track:0oigSejhoNen2EdNAIFcm5,https://api.spotify.com/v1/tracks/0oigSejhoNen2EdNAIFcm5,https://api.spotify.com/v1/audio-analysis/0oigSejhoNen2EdNAIFcm5,187693.0,4.0,0
3OH!3,DONTTRUSTME,0.791,0.872761519982529,0.254,0.0163,0.514,5jzX4dWVQeBTtfBaXnMRt5,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/tracks/5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/audio-analysis/5jzX4dWVQeBTtfBaXnMRt5,192573.0,4.0,1
4batz,act ii: date @ 8,0.55,0.7209270583096747,0.163,0.318,0.412,3QS9ZCtoSCJhmaJ7QNXSAS,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS,https://api.spotify.com/v1/tracks/3QS9ZCtoSCJhmaJ7QNXSAS,https://api.spotify.com/v1/audio-analysis/3QS9ZCtoSCJhmaJ7QNXSAS,231339.0,4.0,0
5 Seconds of Summer,She Looks So Perfect,0.494,0.8592487442673074,0.132,0.000569,0.441,1CQ2cMfrmFM1YdfmjENKVE,spotify:track:1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/tracks/1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/audio-analysis/1CQ2cMfrmFM1YdfmjENKVE,202496.0,4.0,0
5 Seconds of Summer,She's Kinda Hot,0.665,0.8437158768290021,0.0316,0.00185,0.891,5fsQSDifYpjfbCqvZKPVBj,spotify:track:5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/tracks/5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/audio-analysis/5fsQSDifYpjfbCqvZKPVBj,216454.0,4.0,1
5 Seconds of Summer,Youngblood,0.597,0.8353079274950863,0.463,0.0169,0.152,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418.0,4.0,0
80purppp,Hex,0.845,0.544114435466259,0.268,0.872,0.482,7D7e6hm2LiNd6nLuJF6K9Q,spotify:track:7D7e6hm2LiNd6nLuJF6K9Q,https://api.spotify.com/v1/tracks/7D7e6hm2LiNd6nLuJF6K9Q,https://api.spotify.com/v1/audio-analysis/7D7e6hm2LiNd6nLuJF6K9Q,122222.0,4.0,2
90degrees,bellyache - sped up,0.704,0.6559019436558201,0.174,0.137,0.473,6odlAbUwxKbnOMGbaxF6Aq,spotify:track:6odlAbUwxKbnOMGbaxF6Aq,https://api.spotify.com/v1/tracks/6odlAbUwxKbnOMGbaxF6Aq,https://api.spotify.com/v1/audio-analysis/6odlAbUwxKbnOMGbaxF6Aq,152750.0,4.0,0
90degrees,harleys in hawaii - sped up,0.596,0.7769709543568466,0.053,0.363,0.835,5BVkZAneYhaDIaYAj6hiZl,spotify:track:5BVkZAneYhaDIaYAj6hiZl,https://api.spotify.com/v1/tracks/5BVkZAneYhaDIaYAj6hiZl,https://api.spotify.com/v1/audio-analysis/5BVkZAneYhaDIaYAj6hiZl,155970.0,4.0,1
A-Wall,Loverboy,0.604,0.6993885127757153,0.0315,0.649,0.499,3CboywxfJIgvHqi2FF4exb,spotify:track:3CboywxfJIgvHqi2FF4exb,https://api.spotify.com/v1/tracks/3CboywxfJIgvHqi2FF4exb,https://api.spotify.com/v1/audio-analysis/3CboywxfJIgvHqi2FF4exb,224520.0,4.0,2
A.R. Rahman,Jashn-E-Bahaaraa,0.7,0.6889877702555144,0.0308,0.767,0.488,1O5mTSQa0sCce9ghhDqIZl,spotify:track:1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/tracks/1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/audio-analysis/1O5mTSQa0sCce9ghhDqIZl,315173.0,4.0,2
A.R. Rahman,Kun Faya Kun,0.362,0.6744103516051541,0.0329,0.679,0.575,7F8RNvTQlvbeBLeenycvN6,spotify:track:7F8RNvTQlvbeBLeenycvN6,https://api.spotify.com/v1/tracks/7F8RNvTQlvbeBLeenycvN6,https://api.spotify.com/v1/audio-analysis/7F8RNvTQlvbeBLeenycvN6,470500.0,4.0,2
A.R. Rahman,Maahi Ve,0.604,0.7762884909368859,0.0603,0.571,0.528,1sbW5E7w8tnqpYk0Frx8QG,spotify:track:1sbW5E7w8tnqpYk0Frx8QG,https://api.spotify.com/v1/tracks/1sbW5E7w8tnqpYk0Frx8QG,https://api.spotify.com/v1/audio-analysis/1sbW5E7w8tnqpYk0Frx8QG,240784.0,4.0,2
A.R. Rahman,Param Sundari,0.815,0.7794005241319066,0.144,0.192,0.82,3KeMulXbLDJBQdY5PZbGEh,spotify:track:3KeMulXbLDJBQdY5PZbGEh,https://api.spotify.com/v1/tracks/3KeMulXbLDJBQdY5PZbGEh,https://api.spotify.com/v1/audio-analysis/3KeMulXbLDJBQdY5PZbGEh,200219.0,4.0,1
A.R. Rahman,Raanjhanaa,0.673,0.7553778117492903,0.039,0.111,0.78,5OMUXgfXsSukZ0zxelpC3b,spotify:track:5OMUXgfXsSukZ0zxelpC3b,https://api.spotify.com/v1/tracks/5OMUXgfXsSukZ0zxelpC3b,https://api.spotify.com/v1/audio-analysis/5OMUXgfXsSukZ0zxelpC3b,254653.0,4.0,1
A.R. Rahman,Tere Bina,0.744,0.7657239571958944,0.0375,0.278,0.867,4FeczSomVWVyU4FW7xDeAI,spotify:track:4FeczSomVWVyU4FW7xDeAI,https://api.spotify.com/v1/tracks/4FeczSomVWVyU4FW7xDeAI,https://api.spotify.com/v1/audio-analysis/4FeczSomVWVyU4FW7xDeAI,309640.0,4.0,1
ABBA,Angeleyes,0.719,0.8086372570430226,0.0338,0.523,0.964,7rWgGyRK7RAqAAXy4bLft9,spotify:track:7rWgGyRK7RAqAAXy4bLft9,https://api.spotify.com/v1/tracks/7rWgGyRK7RAqAAXy4bLft9,https://api.spotify.com/v1/audio-analysis/7rWgGyRK7RAqAAXy4bLft9,260893.0,4.0,1
ABBA,Dancing Queen,0.543,0.7970899759772877,0.0428,0.358,0.754,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400.0,4.0,1
ABBA,"Money, Money, Money",0.787,0.7872898012666522,0.0385,0.535,0.646,3lKN03PDeBnXZS7sDukRBt,spotify:track:3lKN03PDeBnXZS7sDukRBt,https://api.spotify.com/v1/tracks/3lKN03PDeBnXZS7sDukRBt,https://api.spotify.com/v1/audio-analysis/3lKN03PDeBnXZS7sDukRBt,186427.0,4.0,1
ABBA,Slipping Through My Fingers,0.475,0.5382179515177987,0.0322,0.796,0.339,6TvxPS4fj4LUdjw2es4g21,spotify:track:6TvxPS4fj4LUdjw2es4g21,https://api.spotify.com/v1/tracks/6TvxPS4fj4LUdjw2es4g21,https://api.spotify.com/v1/audio-analysis/6TvxPS4fj4LUdjw2es4g21,233720.0,4.0,2
AKASA,"Aithey Aa (From ""Bharat"")",0.901,0.8617056125791659,0.201,0.019,0.42,6rqTxrlx0TuaNMyVkDcxqh,spotify:track:6rqTxrlx0TuaNMyVkDcxqh,https://api.spotify.com/v1/tracks/6rqTxrlx0TuaNMyVkDcxqh,https://api.spotify.com/v1/audio-analysis/6rqTxrlx0TuaNMyVkDcxqh,219491.0,4.0,0
AKASA,Kalleyan,0.724,0.8127593360995852,0.0991,0.542,0.713,1gghBotNnzs0LaTFDZIAhH,spotify:track:1gghBotNnzs0LaTFDZIAhH,https://api.spotify.com/v1/tracks/1gghBotNnzs0LaTFDZIAhH,https://api.spotify.com/v1/audio-analysis/1gghBotNnzs0LaTFDZIAhH,170994.0,4.0,1
AKASA,Manmaani,0.805,0.6716531993885129,0.0355,0.57,0.442,71F3RWCBhiCixxN3fMmxqc,spotify:track:71F3RWCBhiCixxN3fMmxqc,https://api.spotify.com/v1/tracks/71F3RWCBhiCixxN3fMmxqc,https://api.spotify.com/v1/audio-analysis/71F3RWCBhiCixxN3fMmxqc,234444.0,4.0,2
AKASA,Naiyyo - Reprise,0.62,0.7064315352697096,0.0301,0.894,0.487,1X6CJvDYrqkbtaOzBJohp7,spotify:track:1X6CJvDYrqkbtaOzBJohp7,https://api.spotify.com/v1/tracks/1X6CJvDYrqkbtaOzBJohp7,https://api.spotify.com/v1/audio-analysis/1X6CJvDYrqkbtaOzBJohp7,248400.0,4.0,2
AKASA,Shola (feat. Charan),0.887,0.6595872461236079,0.311,0.26,0.53,63nOStctrIrxnxXSczPsT1,spotify:track:63nOStctrIrxnxXSczPsT1,https://api.spotify.com/v1/tracks/63nOStctrIrxnxXSczPsT1,https://api.spotify.com/v1/audio-analysis/63nOStctrIrxnxXSczPsT1,123717.0,4.0,1
ALI,LOST IN PARADISE,0.648,0.8502948241974231,0.0786,0.0961,0.728,7kRKlFCFLAUwt43HWtauhX,spotify:track:7kRKlFCFLAUwt43HWtauhX,https://api.spotify.com/v1/tracks/7kRKlFCFLAUwt43HWtauhX,https://api.spotify.com/v1/audio-analysis/7kRKlFCFLAUwt43HWtauhX,327967.0,4.0,1
AP Dhillon,Dil Nu,0.811,0.7806016597510375,0.0353,0.0947,0.925,7AsG1F1eMWd17RYan8M3Wm,spotify:track:7AsG1F1eMWd17RYan8M3Wm,https://api.spotify.com/v1/tracks/7AsG1F1eMWd17RYan8M3Wm,https://api.spotify.com/v1/audio-analysis/7AsG1F1eMWd17RYan8M3Wm,233666.0,4.0,1
AP Dhillon,Insane,0.796,0.7830039309892991,0.0545,0.416,0.304,3UhmuWcFaLS3AO3kI9ynQ2,spotify:track:3UhmuWcFaLS3AO3kI9ynQ2,https://api.spotify.com/v1/tracks/3UhmuWcFaLS3AO3kI9ynQ2,https://api.spotify.com/v1/audio-analysis/3UhmuWcFaLS3AO3kI9ynQ2,206061.0,4.0,0
AP Dhillon,TERE TE,0.686,0.6757206813714786,0.146,0.0529,0.298,0ptqV9ySE8HVbWblGdv3Eb,spotify:track:0ptqV9ySE8HVbWblGdv3Eb,https://api.spotify.com/v1/tracks/0ptqV9ySE8HVbWblGdv3Eb,https://api.spotify.com/v1/audio-analysis/0ptqV9ySE8HVbWblGdv3Eb,114419.0,4.0,0
ASIAN KUNG-FU GENERATION,アフターダーク,0.387,0.8726250272985369,0.0475,0.00193,0.541,6XsJTpZwPKMcG8QK8k14Z6,spotify:track:6XsJTpZwPKMcG8QK8k14Z6,https://api.spotify.com/v1/tracks/6XsJTpZwPKMcG8QK8k14Z6,https://api.spotify.com/v1/audio-analysis/6XsJTpZwPKMcG8QK8k14Z6,192027.0,4.0,0
AUDREY NUNA,I Try,0.592,0.7937595544878795,0.0507,0.0562,0.426,08iGL1uxonlEokBK1tFray,spotify:track:08iGL1uxonlEokBK1tFray,https://api.spotify.com/v1/tracks/08iGL1uxonlEokBK1tFray,https://api.spotify.com/v1/audio-analysis/08iGL1uxonlEokBK1tFray,189714.0,4.0,0
Aastha Gill,Kamariya,0.825,0.8425966368202665,0.0554,0.143,0.763,5cjVsWqIkBQC7acTRhL0RO,spotify:track:5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/tracks/5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/audio-analysis/5cjVsWqIkBQC7acTRhL0RO,187983.0,4.0,1
Abby Holliday,Predictable Life,0.54,0.7460690107010266,0.059,0.214,0.313,6qw5dXrI9dqQvJFoxFm5hM,spotify:track:6qw5dXrI9dqQvJFoxFm5hM,https://api.spotify.com/v1/tracks/6qw5dXrI9dqQvJFoxFm5hM,https://api.spotify.com/v1/audio-analysis/6qw5dXrI9dqQvJFoxFm5hM,212653.0,4.0,0
Abhijeet,"Chaand Taare (From ""Yes Boss"")",0.677,0.5888840358156804,0.0456,0.137,0.613,5Cdd8p9sxRczQX6GFC8CdH,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,https://api.spotify.com/v1/tracks/5Cdd8p9sxRczQX6GFC8CdH,https://api.spotify.com/v1/audio-analysis/5Cdd8p9sxRczQX6GFC8CdH,289373.0,4.0,1
Abhijeet,"Hum to Deewane Huye (From ""Baadshah"")",0.641,0.6136438086918542,0.0608,0.23,0.805,5qG6jYnBmGMdKS1WiZBgj5,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,https://api.spotify.com/v1/tracks/5qG6jYnBmGMdKS1WiZBgj5,https://api.spotify.com/v1/audio-analysis/5qG6jYnBmGMdKS1WiZBgj5,420467.0,4.0,1
Abhijeet,Jhanjharia - Male Version,0.73,0.8092924219261848,0.048,0.255,0.762,7v6kXbTvpHbhq5LHruy0xV,spotify:track:7v6kXbTvpHbhq5LHruy0xV,https://api.spotify.com/v1/tracks/7v6kXbTvpHbhq5LHruy0xV,https://api.spotify.com/v1/audio-analysis/7v6kXbTvpHbhq5LHruy0xV,282867.0,4.0,1
Abhijeet,Main Hoon Na(Sad),0.578,0.68819611268836,0.0378,0.219,0.38,4xS7MhQnMv8ailfTUM347g,spotify:track:4xS7MhQnMv8ailfTUM347g,https://api.spotify.com/v1/tracks/4xS7MhQnMv8ailfTUM347g,https://api.spotify.com/v1/audio-analysis/4xS7MhQnMv8ailfTUM347g,255493.0,4.0,0
Abhijeet,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",0.77,0.6579220353789037,0.0463,0.166,0.932,4hLShJ4RCa2KhqVHD7MRDn,spotify:track:4hLShJ4RCa2KhqVHD7MRDn,https://api.spotify.com/v1/tracks/4hLShJ4RCa2KhqVHD7MRDn,https://api.spotify.com/v1/audio-analysis/4hLShJ4RCa2KhqVHD7MRDn,317000.0,4.0,1
Abhijeet,Woh Ladki Jo,0.752,0.6213965931426076,0.0739,0.0404,0.496,4A15QHUraE6rrP0Co6S3lG,spotify:track:4A15QHUraE6rrP0Co6S3lG,https://api.spotify.com/v1/tracks/4A15QHUraE6rrP0Co6S3lG,https://api.spotify.com/v1/audio-analysis/4A15QHUraE6rrP0Co6S3lG,434301.0,4.0,0
Acid Cherry,Snakes and Ants,0.549,0.8069720462983185,0.0297,0.00073,0.178,7C7mrFTvI4oCgXjG7ku4G9,spotify:track:7C7mrFTvI4oCgXjG7ku4G9,https://api.spotify.com/v1/tracks/7C7mrFTvI4oCgXjG7ku4G9,https://api.spotify.com/v1/audio-analysis/7C7mrFTvI4oCgXjG7ku4G9,163090.0,4.0,0
Adele,All I Ask,0.591,0.8249344835116839,0.0283,0.889,0.348,6DEMMeWXfmFAXgDUMMzeg6,spotify:track:6DEMMeWXfmFAXgDUMMzeg6,https://api.spotify.com/v1/tracks/6DEMMeWXfmFAXgDUMMzeg6,https://api.spotify.com/v1/audio-analysis/6DEMMeWXfmFAXgDUMMzeg6,271800.0,4.0,2
Adele,Chasing Pavements,0.616,0.8086099585062242,0.0253,0.291,0.325,0Z5ok0QLLttAKsujOZYOXf,spotify:track:0Z5ok0QLLttAKsujOZYOXf,https://api.spotify.com/v1/tracks/0Z5ok0QLLttAKsujOZYOXf,https://api.spotify.com/v1/audio-analysis/0Z5ok0QLLttAKsujOZYOXf,210507.0,4.0,0
Adele,Easy On Me,0.604,0.769654946494868,0.0282,0.578,0.13,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695.0,4.0,2
Adele,Rolling in the Deep,0.73,0.8353079274950863,0.0298,0.138,0.507,4OSBTYWVwsQhGLF9NHvIbR,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,https://api.spotify.com/v1/tracks/4OSBTYWVwsQhGLF9NHvIbR,https://api.spotify.com/v1/audio-analysis/4OSBTYWVwsQhGLF9NHvIbR,228093.0,4.0,0
Adele,Set Fire to the Rain,0.603,0.8689397248307492,0.0249,0.00408,0.446,3di5hcvxxciiqwMH1jarhY,spotify:track:3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY,242974.0,4.0,0
Adele,Skyfall,0.346,0.787535488097838,0.0282,0.417,0.0789,6VObnIkLVruX4UVyxWhlqm,spotify:track:6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/tracks/6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/audio-analysis/6VObnIkLVruX4UVyxWhlqm,286480.0,4.0,0
Adele,Someone Like You,0.556,0.749672417558419,0.0281,0.893,0.294,3bNv3VuUOKgrf5hu3YcuRo,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,https://api.spotify.com/v1/tracks/3bNv3VuUOKgrf5hu3YcuRo,https://api.spotify.com/v1/audio-analysis/3bNv3VuUOKgrf5hu3YcuRo,285240.0,4.0,2
Aditya A,Chaand Baaliyan,0.729,0.7297717842323652,0.0359,0.796,0.886,0snQrp1VaY5Pj1YIHRJpRJ,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/tracks/0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/audio-analysis/0snQrp1VaY5Pj1YIHRJpRJ,103265.0,4.0,2
Aditya Rikhari,Faasle,0.645,0.6030792749508627,0.0545,0.754,0.493,0s76ExpXyMGVBlKLUr683e,spotify:track:0s76ExpXyMGVBlKLUr683e,https://api.spotify.com/v1/tracks/0s76ExpXyMGVBlKLUr683e,https://api.spotify.com/v1/audio-analysis/0s76ExpXyMGVBlKLUr683e,221989.0,3.0,2
Aditya Rikhari,Samjho Na,0.744,0.632725485913955,0.231,0.681,0.532,1d5lpW3gUyq537iuyrb9Lf,spotify:track:1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/tracks/1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/audio-analysis/1d5lpW3gUyq537iuyrb9Lf,172408.0,4.0,2
Aditya Rikhari,Tu Rehti Hai,0.5,0.7345217296352917,0.0321,0.804,0.286,6hhIZLOprqtFnGHzJK1FN9,spotify:track:6hhIZLOprqtFnGHzJK1FN9,https://api.spotify.com/v1/tracks/6hhIZLOprqtFnGHzJK1FN9,https://api.spotify.com/v1/audio-analysis/6hhIZLOprqtFnGHzJK1FN9,166609.0,3.0,2
Ado,Odo,0.709,0.9543568464730292,0.106,0.153,0.767,37bNBNB332HXbSy6079cws,spotify:track:37bNBNB332HXbSy6079cws,https://api.spotify.com/v1/tracks/37bNBNB332HXbSy6079cws,https://api.spotify.com/v1/audio-analysis/37bNBNB332HXbSy6079cws,210347.0,4.0,1
Adrey,Listening,0.73,0.2581895610395284,0.0569,0.672,0.563,7iL7ZLmYbexxzmITKQXIDp,spotify:track:7iL7ZLmYbexxzmITKQXIDp,https://api.spotify.com/v1/tracks/7iL7ZLmYbexxzmITKQXIDp,https://api.spotify.com/v1/audio-analysis/7iL7ZLmYbexxzmITKQXIDp,193701.0,3.0,2
Adventure Time,Everything Stays (feat. Olivia Olson),0.475,0.4946767853243067,0.0432,0.94,0.347,2jnOUdpaFKr9koG1Vtbj6v,spotify:track:2jnOUdpaFKr9koG1Vtbj6v,https://api.spotify.com/v1/tracks/2jnOUdpaFKr9koG1Vtbj6v,https://api.spotify.com/v1/audio-analysis/2jnOUdpaFKr9koG1Vtbj6v,95059.0,4.0,2
Aerosmith,Janie's Got A Gun,0.633,0.8167995195457525,0.0287,0.0516,0.444,5fMwvrqujbQjUxcNPcYrUF,spotify:track:5fMwvrqujbQjUxcNPcYrUF,https://api.spotify.com/v1/tracks/5fMwvrqujbQjUxcNPcYrUF,https://api.spotify.com/v1/audio-analysis/5fMwvrqujbQjUxcNPcYrUF,330533.0,4.0,0
Aimer,Re:pray,0.443,0.8492574797990828,0.0273,0.0715,0.466,2Q6sHQtoMtNHR2GjSaAeQG,spotify:track:2Q6sHQtoMtNHR2GjSaAeQG,https://api.spotify.com/v1/tracks/2Q6sHQtoMtNHR2GjSaAeQG,https://api.spotify.com/v1/audio-analysis/2Q6sHQtoMtNHR2GjSaAeQG,307160.0,4.0,0
Aimer,今日から思い出 Evergreen ver.,0.484,0.8123771565844071,0.0274,0.1,0.335,6OUzizbfqYqJ14ExMYuJWB,spotify:track:6OUzizbfqYqJ14ExMYuJWB,https://api.spotify.com/v1/tracks/6OUzizbfqYqJ14ExMYuJWB,https://api.spotify.com/v1/audio-analysis/6OUzizbfqYqJ14ExMYuJWB,302760.0,4.0,0
Ajay-Atul,Abhi Mujh Mein Kahin,0.334,0.716040620222756,0.0332,0.755,0.42,73y649QhnXdcm6fRdvfraO,spotify:track:73y649QhnXdcm6fRdvfraO,https://api.spotify.com/v1/tracks/73y649QhnXdcm6fRdvfraO,https://api.spotify.com/v1/audio-analysis/73y649QhnXdcm6fRdvfraO,364787.0,1.0,2
Ajay-Atul,Chikni Chameli,0.693,0.838092378248526,0.071,0.289,0.665,1vSXwYeKnzsVvekSpqVabx,spotify:track:1vSXwYeKnzsVvekSpqVabx,https://api.spotify.com/v1/tracks/1vSXwYeKnzsVvekSpqVabx,https://api.spotify.com/v1/audio-analysis/1vSXwYeKnzsVvekSpqVabx,301587.0,4.0,1
Ajit Kale,Tere Sath Mein,0.662,0.7188250709761957,0.0865,0.798,0.461,0xtPojtH8EAgLOP7J6vTV1,spotify:track:0xtPojtH8EAgLOP7J6vTV1,https://api.spotify.com/v1/tracks/0xtPojtH8EAgLOP7J6vTV1,https://api.spotify.com/v1/audio-analysis/0xtPojtH8EAgLOP7J6vTV1,67106.0,4.0,2
Akanksha Sharma,Shinchan Title Track,0.804,0.7202718934265124,0.239,0.124,0.946,4b05gWkETkMFUDsDNmkQGS,spotify:track:4b05gWkETkMFUDsDNmkQGS,https://api.spotify.com/v1/tracks/4b05gWkETkMFUDsDNmkQGS,https://api.spotify.com/v1/audio-analysis/4b05gWkETkMFUDsDNmkQGS,115065.0,4.0,1
Akhil,"Duniyaa (From ""Luka Chuppi"")",0.435,0.8125136492683993,0.0368,0.699,0.524,2tjWCe2W7sgvS3C8NHcdtI,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/tracks/2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/audio-analysis/2tjWCe2W7sgvS3C8NHcdtI,222501.0,4.0,2
Akon,Chammak Challo,0.742,0.8582386984057655,0.0328,0.0696,0.936,0EH7sgeiFqDa3eS7ieW2zs,spotify:track:0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/tracks/0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/audio-analysis/0EH7sgeiFqDa3eS7ieW2zs,227091.0,4.0,1
Akon,Criminal,0.701,0.8285924874426731,0.0568,0.063,0.834,39bx4zZrPxTjw8VNuvjt6X,spotify:track:39bx4zZrPxTjw8VNuvjt6X,https://api.spotify.com/v1/tracks/39bx4zZrPxTjw8VNuvjt6X,https://api.spotify.com/v1/audio-analysis/39bx4zZrPxTjw8VNuvjt6X,306503.0,4.0,1
Akon,Lonely,0.634,0.7597728761738372,0.0333,0.339,0.623,4v7DCN09hgXkKazefkznDQ,spotify:track:4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/tracks/4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/audio-analysis/4v7DCN09hgXkKazefkznDQ,235800.0,4.0,1
Akon,Smack That,0.939,0.8337519108975759,0.0471,0.323,0.925,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360.0,4.0,1
Alan Menken,"Kingdom Dance - From ""Tangled""/Score",0.242,0.7056944747761521,0.0809,0.0882,0.484,0jkGkwy510cvhy0jYPFme4,spotify:track:0jkGkwy510cvhy0jYPFme4,https://api.spotify.com/v1/tracks/0jkGkwy510cvhy0jYPFme4,https://api.spotify.com/v1/audio-analysis/0jkGkwy510cvhy0jYPFme4,140413.0,3.0,0
Alec Benjamin,If We Have Each Other,0.656,0.822968988862197,0.0802,0.698,0.861,7pT6WSg4PCt4mr5ZFyUfsF,spotify:track:7pT6WSg4PCt4mr5ZFyUfsF,https://api.spotify.com/v1/tracks/7pT6WSg4PCt4mr5ZFyUfsF,https://api.spotify.com/v1/audio-analysis/7pT6WSg4PCt4mr5ZFyUfsF,181522.0,4.0,2
Alec Benjamin,Let Me Down Slowly,0.652,0.8189288054160297,0.0318,0.74,0.483,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354.0,4.0,2
Alec Benjamin,Water Fountain,0.723,0.8228051976414066,0.0392,0.388,0.551,4IhKLu7Vk3j2TLmnFPl6To,spotify:track:4IhKLu7Vk3j2TLmnFPl6To,https://api.spotify.com/v1/tracks/4IhKLu7Vk3j2TLmnFPl6To,https://api.spotify.com/v1/audio-analysis/4IhKLu7Vk3j2TLmnFPl6To,218893.0,4.0,1
Alex G,Mary,0.693,0.7139932299628741,0.043,0.0497,0.402,36TbBJ7mLPOZMAYs0p4mxb,spotify:track:36TbBJ7mLPOZMAYs0p4mxb,https://api.spotify.com/v1/tracks/36TbBJ7mLPOZMAYs0p4mxb,https://api.spotify.com/v1/audio-analysis/36TbBJ7mLPOZMAYs0p4mxb,197733.0,4.0,0
Alex G,Sarah,0.65,0.8330148504040185,0.0314,0.513,0.497,2Wk8vEamlVBBalBi24NnU1,spotify:track:2Wk8vEamlVBBalBi24NnU1,https://api.spotify.com/v1/tracks/2Wk8vEamlVBBalBi24NnU1,https://api.spotify.com/v1/audio-analysis/2Wk8vEamlVBBalBi24NnU1,176147.0,4.0,2
