artistName,trackName,danceability,loudness,speechiness,acousticness,valence,id,uri,track_href,analysis_url,duration_ms,time_signature,mood
Arijit Singh,Qaafirana,0.413,0.7303723520419306,0.042,0.0722,0.208,7BCp5hEiiDSmXsxsXkvYff,spotify:track:7BCp5hEiiDSmXsxsXkvYff,https://api.spotify.com/v1/tracks/7BCp5hEiiDSmXsxsXkvYff,https://api.spotify.com/v1/audio-analysis/7BCp5hEiiDSmXsxsXkvYff,341823.0,4.0,0
Arijit Singh,"Satranga (From ""ANIMAL"")",0.273,0.8163081458833807,0.0298,0.735,0.534,3yHyiUDJdz02FZ6jfUbsmY,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/tracks/3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/audio-analysis/3yHyiUDJdz02FZ6jfUbsmY,271169.0,3.0,2
Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")",0.616,0.8485477178423237,0.0594,0.172,0.434,5HcBFhFQEtqKrsRkr95XYu,spotify:track:5HcBFhFQEtqKrsRkr95XYu,https://api.spotify.com/v1/tracks/5HcBFhFQEtqKrsRkr95XYu,https://api.spotify.com/v1/audio-analysis/5HcBFhFQEtqKrsRkr95XYu,264854.0,4.0,0
Arijit Singh,Suno- Na Sangemarmar,0.658,0.7316826818082551,0.0317,0.494,0.582,2ESscisnKdryn50fPeHd7O,spotify:track:2ESscisnKdryn50fPeHd7O,https://api.spotify.com/v1/tracks/2ESscisnKdryn50fPeHd7O,https://api.spotify.com/v1/audio-analysis/2ESscisnKdryn50fPeHd7O,201676.0,4.0,2
Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",0.427,0.7686449006333261,0.0366,0.736,0.306,2Fv2injs4qAm8mJBGaxVKU,spotify:track:2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/tracks/2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/audio-analysis/2Fv2injs4qAm8mJBGaxVKU,284780.0,4.0,2
Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",0.529,0.8042967896920726,0.025,0.788,0.309,7ouBSPZKQpm7zQz2leJXta,spotify:track:7ouBSPZKQpm7zQz2leJXta,https://api.spotify.com/v1/tracks/7ouBSPZKQpm7zQz2leJXta,https://api.spotify.com/v1/audio-analysis/7ouBSPZKQpm7zQz2leJXta,261974.0,4.0,2
Arijit Singh,Ve Maahi,0.651,0.7863889495523041,0.0274,0.405,0.294,276OSoX4vez6UtPF8TGWav,spotify:track:276OSoX4vez6UtPF8TGWav,https://api.spotify.com/v1/tracks/276OSoX4vez6UtPF8TGWav,https://api.spotify.com/v1/audio-analysis/276OSoX4vez6UtPF8TGWav,223999.0,4.0,0
Arijit Singh,Zaalima,0.487,0.8714238916794061,0.172,0.309,0.65,1J9vyEntJ79CppvgUxJs75,spotify:track:1J9vyEntJ79CppvgUxJs75,https://api.spotify.com/v1/tracks/1J9vyEntJ79CppvgUxJs75,https://api.spotify.com/v1/audio-analysis/1J9vyEntJ79CppvgUxJs75,299333.0,4.0,1
Arizona Zervas,ROXANNE,0.621,0.8216040620222758,0.148,0.0522,0.457,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636.0,5.0,0
Armaan Malik,Bol Do Na Zara,0.545,0.7494540292640315,0.0311,0.294,0.195,5XD2tP1DRH2NJgp45HiEQA,spotify:track:5XD2tP1DRH2NJgp45HiEQA,https://api.spotify.com/v1/tracks/5XD2tP1DRH2NJgp45HiEQA,https://api.spotify.com/v1/audio-analysis/5XD2tP1DRH2NJgp45HiEQA,292827.0,3.0,0
Armaan Malik,"Dil Mein Ho Tum (From ""Cheat India"")",0.608,0.7681808255077529,0.0427,0.507,0.423,1mjWhM7GQTTxJxg2F0iCRS,spotify:track:1mjWhM7GQTTxJxg2F0iCRS,https://api.spotify.com/v1/tracks/1mjWhM7GQTTxJxg2F0iCRS,https://api.spotify.com/v1/audio-analysis/1mjWhM7GQTTxJxg2F0iCRS,326765.0,4.0,2
Armaan Malik,Jab Tak,0.299,0.7602915483730073,0.0383,0.858,0.321,1im9BMeeKze7rkBPIEpCUr,spotify:track:1im9BMeeKze7rkBPIEpCUr,https://api.spotify.com/v1/tracks/1im9BMeeKze7rkBPIEpCUr,https://api.spotify.com/v1/audio-analysis/1im9BMeeKze7rkBPIEpCUr,174039.0,4.0,2
Armaan Malik,Kaun Tujhe (Armaan Malik Version),0.492,0.7124099148285653,0.03,0.749,0.187,5fjIpQa7O7ttgx64TN9lZR,spotify:track:5fjIpQa7O7ttgx64TN9lZR,https://api.spotify.com/v1/tracks/5fjIpQa7O7ttgx64TN9lZR,https://api.spotify.com/v1/audio-analysis/5fjIpQa7O7ttgx64TN9lZR,160485.0,4.0,2
Armaan Malik,Kuch To Hai,0.487,0.6769491155274079,0.0261,0.793,0.202,0uFosRhSqfxPxYhn6TWRpC,spotify:track:0uFosRhSqfxPxYhn6TWRpC,https://api.spotify.com/v1/tracks/0uFosRhSqfxPxYhn6TWRpC,https://api.spotify.com/v1/audio-analysis/0uFosRhSqfxPxYhn6TWRpC,248105.0,4.0,2
Armaan Malik,Sau Aasmaan,0.63,0.8403308582659971,0.0287,0.122,0.44,5czJMpadRTKwheBXCfiJkm,spotify:track:5czJMpadRTKwheBXCfiJkm,https://api.spotify.com/v1/tracks/5czJMpadRTKwheBXCfiJkm,https://api.spotify.com/v1/audio-analysis/5czJMpadRTKwheBXCfiJkm,234737.0,4.0,0
Armaan Malik,You,0.463,0.791875955448788,0.0422,0.776,0.593,52INmBPUsLUQ6to3WnGWUm,spotify:track:52INmBPUsLUQ6to3WnGWUm,https://api.spotify.com/v1/tracks/52INmBPUsLUQ6to3WnGWUm,https://api.spotify.com/v1/audio-analysis/52INmBPUsLUQ6to3WnGWUm,194478.0,4.0,2
Armani White,BILLIE EILISH.,0.9,0.7934592705830968,0.257,0.115,0.765,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/tracks/27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/audio-analysis/27ZZdyTSQWI7Cug2d2PkqV,99283.0,4.0,1
Artemas,i like the way you kiss me,0.599,0.8585389823105483,0.0447,0.000938,0.747,2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/audio-analysis/2GxrNKugF82CnoRFbQfzPf,142515.0,4.0,1
Artemas,if u think i'm pretty,0.535,0.8173727888185194,0.0593,0.541,0.457,1ACA277B6f46DYCgZW8di3,spotify:track:1ACA277B6f46DYCgZW8di3,https://api.spotify.com/v1/tracks/1ACA277B6f46DYCgZW8di3,https://api.spotify.com/v1/audio-analysis/1ACA277B6f46DYCgZW8di3,128206.0,4.0,2
Asha Bhosle,"Sapne Mein (From ""Satya"")",0.707,0.707032103079275,0.292,0.274,0.819,2sqCZNIHMDzPjnmGLluYwQ,spotify:track:2sqCZNIHMDzPjnmGLluYwQ,https://api.spotify.com/v1/tracks/2sqCZNIHMDzPjnmGLluYwQ,https://api.spotify.com/v1/audio-analysis/2sqCZNIHMDzPjnmGLluYwQ,323693.0,4.0,1
Asha Bhosle,Zara Sa Jhoom Loon Main,0.606,0.6326708888403583,0.0764,0.681,0.865,6d13KGoCX7FlpxQdfjcs7b,spotify:track:6d13KGoCX7FlpxQdfjcs7b,https://api.spotify.com/v1/tracks/6d13KGoCX7FlpxQdfjcs7b,https://api.spotify.com/v1/audio-analysis/6d13KGoCX7FlpxQdfjcs7b,353693.0,4.0,2
Ashe,Another Man's Jeans,0.723,0.8278008298755187,0.0297,0.00113,0.936,1WnUPxIwo0IqzwbEwNvz38,spotify:track:1WnUPxIwo0IqzwbEwNvz38,https://api.spotify.com/v1/tracks/1WnUPxIwo0IqzwbEwNvz38,https://api.spotify.com/v1/audio-analysis/1WnUPxIwo0IqzwbEwNvz38,165059.0,4.0,1
Ashe,Hope You're Not Happy,0.509,0.7679624372133654,0.0267,0.0435,0.439,4rqqDSp6jrZ6SYwQ9q8wHZ,spotify:track:4rqqDSp6jrZ6SYwQ9q8wHZ,https://api.spotify.com/v1/tracks/4rqqDSp6jrZ6SYwQ9q8wHZ,https://api.spotify.com/v1/audio-analysis/4rqqDSp6jrZ6SYwQ9q8wHZ,164404.0,4.0,0
Ashe,Moral of the Story,0.569,0.739653854553396,0.0439,0.593,0.269,69HzZ3ti9DLwb0GdWCGYSo,spotify:track:69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/tracks/69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/audio-analysis/69HzZ3ti9DLwb0GdWCGYSo,201017.0,4.0,2
Ashe,Moral of the Story (feat. Niall Horan) - Bonus Track,0.579,0.7319556671762395,0.0383,0.496,0.216,5v6qYImm5k36GHlFxdEZyv,spotify:track:5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/tracks/5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/audio-analysis/5v6qYImm5k36GHlFxdEZyv,198515.0,4.0,2
Ashe,Till Forever Falls Apart,0.346,0.7854880978379559,0.0364,0.421,0.299,4x5YzxjrF9wvIIXJV7TveC,spotify:track:4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/tracks/4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/audio-analysis/4x5YzxjrF9wvIIXJV7TveC,222927.0,4.0,0
Ashnikko,Slumber Party (feat. Princess Nokia),0.964,0.7297444856955668,0.0795,0.00151,0.563,11ZulcYY4lowvcQm4oe3VJ,spotify:track:11ZulcYY4lowvcQm4oe3VJ,https://api.spotify.com/v1/tracks/11ZulcYY4lowvcQm4oe3VJ,https://api.spotify.com/v1/audio-analysis/11ZulcYY4lowvcQm4oe3VJ,178405.0,4.0,1
Ashnikko,You Make Me Sick!,0.839,0.8802413190652982,0.159,0.0259,0.524,7iR1y5YfpmJ6ME8zkKnlQj,spotify:track:7iR1y5YfpmJ6ME8zkKnlQj,https://api.spotify.com/v1/tracks/7iR1y5YfpmJ6ME8zkKnlQj,https://api.spotify.com/v1/audio-analysis/7iR1y5YfpmJ6ME8zkKnlQj,138299.0,4.0,1
Atif Aslam,"Aadat - From ""Kalyug""",0.624,0.8644354662590086,0.0394,0.136,0.324,5VrLz2NUTLbPzgjuVOjxUx,spotify:track:5VrLz2NUTLbPzgjuVOjxUx,https://api.spotify.com/v1/tracks/5VrLz2NUTLbPzgjuVOjxUx,https://api.spotify.com/v1/audio-analysis/5VrLz2NUTLbPzgjuVOjxUx,333740.0,4.0,0
Atif Aslam,Dil Diyan Gallan,0.717,0.7367056125791658,0.025,0.565,0.485,0FBQ4NrrHUbR9kus7rzrOj,spotify:track:0FBQ4NrrHUbR9kus7rzrOj,https://api.spotify.com/v1/tracks/0FBQ4NrrHUbR9kus7rzrOj,https://api.spotify.com/v1/audio-analysis/0FBQ4NrrHUbR9kus7rzrOj,260537.0,4.0,2
Atif Aslam,Jeena Jeena,0.682,0.7410460799301158,0.0281,0.789,0.548,2GXXZFUxYg2LvG8SR0byOE,spotify:track:2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/tracks/2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/audio-analysis/2GXXZFUxYg2LvG8SR0byOE,228969.0,4.0,2
Atif Aslam,Main Rang Sharbaton Ka,0.631,0.7856245905219481,0.0307,0.693,0.697,2IEhtVeM9TVql8fZdKdlo9,spotify:track:2IEhtVeM9TVql8fZdKdlo9,https://api.spotify.com/v1/tracks/2IEhtVeM9TVql8fZdKdlo9,https://api.spotify.com/v1/audio-analysis/2IEhtVeM9TVql8fZdKdlo9,263152.0,4.0,2
Atif Aslam,Pehli Dafa,0.679,0.7608102205721774,0.0322,0.844,0.481,4Tkb7zsDmsawB7S5TpKQV1,spotify:track:4Tkb7zsDmsawB7S5TpKQV1,https://api.spotify.com/v1/tracks/4Tkb7zsDmsawB7S5TpKQV1,https://api.spotify.com/v1/audio-analysis/4Tkb7zsDmsawB7S5TpKQV1,298771.0,4.0,2
Atif Aslam,Pehli Nazar Mein,0.488,0.8219862415374537,0.0775,0.251,0.668,17opN752ZQpNuoptelsNQ1,spotify:track:17opN752ZQpNuoptelsNQ1,https://api.spotify.com/v1/tracks/17opN752ZQpNuoptelsNQ1,https://api.spotify.com/v1/audio-analysis/17opN752ZQpNuoptelsNQ1,312893.0,4.0,1
Atif Aslam,Piya O Re Piya,0.442,0.800365800393099,0.0828,0.273,0.308,5a11x5PUFvJEadMRqtNtTr,spotify:track:5a11x5PUFvJEadMRqtNtTr,https://api.spotify.com/v1/tracks/5a11x5PUFvJEadMRqtNtTr,https://api.spotify.com/v1/audio-analysis/5a11x5PUFvJEadMRqtNtTr,292747.0,4.0,0
Atif Aslam,Rafta Rafta,0.647,0.8356082113998691,0.0372,0.389,0.499,4SLWJ2ff0RHSJOSp2MPIHH,spotify:track:4SLWJ2ff0RHSJOSp2MPIHH,https://api.spotify.com/v1/tracks/4SLWJ2ff0RHSJOSp2MPIHH,https://api.spotify.com/v1/audio-analysis/4SLWJ2ff0RHSJOSp2MPIHH,203750.0,4.0,0
Atif Aslam,Tera Hone Laga Hoon,0.686,0.829411443546626,0.0303,0.545,0.551,48Ix6ReYdJf2H4mKb3TIpj,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,https://api.spotify.com/v1/tracks/48Ix6ReYdJf2H4mKb3TIpj,https://api.spotify.com/v1/audio-analysis/48Ix6ReYdJf2H4mKb3TIpj,299827.0,4.0,2
Atif Aslam,Tere Liye,0.624,0.8538163354444203,0.0514,0.0978,0.632,0fCQRUbk8LIQTdQYGNtGyv,spotify:track:0fCQRUbk8LIQTdQYGNtGyv,https://api.spotify.com/v1/tracks/0fCQRUbk8LIQTdQYGNtGyv,https://api.spotify.com/v1/audio-analysis/0fCQRUbk8LIQTdQYGNtGyv,279827.0,4.0,1
Atif Aslam,Tu Jaane Na,0.702,0.866564752129286,0.0345,0.361,0.829,5vGiuYFSGekGLgbxhV1rD5,spotify:track:5vGiuYFSGekGLgbxhV1rD5,https://api.spotify.com/v1/tracks/5vGiuYFSGekGLgbxhV1rD5,https://api.spotify.com/v1/audio-analysis/5vGiuYFSGekGLgbxhV1rD5,341933.0,4.0,1
Atif Aslam,Woh Lamhe Woh Baatein,0.562,0.8699770692290895,0.057,0.107,0.385,2HNG9q8rXbnijbPTwCMgsb,spotify:track:2HNG9q8rXbnijbPTwCMgsb,https://api.spotify.com/v1/tracks/2HNG9q8rXbnijbPTwCMgsb,https://api.spotify.com/v1/audio-analysis/2HNG9q8rXbnijbPTwCMgsb,320040.0,4.0,0
Austin Farwell,High Above,0.277,0.33025769818737727,0.0365,0.947,0.133,25b7fqfmk1yDyWcmoiiAkd,spotify:track:25b7fqfmk1yDyWcmoiiAkd,https://api.spotify.com/v1/tracks/25b7fqfmk1yDyWcmoiiAkd,https://api.spotify.com/v1/audio-analysis/25b7fqfmk1yDyWcmoiiAkd,77531.0,3.0,2
Austin Farwell,Once Upon a Time,0.346,0.2802467787726578,0.0387,0.982,0.0611,7pcGcVUN9m12lfNuS3Xz8I,spotify:track:7pcGcVUN9m12lfNuS3Xz8I,https://api.spotify.com/v1/tracks/7pcGcVUN9m12lfNuS3Xz8I,https://api.spotify.com/v1/audio-analysis/7pcGcVUN9m12lfNuS3Xz8I,92592.0,5.0,2
Ava Max,Sweet but Psycho,0.72,0.8460908495304653,0.0473,0.0684,0.62,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436.0,4.0,1
Avril Lavigne,Complicated,0.585,0.8139058746451191,0.0459,0.0572,0.427,5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F,244507.0,4.0,0
Avril Lavigne,Girlfriend,0.56,0.9084953046516708,0.102,0.000722,0.669,45hOioMDJktr86iKDHC8gr,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600.0,4.0,1
Avril Lavigne,Head Above Water,0.578,0.8288381742738591,0.0706,0.0112,0.268,7gY3cyGcB2wnk2xDXiA0pe,spotify:track:7gY3cyGcB2wnk2xDXiA0pe,https://api.spotify.com/v1/tracks/7gY3cyGcB2wnk2xDXiA0pe,https://api.spotify.com/v1/audio-analysis/7gY3cyGcB2wnk2xDXiA0pe,220850.0,4.0,0
Avril Lavigne,Sk8er Boi,0.487,0.8543350076435904,0.0482,6.79e-05,0.484,00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000.0,4.0,0
Avril Lavigne,What the Hell,0.578,0.8742083424328457,0.0548,0.00472,0.877,2z4U9d5OAA4YLNXoCgioxo,spotify:track:2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/tracks/2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/audio-analysis/2z4U9d5OAA4YLNXoCgioxo,220707.0,4.0,1
Ayesha Erotica,Big Juicy,0.787,0.6849202882725487,0.243,0.000717,0.965,746z2RKWdeJjF2HnCZcZaZ,spotify:track:746z2RKWdeJjF2HnCZcZaZ,https://api.spotify.com/v1/tracks/746z2RKWdeJjF2HnCZcZaZ,https://api.spotify.com/v1/audio-analysis/746z2RKWdeJjF2HnCZcZaZ,205192.0,4.0,1
Ayesha Erotica,Emo Boy,0.699,0.6564752129285871,0.167,0.00534,0.601,40MskkY7wsFIzhPy19NNTP,spotify:track:40MskkY7wsFIzhPy19NNTP,https://api.spotify.com/v1/tracks/40MskkY7wsFIzhPy19NNTP,https://api.spotify.com/v1/audio-analysis/40MskkY7wsFIzhPy19NNTP,154096.0,4.0,1
Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",0.701,0.8736077746232803,0.302,0.492,0.813,3qrdLVOClRU4yPkcXZ7c5u,spotify:track:3qrdLVOClRU4yPkcXZ7c5u,https://api.spotify.com/v1/tracks/3qrdLVOClRU4yPkcXZ7c5u,https://api.spotify.com/v1/audio-analysis/3qrdLVOClRU4yPkcXZ7c5u,132158.0,4.0,1
Azealia Banks,1991,0.853,0.747952609740118,0.268,0.0424,0.538,0UTmS76yJwuCpiKEn16uN5,spotify:track:0UTmS76yJwuCpiKEn16uN5,https://api.spotify.com/v1/tracks/0UTmS76yJwuCpiKEn16uN5,https://api.spotify.com/v1/audio-analysis/0UTmS76yJwuCpiKEn16uN5,210479.0,4.0,1
Azealia Banks,212,0.846,0.8183555361432628,0.259,0.0123,0.622,7mDKRYiqejoHzP7dQGxLys,spotify:track:7mDKRYiqejoHzP7dQGxLys,https://api.spotify.com/v1/tracks/7mDKRYiqejoHzP7dQGxLys,https://api.spotify.com/v1/audio-analysis/7mDKRYiqejoHzP7dQGxLys,204957.0,4.0,1
Azealia Banks,Liquorice,0.679,0.7193710417121644,0.0509,6.07e-05,0.319,3LmlegS3av5opwiIMVDbgI,spotify:track:3LmlegS3av5opwiIMVDbgI,https://api.spotify.com/v1/tracks/3LmlegS3av5opwiIMVDbgI,https://api.spotify.com/v1/audio-analysis/3LmlegS3av5opwiIMVDbgI,196764.0,4.0,0
Azealia Banks,Luxury,0.689,0.78906420615855,0.184,0.0196,0.569,5BsGmbPJyupA70FlD7NtbS,spotify:track:5BsGmbPJyupA70FlD7NtbS,https://api.spotify.com/v1/tracks/5BsGmbPJyupA70FlD7NtbS,https://api.spotify.com/v1/audio-analysis/5BsGmbPJyupA70FlD7NtbS,168097.0,4.0,1
Azealia Banks,The Big Big Beat,0.913,0.8075453155710854,0.0758,0.0598,0.455,66O0pFEFp23dgYjoAd6RKK,spotify:track:66O0pFEFp23dgYjoAd6RKK,https://api.spotify.com/v1/tracks/66O0pFEFp23dgYjoAd6RKK,https://api.spotify.com/v1/audio-analysis/66O0pFEFp23dgYjoAd6RKK,215600.0,4.0,0
B.o.B,Nothing on You,0.553,0.8113398121860669,0.109,0.578,0.378,2A5YAFeEwGi7KlGMYRf5dX,spotify:track:2A5YAFeEwGi7KlGMYRf5dX,https://api.spotify.com/v1/tracks/2A5YAFeEwGi7KlGMYRf5dX,https://api.spotify.com/v1/audio-analysis/2A5YAFeEwGi7KlGMYRf5dX,107703.0,4.0,2
BIBI,BIBI Vengeance,0.442,0.8461181480672637,0.0895,0.0272,0.408,0ra3bPUOj2YnY4FJHXtgHZ,spotify:track:0ra3bPUOj2YnY4FJHXtgHZ,https://api.spotify.com/v1/tracks/0ra3bPUOj2YnY4FJHXtgHZ,https://api.spotify.com/v1/audio-analysis/0ra3bPUOj2YnY4FJHXtgHZ,165135.0,4.0,0
BLACKPINK,As If It's Your Last,0.786,0.9015614763048702,0.0813,0.0687,0.455,4ZxOuNHhpyOj4gv52MtQpT,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,https://api.spotify.com/v1/tracks/4ZxOuNHhpyOj4gv52MtQpT,https://api.spotify.com/v1/audio-analysis/4ZxOuNHhpyOj4gv52MtQpT,213264.0,4.0,0
BLACKPINK,BOOMBAYAH,0.661,0.8885400742520202,0.059,0.00268,0.396,13MF2TYuyfITClL1R2ei6e,spotify:track:13MF2TYuyfITClL1R2ei6e,https://api.spotify.com/v1/tracks/13MF2TYuyfITClL1R2ei6e,https://api.spotify.com/v1/audio-analysis/13MF2TYuyfITClL1R2ei6e,240793.0,4.0,0
BLACKPINK,Don't Know What To Do,0.628,0.8612415374535926,0.0491,0.0992,0.409,4ghGrdxwqLA6ZoCiu0u4IR,spotify:track:4ghGrdxwqLA6ZoCiu0u4IR,https://api.spotify.com/v1/tracks/4ghGrdxwqLA6ZoCiu0u4IR,https://api.spotify.com/v1/audio-analysis/4ghGrdxwqLA6ZoCiu0u4IR,201081.0,4.0,0
BLACKPINK,Forever Young,0.592,0.9255841886874865,0.096,0.0423,0.508,2Pp9osgyIcw6o1avfDDDhH,spotify:track:2Pp9osgyIcw6o1avfDDDhH,https://api.spotify.com/v1/tracks/2Pp9osgyIcw6o1avfDDDhH,https://api.spotify.com/v1/audio-analysis/2Pp9osgyIcw6o1avfDDDhH,237077.0,4.0,0
BLACKPINK,How You Like That,0.813,0.8587846691417341,0.0777,0.0452,0.326,6bvZRLLkBKkmgpBJTTj3QK,spotify:track:6bvZRLLkBKkmgpBJTTj3QK,https://api.spotify.com/v1/tracks/6bvZRLLkBKkmgpBJTTj3QK,https://api.spotify.com/v1/audio-analysis/6bvZRLLkBKkmgpBJTTj3QK,180956.0,4.0,0
BLACKPINK,Lovesick Girls,0.658,0.8449170124481329,0.0654,0.00513,0.409,1GMufNnkKAnPLnqKJ5HHxW,spotify:track:1GMufNnkKAnPLnqKJ5HHxW,https://api.spotify.com/v1/tracks/1GMufNnkKAnPLnqKJ5HHxW,https://api.spotify.com/v1/audio-analysis/1GMufNnkKAnPLnqKJ5HHxW,192765.0,4.0,0
BLACKPINK,PLAYING WITH FIRE,0.706,0.8546625900851715,0.0845,0.0392,0.676,7qmvLmX9tyaTiBAVNI6YEn,spotify:track:7qmvLmX9tyaTiBAVNI6YEn,https://api.spotify.com/v1/tracks/7qmvLmX9tyaTiBAVNI6YEn,https://api.spotify.com/v1/audio-analysis/7qmvLmX9tyaTiBAVNI6YEn,197289.0,4.0,1
BLACKPINK,Pink Venom,0.794,0.7776261192400088,0.0761,0.0119,0.69,5P3o95Jf0YBQRQ4j2XPpfC,spotify:track:5P3o95Jf0YBQRQ4j2XPpfC,https://api.spotify.com/v1/tracks/5P3o95Jf0YBQRQ4j2XPpfC,https://api.spotify.com/v1/audio-analysis/5P3o95Jf0YBQRQ4j2XPpfC,186964.0,4.0,1
BLACKPINK,STAY,0.63,0.7914391788600132,0.0357,0.551,0.343,3tP6QKbXvtrxiDI7QwKyUf,spotify:track:3tP6QKbXvtrxiDI7QwKyUf,https://api.spotify.com/v1/tracks/3tP6QKbXvtrxiDI7QwKyUf,https://api.spotify.com/v1/audio-analysis/3tP6QKbXvtrxiDI7QwKyUf,230323.0,4.0,2
BLACKPINK,Shut Down,0.813,0.7989189779427823,0.0372,0.00269,0.651,6tCd8bPvYnceDG7W9M1RMk,spotify:track:6tCd8bPvYnceDG7W9M1RMk,https://api.spotify.com/v1/tracks/6tCd8bPvYnceDG7W9M1RMk,https://api.spotify.com/v1/audio-analysis/6tCd8bPvYnceDG7W9M1RMk,175889.0,3.0,1
BRADIO,Flyers,0.45,0.9107610832059403,0.0398,0.0167,0.755,6VBQ4DF4fwPJNA96RbMQWT,spotify:track:6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/tracks/6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/audio-analysis/6VBQ4DF4fwPJNA96RbMQWT,210084.0,4.0,1
BTS,Boy With Luv (feat. Halsey),0.645,0.8449443109849313,0.0845,0.0933,0.803,4a9tbd947vo9K8Vti9JwcI,spotify:track:4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/tracks/4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/audio-analysis/4a9tbd947vo9K8Vti9JwcI,229773.0,4.0,1
Baby Keem,16,0.701,0.8387748416684867,0.138,0.0918,0.57,1Is8hGpkGMiePASAxBluxM,spotify:track:1Is8hGpkGMiePASAxBluxM,https://api.spotify.com/v1/tracks/1Is8hGpkGMiePASAxBluxM,https://api.spotify.com/v1/audio-analysis/1Is8hGpkGMiePASAxBluxM,156040.0,4.0,1
Baby Tate,"Hey, Mickey!",0.912,0.6486405328674384,0.0587,0.579,0.725,3RKjTYlQrtLXCq5ncswBPp,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556.0,4.0,1
Backstreet Boys,I Want It That Way,0.689,0.8157621751474122,0.027,0.257,0.482,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307.0,4.0,0
Bad Bunny,Me Porto Bonito,0.911,0.8355536143262722,0.0817,0.0901,0.425,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567.0,4.0,0
